uniprot_id,has_heme_in_uniprot,has_esibank_structure_records,n_esibank_structure_records,n_esibank_samples,n_esibank_positive_samples,has_fe_overlay_target,n_fe_overlay_target_rows,n_fe_overlay_target_samples,n_fe_overlay_target_positive_samples,protein_families,cc_cofactor,xref_interpro
C5IWL6,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
C5X6I4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
C5XWH8,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
C7B608,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
C7T4H2,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002397;IPR036396;
C7T4H3,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;
C7T4H4,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;
C9K1X6,True,True,9,9,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q9K498};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
C9K1X7,True,True,12,12,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q9K498};,IPR001128;IPR017972;IPR002403;IPR036396;IPR050196;
D1MI46,True,True,18,18,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
D3IWE6,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
D3K2N2,False,False,0,0,0,False,0,0,0,,,IPR001128;IPR036396;
D3TJH0,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|RuleBase:RU368045};",IPR001128;IPR002401;IPR008066;IPR036396;
D5J9U8,True,True,7,7,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
D5JBW9,True,True,12,12,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
D5JBX0,True,True,13,13,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
D5JBX1,True,True,16,16,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
D6CJJ9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002401;IPR036396;IPR050182;
D6WFY6,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;IPR050182;
D8QZ31,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002403;IPR036396;
D8S724,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002403;IPR036396;
E0D4W1,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
E0D4W2,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
E3T9X1,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
E3TB05,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002403;IPR036396;
E3VWI3,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:21284395};,IPR001128;IPR002397;IPR017972;IPR036396;IPR054976;
E3VWJ9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:21284395};,IPR001128;IPR002397;IPR017972;IPR036396;IPR054976;
E3W9C4,True,True,7,7,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
E9KBR8,True,True,35,35,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
F1T0M7,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR036396;
F2Z9C1,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
F2ZAE0,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;IPR044225;
F4YRL2,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
F6H9N6,True,True,65,65,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
F6KZD5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
F7EN52,True,True,18,18,1,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR039983;IPR001128;IPR017972;IPR002401;IPR036396;
F8S1H3,True,True,15,15,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
F8S1H8,True,True,15,15,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
F8S1I0,True,True,20,20,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
G4VV60,True,False,0,0,0,False,0,0,0,,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602403-1};,IPR001128;IPR002403;IPR036396;
G8XQN2,False,False,0,0,0,False,0,0,0,,,IPR001128;IPR036396;
H1A988,True,True,39,39,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050665;
H2DH16,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
H9LJF9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
H9MFM9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
I1TEM1,True,True,22,22,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR052306;IPR001128;IPR017972;IPR002401;IPR036396;
I3PLR0,True,True,13,13,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
I3PLR1,True,True,14,14,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
I3QBP4,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
I3V6B7,True,True,9,9,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
I7C6E8,True,True,17,17,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
I7CT85,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
J7M8Q0,True,False,0,0,0,False,0,0,0,"Cytochrome P450 family, CYP82E2 subfamily","COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
J7MB22,True,False,0,0,0,False,0,0,0,"Cytochrome P450 family, CYP82E2 subfamily","COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
K4CI52,True,True,20,20,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
K4K542,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
K7NBR2,True,True,23,23,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q93VK5};,IPR001128;IPR017972;IPR002401;IPR036396;
K7ZPJ9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;
K7ZR99,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;
L7T720,True,True,16,16,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002401;IPR036396;
L7T8H2,True,True,11,11,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002401;IPR036396;
L7TF20,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
L7X0L7,True,True,9,9,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
M1KK91,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602403-1};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
M4WFN0,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR036396;
O02766,True,True,35,35,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:1400444};,IPR001128;IPR024204;IPR002403;IPR036396;IPR030686;
O09158,True,True,46,46,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR008072;IPR002402;IPR036396;IPR050705;
O15528,True,True,48,48,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:O35084};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
O23051,True,True,37,37,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR002397;IPR017972;IPR036396;
O23066,True,True,94,94,6,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
O24782,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR002401;IPR036396;
O35084,True,True,90,90,7,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:15972816};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
O35132,True,True,28,28,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
O46658,True,True,47,47,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR008069;IPR036396;IPR050182;
O48958,True,True,37,37,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250|UniProtKB:P08686};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050193;
O49394,True,True,32,32,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
O64698,True,True,73,73,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
O64900,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;,IPR001128;IPR017972;IPR002401;IPR036396;
O65782,True,True,109,109,7,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
O75881,True,True,106,106,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P22680};,IPR050529;IPR001128;IPR024204;IPR002403;IPR036396;
O88962,True,True,48,48,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:O02766};,IPR001128;IPR024204;IPR002403;IPR036396;IPR030686;
P00189,True,True,12,12,1,True,11,11,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:21159775};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
P00191,True,True,103,103,8,True,92,92,4,Cytochrome P450 family,COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000269|PubMed:22262854};,IPR001128;IPR017972;IPR002401;IPR036396;
P05093,True,True,211,211,14,True,196,196,8,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:22266943, ECO:0000269|PubMed:25301938};",IPR001128;IPR017972;IPR002401;IPR036396;
P05185,True,True,19,19,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
P08683,True,True,96,96,7,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P33261};,IPR001128;IPR017972;IPR002401;IPR008068;IPR036396;IPR050182;
P08684,True,True,110,110,6,True,105,105,3,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:15256616, ECO:0000269|PubMed:15258162};",IPR001128;IPR017972;IPR008072;IPR002402;IPR036396;IPR050705;
P0CT93,True,True,24,24,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050364;
P0DKI7,True,True,12,12,1,False,0,0,0,Cytochrome P450 family; Aldo/keto reductase family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR020471;IPR044497;IPR018170;IPR001128;IPR017972;IPR036396;IPR023210;IPR036812;IPR050651;
P0DPA7,True,True,18,18,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050364;
P11371,True,True,102,102,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050182;
P11511,True,True,5,5,1,True,5,5,1,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:19129847};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
P11715,True,True,52,52,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
P14263,True,True,20,20,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;
P15150,True,True,139,139,8,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P19099};,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
P15540,True,True,20,20,2,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250|UniProtKB:P00191, ECO:0000250|UniProtKB:P08686};",IPR001128;IPR017972;IPR002401;IPR036396;
P17549,True,True,108,108,10,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050121;
P18125,True,True,22,22,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P22680};,IPR030681;IPR050529;IPR001128;IPR017972;IPR024204;IPR002403;IPR036396;
P19099,True,True,40,40,2,True,40,40,2,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:23322723};,IPR050479;IPR001128;IPR017972;IPR002399;IPR036396;
P19100,True,True,21,21,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
P22680,True,True,25,25,2,True,24,24,1,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|Ref.12};,IPR030681;IPR050529;IPR001128;IPR017972;IPR024204;IPR002403;IPR036396;
P23295,True,True,32,32,3,True,26,26,2,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;,IPR001128;IPR002397;IPR017972;IPR036396;
P24557,True,True,73,73,11,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:11097184};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050705;
P27786,True,True,36,36,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
P30437,True,True,14,14,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
P33261,True,True,17,17,1,True,17,17,1,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:23118231};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050182;
P37114,True,True,11,11,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
P37120,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
P46634,True,True,12,12,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR030681;IPR050529;IPR001128;IPR017972;IPR024204;IPR002403;IPR036396;
P47195,True,True,24,24,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
P47787,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P24557};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050705;
P48417,True,True,13,13,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002403;IPR036396;
P48421,True,True,30,30,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
P48422,True,True,18,18,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
P48522,True,True,15,15,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
P49430,True,True,6,6,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P24557};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050705;
P51542,True,True,16,16,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P22680};,IPR030681;IPR050529;IPR001128;IPR017972;IPR024204;IPR002403;IPR036396;
