dataset,structure_index,enzyme_index,uniprot,sequence_length,substrate,n_samples,n_positive,best_entry_id,best_entity_id,best_rcsb_polymer_entity_id,best_auth_asym_ids,best_reference_sequence_coverage,best_entity_sequence_coverage,best_ligand_comp_ids,best_target_file,n_heme_fe_candidates_for_uniprot,target_auth_asym_ids,file_path,exists,parse_ok,n_atoms,n_target_atoms,n_protein_atoms_total,n_protein_atoms_target_chain,heme_comp_ids_present,iron_comp_ids_present,n_heme_atoms_total,n_heme_atoms_target_chain,n_fe_atoms_total,n_fe_atoms_target_chain,heme_auth_asym_ids,fe_auth_asym_ids,target_has_heme,target_has_fe,target_has_heme_fe,any_has_heme,any_has_fe,first_fe_x,first_fe_y,first_fe_z,error,exp002_atom_audit_usable_target_heme_fe,found_in_drive_metadata,drive_path,pdb_name
brenda,195655,5265,Q8VQF6,404,N[C@@H](Cc1ccc(O)cc1)C(=O)O,1,0,3BE0,1.0,3BE0_1,A;B,0.9826732673267328,1.0,CNL;HEM,3BE0.cif,9,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3BE0.cif,True,True,6489,6489,6292,6292,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,11.824,-16.604,-2.956,,True,True,ESIBank/brenda/structure/complex/195655.pdb,195655.pdb
brenda,196161,5359,Q09128,514,O[C@@H]1c2ccccc2C=C[C@@H]1O,1,0,3K9Y,1.0,3K9Y_1,A;B,0.9357976653696498,0.9979253112033196,CM5;HEM,3K9Y.cif,2,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3K9Y.cif,True,True,7703,7703,7549,7549,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,9.254,-28.69,40.045,,True,True,ESIBank/brenda/structure/complex/196161.pdb,196161.pdb
brenda,196583,4928,Q9ZAU3,415,N=c1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,1,0,9O35,1.0,9O35_1,A;B,0.9975903614457832,0.9741176470588236,DM1;HEM;SO4,9O35.cif,3,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9O35.cif,True,True,6702,6702,6204,6204,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,41.42,25.183,77.581,,True,True,ESIBank/brenda/structure/complex/196583.pdb,196583.pdb
brenda,196647,5331,Q6WG30,499,N[C@@H](CCC(O)=N[C@@H](CSSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O,1,0,8X1W,1.0,8X1W_1,A,0.8797595190380761,1.0,HEM,8X1W.cif,2,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8X1W.cif,True,True,3668,3668,3536,3536,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,78.516,70.333,32.493,,True,True,ESIBank/brenda/structure/complex/196647.pdb,196647.pdb
brenda,197790,5311,Q6TBX7,539,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1,0,6L8H,1.0,6L8H_1,A;B;C;D,0.8719851576994434,0.9978768577494692,GOL;HEM;SOG,6L8H.cif,1,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/6L8H.cif,True,True,16945,16945,14729,14729,HEM,HEM,172,172,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,4.47,6.442,-70.709,,True,True,ESIBank/brenda/structure/complex/197790.pdb,197790.pdb
brenda,198203,5359,Q09128,514,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1,0,3K9Y,1.0,3K9Y_1,A;B,0.9357976653696498,0.9979253112033196,CM5;HEM,3K9Y.cif,2,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3K9Y.cif,True,True,7703,7703,7549,7549,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,9.254,-28.69,40.045,,True,True,ESIBank/brenda/structure/complex/198203.pdb,198203.pdb
brenda,198204,5109,P08684,503,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,1,0,9YK4,1.0,9YK4_1,A,0.9602385685884692,0.9917864476386036,EDO;GOL;HEM;IMD;PG4,9YK4.cif,122,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9YK4.cif,True,True,4184,4184,3803,3803,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,-22.834,-26.299,-11.407,,True,True,ESIBank/brenda/structure/complex/198204.pdb,198204.pdb
brenda,198292,5109,P08684,503,C=CCOC(O)=NCc1cccc(CN)c1,1,0,9YK4,1.0,9YK4_1,A,0.9602385685884692,0.9917864476386036,EDO;GOL;HEM;IMD;PG4,9YK4.cif,122,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9YK4.cif,True,True,4184,4184,3803,3803,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,-22.834,-26.299,-11.407,,True,True,ESIBank/brenda/structure/complex/198292.pdb,198292.pdb
brenda,198534,5276,Q9UNU6,501,O=Cc1cccc(O)c1,1,0,8EOH,1.0,8EOH_1,A,0.9500998003992016,0.9734151329243352,HEM;WOL,8EOH.cif,2,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8EOH.cif,True,True,7542,7542,7431,7431,HEM,HEM,49,49,1,1,A,A,True,True,True,True,True,-20.096,0.961,-11.632,,True,True,ESIBank/brenda/structure/complex/198534.pdb,198534.pdb
brenda,198568,5034,P05093,508,O=C1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/198568.pdb,198568.pdb
brenda,198593,5341,P19099,503,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,1,0,6XZ9,1.0,6XZ9_1,A;B;C,0.9463220675944334,0.9734151329243352,HEC;O4W,6XZ9.cif,6,A;B;C,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/6XZ9.cif,True,True,11741,11741,11383,11383,HEC,HEC,129,129,3,3,A;B;C,A;B;C,True,True,True,True,True,12.548,30.436,73.822,,True,True,ESIBank/brenda/structure/complex/198593.pdb,198593.pdb
brenda,198906,5034,P05093,508,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/198906.pdb,198906.pdb
brenda,199642,5034,P05093,508,CC(=O)C(C)=O,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/199642.pdb,199642.pdb
brenda,199649,5109,P08684,503,O=Cc1ccccc1,1,0,9YK4,1.0,9YK4_1,A,0.9602385685884692,0.9917864476386036,EDO;GOL;HEM;IMD;PG4,9YK4.cif,122,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9YK4.cif,True,True,4184,4184,3803,3803,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,-22.834,-26.299,-11.407,,True,True,ESIBank/brenda/structure/complex/199649.pdb,199649.pdb
brenda,200492,5295,Q16850,509,O=C(O)C(O)c1ccccc1,1,0,3LD6,1.0,3LD6_1,A;B,0.8821218074656189,0.9739696312364424,HEM;KKK,3LD6.cif,10,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3LD6.cif,True,True,7522,7368,7172,7172,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,36.841,3.766,-5.549,,True,True,ESIBank/brenda/structure/complex/200492.pdb,200492.pdb
brenda,200634,5109,P08684,503,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,1,0,9YK4,1.0,9YK4_1,A,0.9602385685884692,0.9917864476386036,EDO;GOL;HEM;IMD;PG4,9YK4.cif,122,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9YK4.cif,True,True,4184,4184,3803,3803,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,-22.834,-26.299,-11.407,,True,True,ESIBank/brenda/structure/complex/200634.pdb,200634.pdb
brenda,200688,5000,P00191,496,CC(C)[C@@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,3QZ1,1.0,3QZ1_1,A;B;C;D,1.0,1.0,3QZ;HEM,3QZ1.cif,1,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3QZ1.cif,True,True,14525,14525,14064,14064,HEM,HEM,172,172,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,3.088,-41.117,53.258,,True,True,ESIBank/brenda/structure/complex/200688.pdb,200688.pdb
brenda,200848,5034,P05093,508,CCC(=O)C(=O)CC,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/200848.pdb,200848.pdb
brenda,200946,5034,P05093,508,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/200946.pdb,200946.pdb
brenda,201026,5068,Q9Y6A2,500,CC(=O)C=O,1,0,9NNO,1.0,9NNO_1,A,0.934,0.9852320675105484,A1BY9;EDO;HEM,9NNO.cif,21,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9NNO.cif,True,True,3862,3862,3517,3517,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,10.591,-2.168,-21.724,,True,True,ESIBank/brenda/structure/complex/201026.pdb,201026.pdb
brenda,201341,5034,P05093,508,Oc1ncnc2[nH]cnc12,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/201341.pdb,201341.pdb
brenda,202493,5034,P05093,508,OCC(O)C(O)C(O)C(O)CO,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/202493.pdb,202493.pdb
brenda,202502,5331,Q6WG30,499,Cc1cccc(C)c1,1,0,8X1W,1.0,8X1W_1,A,0.8797595190380761,1.0,HEM,8X1W.cif,2,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8X1W.cif,True,True,3668,3668,3536,3536,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,78.516,70.333,32.493,,True,True,ESIBank/brenda/structure/complex/202502.pdb,202502.pdb
brenda,202539,5000,P00191,496,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCS,1,0,3QZ1,1.0,3QZ1_1,A;B;C;D,1.0,1.0,3QZ;HEM,3QZ1.cif,1,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3QZ1.cif,True,True,14525,14525,14064,14064,HEM,HEM,172,172,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,3.088,-41.117,53.258,,True,True,ESIBank/brenda/structure/complex/202539.pdb,202539.pdb
brenda,202621,5114,A0A0Y0GRS3,494,C/C=C/C=O,1,0,7X2Q,1.0,7X2Q_1,A;B,0.9433198380566802,0.9789915966386554,HEM,7X2Q.cif,1,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/7X2Q.cif,True,True,7506,7506,7402,7402,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,-33.852,16.055,-17.14,,True,True,ESIBank/brenda/structure/complex/202621.pdb,202621.pdb
brenda,202863,5330,S4UX02,495,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1,0,7CB9,1.0,7CB9_1,A,1.0,1.0,HEM;J6C,7CB9.cif,3,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/7CB9.cif,True,True,4246,4246,3667,3667,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,53.918,-5.378,9.398,,True,True,ESIBank/brenda/structure/complex/202863.pdb,202863.pdb
brenda,203071,5341,P19099,503,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12,1,0,6XZ9,1.0,6XZ9_1,A;B;C,0.9463220675944334,0.9734151329243352,HEC;O4W,6XZ9.cif,6,A;B;C,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/6XZ9.cif,True,True,11741,11741,11383,11383,HEC,HEC,129,129,3,3,A;B;C,A;B;C,True,True,True,True,True,12.548,30.436,73.822,,True,True,ESIBank/brenda/structure/complex/203071.pdb,203071.pdb
brenda,203317,5114,A0A0Y0GRS3,494,O=C(O)c1cccc(O)c1O,1,0,7X2Q,1.0,7X2Q_1,A;B,0.9433198380566802,0.9789915966386554,HEM,7X2Q.cif,1,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/7X2Q.cif,True,True,7506,7506,7402,7402,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,-33.852,16.055,-17.14,,True,True,ESIBank/brenda/structure/complex/203317.pdb,203317.pdb
brenda,203414,5295,Q16850,509,Sc1nc(S)c2nc[nH]c2n1,1,0,3LD6,1.0,3LD6_1,A;B,0.8821218074656189,0.9739696312364424,HEM;KKK,3LD6.cif,10,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3LD6.cif,True,True,7522,7368,7172,7172,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,36.841,3.766,-5.549,,True,True,ESIBank/brenda/structure/complex/203414.pdb,203414.pdb
brenda,203738,4928,Q9ZAU3,415,O=C1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,1,0,9O35,1.0,9O35_1,A;B,0.9975903614457832,0.9741176470588236,DM1;HEM;SO4,9O35.cif,3,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9O35.cif,True,True,6702,6702,6204,6204,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,41.42,25.183,77.581,,True,True,ESIBank/brenda/structure/complex/203738.pdb,203738.pdb
brenda,203794,5034,P05093,508,N=C(O)CCCCC(S)CCS,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/203794.pdb,203794.pdb
brenda,203808,5293,A2TEF2,480,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,1,0,3L4D,1.0,3L4D_1,A;B;C;D,0.9354166666666668,0.9911699779249448,HEM;N8E;TPF,3L4D.cif,1,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3L4D.cif,True,True,14534,14534,14189,14189,HEM,HEM,172,172,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,30.346,-27.862,3.869,,True,True,ESIBank/brenda/structure/complex/203808.pdb,203808.pdb
brenda,204709,5064,Q6VVX0,501,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)N(C)CC2,1,0,3DL9,1.0,3DL9_1,A;B,0.93812375249501,0.9812108559498957,HEM;V2H,3DL9.cif,3,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3DL9.cif,True,True,7959,7805,7453,7453,HEM,HEM,172,172,4,4,A;B,A;B,True,True,True,True,True,-53.912,-1.239,-33.144,,True,True,ESIBank/brenda/structure/complex/204709.pdb,204709.pdb
brenda,204767,5359,Q09128,514,COc1ccccc1O,1,0,3K9Y,1.0,3K9Y_1,A;B,0.9357976653696498,0.9979253112033196,CM5;HEM,3K9Y.cif,2,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3K9Y.cif,True,True,7703,7703,7549,7549,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,9.254,-28.69,40.045,,True,True,ESIBank/brenda/structure/complex/204767.pdb,204767.pdb
brenda,205013,5064,Q6VVX0,501,Cc1ccc2cc(CO)ccc2c1,1,0,3DL9,1.0,3DL9_1,A;B,0.93812375249501,0.9812108559498957,HEM;V2H,3DL9.cif,3,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3DL9.cif,True,True,7959,7805,7453,7453,HEM,HEM,172,172,4,4,A;B,A;B,True,True,True,True,True,-53.912,-1.239,-33.144,,True,True,ESIBank/brenda/structure/complex/205013.pdb,205013.pdb
brenda,205313,4928,Q9ZAU3,415,COc1cc(/C=C/C=O)ccc1O,1,0,9O35,1.0,9O35_1,A;B,0.9975903614457832,0.9741176470588236,DM1;HEM;SO4,9O35.cif,3,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9O35.cif,True,True,6702,6702,6204,6204,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,41.42,25.183,77.581,,True,True,ESIBank/brenda/structure/complex/205313.pdb,205313.pdb
brenda,205366,5064,Q6VVX0,501,CCC(=O)CC,1,0,3DL9,1.0,3DL9_1,A;B,0.93812375249501,0.9812108559498957,HEM;V2H,3DL9.cif,3,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3DL9.cif,True,True,7959,7805,7453,7453,HEM,HEM,172,172,4,4,A;B,A;B,True,True,True,True,True,-53.912,-1.239,-33.144,,True,True,ESIBank/brenda/structure/complex/205366.pdb,205366.pdb
brenda,205724,5295,Q16850,509,O=C[C@H](O)CO,1,0,3LD6,1.0,3LD6_1,A;B,0.8821218074656189,0.9739696312364424,HEM;KKK,3LD6.cif,10,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3LD6.cif,True,True,7522,7368,7172,7172,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,36.841,3.766,-5.549,,True,True,ESIBank/brenda/structure/complex/205724.pdb,205724.pdb
brenda,205751,5114,A0A0Y0GRS3,494,C=O,1,0,7X2Q,1.0,7X2Q_1,A;B,0.9433198380566802,0.9789915966386554,HEM,7X2Q.cif,1,A;B,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/7X2Q.cif,True,True,7506,7506,7402,7402,HEM,HEM,86,86,2,2,A;B,A;B,True,True,True,True,True,-33.852,16.055,-17.14,,True,True,ESIBank/brenda/structure/complex/205751.pdb,205751.pdb
brenda,206528,5000,P00191,496,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,1,0,3QZ1,1.0,3QZ1_1,A;B;C;D,1.0,1.0,3QZ;HEM,3QZ1.cif,1,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3QZ1.cif,True,True,14525,14525,14064,14064,HEM,HEM,172,172,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,3.088,-41.117,53.258,,True,True,ESIBank/brenda/structure/complex/206528.pdb,206528.pdb
brenda,206622,5000,P00191,496,OCC1(O)OC[C@@H](O)[C@H](O)[C@H]1O,1,0,3QZ1,1.0,3QZ1_1,A;B;C;D,1.0,1.0,3QZ;HEM,3QZ1.cif,1,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/3QZ1.cif,True,True,14525,14525,14064,14064,HEM,HEM,172,172,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,3.088,-41.117,53.258,,True,True,ESIBank/brenda/structure/complex/206622.pdb,206622.pdb
brenda,206843,5109,P08684,503,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,1,0,9YK4,1.0,9YK4_1,A,0.9602385685884692,0.9917864476386036,EDO;GOL;HEM;IMD;PG4,9YK4.cif,122,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9YK4.cif,True,True,4184,4184,3803,3803,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,-22.834,-26.299,-11.407,,True,True,ESIBank/brenda/structure/complex/206843.pdb,206843.pdb
brenda,206999,5068,Q9Y6A2,500,CC(C)CN,1,0,9NNO,1.0,9NNO_1,A,0.934,0.9852320675105484,A1BY9;EDO;HEM,9NNO.cif,21,A,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/9NNO.cif,True,True,3862,3862,3517,3517,HEM,HEM,43,43,1,1,A,A,True,True,True,True,True,10.591,-2.168,-21.724,,True,True,ESIBank/brenda/structure/complex/206999.pdb,206999.pdb
brenda,207109,5034,P05093,508,O=CCCCC=O,1,0,8FDA,1.0,8FDA_1,A;B;C;D,0.9547244094488188,0.9817813765182186,HEM;XPK,8FDA.cif,17,A;B;C;D,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp002_fe_heme_structures/raw_mmcif_rcsb_heme_fe_v1/8FDA.cif,True,True,30965,30965,30039,30039,HEM,HEM,292,292,4,4,A;B;C;D,A;B;C;D,True,True,True,True,True,-14.293,8.275,-35.654,,True,True,ESIBank/brenda/structure/complex/207109.pdb,207109.pdb
