split,sample_id,dock_index,enzyme_index,substrate_index,label,uniprot,structure_record_substrate,structure_record_n_samples,structure_record_n_positive,cache_sample_id_present,cache_file_exists,cache_path
train,125674,86527,5147,9243,1,Q9SD85,Oc1ccc(C2Oc3cc(O)cc(O)c3C(O)C2O)cc1,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/125/sample_125674.pt
train,125745,403510,5034,9410,0,P05093,CC1=CC(=O)C[C@@](C)(C(F)F)[C@@]1(O)/C=C/C(C)=C\C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/125/sample_125745.pt
train,125769,278034,5063,8729,0,P08683,CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/125/sample_125769.pt
train,125852,285489,5267,10130,0,Q9FH76,N[C@@H](CS)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/125/sample_125852.pt
train,125899,169148,5184,9973,0,Q6WNQ9,COc1cc2c(cc1O)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/125/sample_125899.pt
train,125962,253755,4909,6086,0,Q84KI1,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/125/sample_125962.pt
train,125983,95424,5074,7639,0,Q60991,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/125/sample_125983.pt
train,126085,288387,5198,8381,0,P48522,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126085.pt
train,126137,411571,5064,8921,0,Q6VVX0,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1nc(O)nc(O)c1N2,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126137.pt
train,126141,282933,4909,9392,0,Q84KI1,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126141.pt
train,126169,220748,5072,9922,0,Q9JKJ9,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126169.pt
train,126212,474278,5035,9094,0,P11715,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126212.pt
train,126229,98283,5115,22063,0,A0A0S1TP26,CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126229.pt
train,126268,416919,5247,6793,0,Q9Y7C8,O=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126268.pt
train,126340,363294,5114,8789,0,A0A0Y0GRS3,CNc1c(C)n(C)n(-c2ccccc2)c1=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126340.pt
train,126509,115948,5100,38114,0,O65782,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126509.pt
train,126528,144684,5099,17150,0,A0A068Q609,COc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126528.pt
train,126624,387428,5175,9306,0,A0A0G2RKY1,O=C(O)c1ccccc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126624.pt
train,126805,415206,5241,9286,0,H1A988,O=C(O)/C=C/c1cccc(O)c1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126805.pt
train,126916,411723,5125,9453,0,P78329,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126916.pt
train,126919,221042,5000,5747,0,P00191,CC(C)[C@@H](N)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126919.pt
train,126923,247524,5354,2768,0,Q06069,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126923.pt
train,126924,368483,5276,9282,0,Q9UNU6,COc1ccccc1/C=C/C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126924.pt
train,126995,130523,5287,19704,0,F8S1I0,O=C(O)[C@H](O)COP(=O)(O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/126/sample_126995.pt
train,127289,135198,4965,4865,0,O09158,CCCCCCCCCCC1=CC(=O)C(C)=C(C)C1=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127289.pt
train,127301,183298,5078,582,0,P70687,OC1OC[C@@H](O)[C@H](O)[C@H]1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127301.pt
train,127327,430910,5111,9379,0,A0A1D6F9Y9,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127327.pt
train,127353,78987,5326,9488,1,A0A0B4KZX8,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127353.pt
train,127598,298627,5672,23589,0,B1NF18,O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127598.pt
train,127680,210527,4965,816,0,O09158,O=C(O)C[C@H](O)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127680.pt
train,127705,330374,5359,17831,0,Q09128,O=C(O)CCC(=O)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127705.pt
train,127803,348345,5266,8118,0,Q9XHC6,CCCc1ccccc1F,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127803.pt
train,127905,181731,5128,8275,0,B8QHP5,Cc1cccc([N+](=O)[O-])c1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127905.pt
train,127917,381599,5295,9436,0,Q16850,C=C(C)[C@@H]1CC=C2CCC[C@@H](C)[C@@]2(C)C1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/127/sample_127917.pt
train,128191,387445,5121,9054,0,W0FKI0,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128191.pt
train,128193,217021,5229,3522,0,O23051,C[N+](C)(C)CC=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128193.pt
train,128212,145944,5295,816,0,Q16850,O=C(O)C[C@H](O)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128212.pt
train,128264,115040,3102,17803,0,P0DKI7,O=C(O)CCC(=O)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128264.pt
train,128332,344634,5261,8855,0,C0SPF7,O=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128332.pt
train,128336,386241,5065,8889,0,O46658,O=C(O)CCc1ccc(O)c(O)c1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128336.pt
train,128374,537310,5116,9495,0,A0A0C5QRZ2,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128374.pt
train,128384,200324,5298,9828,0,P14263,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128384.pt
train,128496,404690,5265,8838,0,Q8VQF6,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128496.pt
train,128628,113411,5330,15314,0,S4UX02,OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128628.pt
train,128650,61064,5123,37650,1,P51589,CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128650.pt
train,128666,483845,5174,9261,0,Q93ZB2,C=C1C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128666.pt
train,128960,304141,5354,8917,0,Q06069,CC(=O)OC/C=C/c1ccccc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/128/sample_128960.pt
train,129028,207259,5361,7076,0,O35084,[Cl-],1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129028.pt
train,129090,302635,5267,10129,0,Q9FH76,C[N+](C)(C)[C@@H](Cc1cnc[nH]1)C(=O)[O-],1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129090.pt
train,129301,113172,5230,8597,0,Q9AXH9,CCCSCc1ccccc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129301.pt
train,129437,254707,4981,3436,0,P98187,C/C=C/C=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129437.pt
train,129569,295087,5129,8568,0,Q02928,CSc1ccc(C#N)cc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129569.pt
train,129622,226513,23120,36975,0,Q62969,N[C@@H](CCC(=O)O)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129622.pt
train,129673,266211,5104,8612,0,I1TEM1,COc1cccc(C(C)=O)c1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129673.pt
train,129697,329494,5656,9582,0,A0A140IL92,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(=N)nc(O)c2N1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129697.pt
train,129842,318189,5296,9746,0,Q64654,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129842.pt
train,129905,145005,5129,26311,0,Q02928,c1ccc(C[C@@H]2O[C@H]2c2ccccc2)cc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129905.pt
train,129908,200601,5206,6592,0,P17549,O[C@H](CS)[C@H](O)CS,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129908.pt
train,129975,382658,5243,9425,0,H2DH16,C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3[C@](C)(CO)CCC[C@]23C)C1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129975.pt
train,129990,296542,5172,9925,0,U5NE19,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/129/sample_129990.pt
train,130013,238736,5180,25,0,Q9SWR5,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130013.pt
train,130228,283674,5208,8617,0,Q42798,CC(=O)c1ccc(F)cc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130228.pt
train,130267,293947,5068,8304,0,Q9Y6A2,Oc1cccc(Cl)c1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130267.pt
train,130386,112855,5066,21500,0,Q6VVW9,CSCCS(=O)(=O)[O-],1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130386.pt
train,130458,183568,5225,7344,0,P98183,OO,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130458.pt
train,130777,226715,5123,4499,0,P51589,O=C(O)/C=C\C(=O)C(Br)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130777.pt
train,130787,430877,5210,9232,0,Q08477,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130787.pt
train,130899,376160,5078,9333,0,P70687,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/130/sample_130899.pt
train,131000,430940,5669,9958,0,B5UAQ8,[Cl-],1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131000.pt
train,131004,414005,5358,9499,0,Q07973,C#CCCCCCC,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131004.pt
train,131083,226048,5358,10392,0,Q07973,O[C@H](CS)[C@H](O)CS,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131083.pt
train,131124,395593,4997,9392,0,Q42600,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131124.pt
train,131137,383711,5100,9455,0,O65782,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131137.pt
train,131149,255244,5275,22010,0,O88962,O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131149.pt
train,131239,253531,5210,3147,0,Q08477,N=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(O)n1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131239.pt
train,131349,308972,5150,9746,0,Q8W3Y5,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131349.pt
train,131413,86552,5072,9058,1,Q9JKJ9,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/131/sample_131413.pt
