uniprot_id,protein_families,cc_cofactor,xref_interpro,is_p450_by_family,is_p450_by_interpro,has_heme
Q17UC0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q1JPY5,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q16850};,IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;,True,True,True
Q2EMR3,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q2ENF7,,,IPR001128;IPR002401;IPR036396;IPR050651;,False,True,False
Q2EPZ0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q2UYU7,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q2WE96,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002403;IPR036396;,True,True,True
Q304Q4,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q304Q5,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q304R0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q33DX9,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;,True,True,True
Q33DY0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;,True,True,True
Q38Q84,"Cytochrome P450 family, CYP82E2 subfamily",COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;,True,True,True
Q39443,,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602403-1};,IPR001128;IPR002403;IPR036396;,False,True,True
Q3C211,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q3LFR2,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q52TE7,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR036010;IPR001041;IPR006058;IPR012675;IPR001128;IPR002397;IPR017972;IPR036396;IPR017927;IPR039261;IPR017938;,True,True,True
Q52YL8,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q59I68,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q5EWY2,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q5ILH2,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRNR:PIRNR000047, ECO:0000256|PIRSR:PIRSR000047-1};",IPR030681;IPR050529;IPR001128;IPR024204;IPR002403;IPR036396;,True,True,True
Q64459,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR008072;IPR002402;IPR036396;IPR050705;,True,True,True
Q673E9,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602403-1};",IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;,True,True,True
Q6LEN2,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRNR:PIRNR000047, ECO:0000256|PIRSR:PIRSR000047-1};",IPR001128;IPR024204;IPR002403;IPR036396;IPR027286;,True,True,True
Q6QHJ9,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q6TH81,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;IPR050476;,True,True,True
Q6XAF4,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;IPR044225;,True,True,True
Q6YLS3,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q767R1,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR002401;IPR036396;,True,True,True
Q76LL4,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q7XAU5,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q83WG3,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;,True,True,False
Q84NG3,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q84QI4,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q8NKB4,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;,True,True,False
Q8S9C6,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q8WND8,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR050479;IPR001128;IPR002399;IPR036396;,True,True,True
Q93XR3,Cytochrome P450 family,,IPR001128;IPR036396;,True,True,False
Q95328,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q96WS9,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;,True,True,False
Q9FPN2,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q9FPN4,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q9FPN5,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q9FS35,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q9M7B8,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q9SB21,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002401;IPR036396;,True,True,True
Q9SC11,Cytochrome P450 family,,IPR050529;IPR036396;,True,True,False
Q9SSX5,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
Q9SWJ4,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002401;IPR008066;IPR036396;,True,True,True
Q9URR6,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR002401;IPR036396;IPR050364;,True,True,True
Q9XS57,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
R4X4I5,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
T1NXM5,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
U3LXJ8,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
U5YM12,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002397;IPR017972;IPR036396;,True,True,True
U6NHS3,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
V5K5L7,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
W6RGX9,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002397;IPR017972;IPR036396;,True,True,True
W9SPF5,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;,True,True,True
