global_interaction_id,global_enzyme_id,global_compound_id,label,sources,supporting_source_count,evidence_count,best_quality_tier,has_pmid_any,has_products_any,has_pdb_any,max_num_reactions,conflicting_labels
INT_G001134,ENZ_G000474,CMP_G001652,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001135,ENZ_G000475,CMP_G000455,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001136,ENZ_G000475,CMP_G000853,1,S3_P450Rdb|S8_PlantP450DB,2,2,B,1,1,0,1,0
INT_G001137,ENZ_G000476,CMP_G000151,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001138,ENZ_G000477,CMP_G000225,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001139,ENZ_G000478,CMP_G000139,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001140,ENZ_G000478,CMP_G000306,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001141,ENZ_G000478,CMP_G000660,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001142,ENZ_G000478,CMP_G001137,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001143,ENZ_G000478,CMP_G001562,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001144,ENZ_G000478,CMP_G001703,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001145,ENZ_G000479,CMP_G000237,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001146,ENZ_G000479,CMP_G000607,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001147,ENZ_G000479,CMP_G001967,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001148,ENZ_G000479,CMP_G002056,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001149,ENZ_G000480,CMP_G001117,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001150,ENZ_G000481,CMP_G000570,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001151,ENZ_G000481,CMP_G000793,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001152,ENZ_G000482,CMP_G002037,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001153,ENZ_G000483,CMP_G000009,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001154,ENZ_G000483,CMP_G000819,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001155,ENZ_G000483,CMP_G001498,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001156,ENZ_G000483,CMP_G001921,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001157,ENZ_G000483,CMP_G002071,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001158,ENZ_G000484,CMP_G000315,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001159,ENZ_G000484,CMP_G000752,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001160,ENZ_G000484,CMP_G000868,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001161,ENZ_G000485,CMP_G000727,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001162,ENZ_G000485,CMP_G000728,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001163,ENZ_G000485,CMP_G001654,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001164,ENZ_G000486,CMP_G001845,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001165,ENZ_G000486,CMP_G001954,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001166,ENZ_G000487,CMP_G001476,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001167,ENZ_G000488,CMP_G000607,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001168,ENZ_G000489,CMP_G000141,1,S2_ESIBank|S3_P450Rdb|S8_PlantP450DB|S9_PCPD,4,4,B,1,1,0,1,0
INT_G001169,ENZ_G000489,CMP_G000398,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001170,ENZ_G000489,CMP_G001942,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001171,ENZ_G000490,CMP_G001165,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001172,ENZ_G000491,CMP_G001700,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001173,ENZ_G000491,CMP_G001701,1,S2_ESIBank|S3_P450Rdb,2,2,B,1,1,0,1,0
INT_G001174,ENZ_G000492,CMP_G000738,1,S2_ESIBank|S3_P450Rdb|S8_PlantP450DB|S9_PCPD,4,5,B,1,1,0,2,0
INT_G001175,ENZ_G000492,CMP_G001200,1,S2_ESIBank|S3_P450Rdb,2,2,B,1,1,0,2,0
INT_G001176,ENZ_G000492,CMP_G001579,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001177,ENZ_G000493,CMP_G000738,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,2,0
INT_G001178,ENZ_G000493,CMP_G001105,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001179,ENZ_G000493,CMP_G001106,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001180,ENZ_G000494,CMP_G001165,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001181,ENZ_G000495,CMP_G001165,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001182,ENZ_G000496,CMP_G001068,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001183,ENZ_G000497,CMP_G000853,1,S2_ESIBank|S3_P450Rdb|S8_PlantP450DB|S9_PCPD,4,4,B,1,1,0,1,0
INT_G001184,ENZ_G000498,CMP_G000126,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001185,ENZ_G000499,CMP_G001089,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001186,ENZ_G000500,CMP_G000688,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001187,ENZ_G000501,CMP_G001534,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001188,ENZ_G000502,CMP_G000087,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001189,ENZ_G000503,CMP_G001432,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001190,ENZ_G000504,CMP_G001090,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001191,ENZ_G000505,CMP_G001616,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001192,ENZ_G000506,CMP_G001974,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001193,ENZ_G000507,CMP_G000349,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001194,ENZ_G000508,CMP_G001835,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001195,ENZ_G000509,CMP_G000014,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001196,ENZ_G000509,CMP_G000015,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001197,ENZ_G000509,CMP_G000681,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001198,ENZ_G000509,CMP_G001197,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G001199,ENZ_G000509,CMP_G001312,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001200,ENZ_G000509,CMP_G001478,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001201,ENZ_G000509,CMP_G002090,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G001202,ENZ_G000510,CMP_G000014,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001203,ENZ_G000510,CMP_G000681,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001204,ENZ_G000510,CMP_G001478,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001205,ENZ_G000510,CMP_G002090,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001206,ENZ_G000511,CMP_G000014,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001207,ENZ_G000511,CMP_G000343,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001208,ENZ_G000511,CMP_G000666,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001209,ENZ_G000511,CMP_G000681,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001210,ENZ_G000511,CMP_G001197,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001211,ENZ_G000511,CMP_G001198,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001212,ENZ_G000511,CMP_G001312,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001213,ENZ_G000511,CMP_G001478,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001214,ENZ_G000511,CMP_G001560,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001215,ENZ_G000511,CMP_G002027,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001216,ENZ_G000511,CMP_G002090,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001217,ENZ_G000512,CMP_G001803,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001218,ENZ_G000513,CMP_G001417,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001219,ENZ_G000514,CMP_G000909,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001220,ENZ_G000514,CMP_G001185,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001221,ENZ_G000514,CMP_G001186,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001222,ENZ_G000514,CMP_G001337,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001223,ENZ_G000515,CMP_G002069,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001224,ENZ_G000516,CMP_G001737,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001225,ENZ_G000517,CMP_G002069,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001226,ENZ_G000518,CMP_G002069,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001227,ENZ_G000519,CMP_G001417,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001228,ENZ_G000520,CMP_G000495,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001229,ENZ_G000521,CMP_G001897,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001230,ENZ_G000522,CMP_G000277,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001231,ENZ_G000523,CMP_G000442,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001232,ENZ_G000523,CMP_G001204,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001233,ENZ_G000524,CMP_G000442,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001234,ENZ_G000524,CMP_G001204,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001235,ENZ_G000525,CMP_G000442,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001236,ENZ_G000525,CMP_G001204,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001237,ENZ_G000526,CMP_G000457,1,S2_ESIBank|S3_P450Rdb|S8_PlantP450DB|S9_PCPD,4,4,B,1,1,0,1,0
INT_G001238,ENZ_G000526,CMP_G001754,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001239,ENZ_G000527,CMP_G001994,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G001240,ENZ_G000527,CMP_G001995,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001241,ENZ_G000528,CMP_G000457,1,S2_ESIBank|S3_P450Rdb|S8_PlantP450DB|S9_PCPD,4,4,B,1,1,0,1,0
INT_G001242,ENZ_G000528,CMP_G001754,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001243,ENZ_G000529,CMP_G001777,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001244,ENZ_G000529,CMP_G001778,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001245,ENZ_G000530,CMP_G000479,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G001246,ENZ_G000530,CMP_G000682,1,S1_RCSB|S3_P450Rdb,2,2,A,1,1,1,3,0
INT_G001247,ENZ_G000530,CMP_G001250,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G001248,ENZ_G000530,CMP_G001313,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G001249,ENZ_G000530,CMP_G001560,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G001250,ENZ_G000530,CMP_G001697,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G001251,ENZ_G000530,CMP_G002091,1,S1_RCSB|S3_P450Rdb,2,2,A,1,1,1,2,0
INT_G001252,ENZ_G000531,CMP_G000438,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001253,ENZ_G000531,CMP_G000442,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001254,ENZ_G000531,CMP_G000713,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001255,ENZ_G000531,CMP_G000890,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001256,ENZ_G000531,CMP_G001101,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001257,ENZ_G000531,CMP_G001205,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001258,ENZ_G000532,CMP_G001376,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G001259,ENZ_G000532,CMP_G001404,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001260,ENZ_G000533,CMP_G000108,1,S3_P450Rdb,1,1,B,0,1,0,1,0
INT_G001261,ENZ_G000533,CMP_G000257,1,S3_P450Rdb,1,1,B,0,1,0,2,0
INT_G001262,ENZ_G000533,CMP_G000448,1,S3_P450Rdb,1,1,B,0,1,0,1,0
INT_G001263,ENZ_G000533,CMP_G000479,1,S3_P450Rdb,1,1,B,0,1,0,1,0
INT_G001264,ENZ_G000533,CMP_G001560,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001265,ENZ_G000533,CMP_G001830,1,S3_P450Rdb,1,1,B,0,1,0,1,0
INT_G001266,ENZ_G000533,CMP_G001872,1,S3_P450Rdb,1,1,B,0,1,0,1,0
INT_G001267,ENZ_G000534,CMP_G000258,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001268,ENZ_G000534,CMP_G000442,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001269,ENZ_G000534,CMP_G001204,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001270,ENZ_G000534,CMP_G001469,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001271,ENZ_G000535,CMP_G000258,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001272,ENZ_G000535,CMP_G000442,1,S2_ESIBank|S8_PlantP450DB,2,2,B,1,0,0,1,0
INT_G001273,ENZ_G000535,CMP_G000713,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001274,ENZ_G000535,CMP_G001204,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001275,ENZ_G000535,CMP_G001205,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001276,ENZ_G000535,CMP_G001469,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001277,ENZ_G000536,CMP_G000442,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001278,ENZ_G000536,CMP_G001469,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001279,ENZ_G000537,CMP_G000442,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001280,ENZ_G000537,CMP_G001205,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001281,ENZ_G000538,CMP_G000491,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001282,ENZ_G000539,CMP_G000474,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001283,ENZ_G000540,CMP_G000121,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001284,ENZ_G000540,CMP_G001531,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G001285,ENZ_G000541,CMP_G000029,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001286,ENZ_G000541,CMP_G000331,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001287,ENZ_G000541,CMP_G000586,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001288,ENZ_G000541,CMP_G000825,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001289,ENZ_G000541,CMP_G000916,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001290,ENZ_G000541,CMP_G001686,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001291,ENZ_G000541,CMP_G001854,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001292,ENZ_G000542,CMP_G001068,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001293,ENZ_G000543,CMP_G001068,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001294,ENZ_G000544,CMP_G001068,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001295,ENZ_G000545,CMP_G001687,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001296,ENZ_G000546,CMP_G000364,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001297,ENZ_G000547,CMP_G000530,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001298,ENZ_G000548,CMP_G000674,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001299,ENZ_G000549,CMP_G000730,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001300,ENZ_G000549,CMP_G000731,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001301,ENZ_G000549,CMP_G000732,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001302,ENZ_G000550,CMP_G001207,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001303,ENZ_G000550,CMP_G001208,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001304,ENZ_G000550,CMP_G001209,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001305,ENZ_G000551,CMP_G001556,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001306,ENZ_G000552,CMP_G001315,1,S1_RCSB|S3_P450Rdb,2,2,A,1,0,1,1,0
INT_G001307,ENZ_G000553,CMP_G001830,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001308,ENZ_G000554,CMP_G000497,1,S2_ESIBank|S3_P450Rdb|S8_PlantP450DB|S9_PCPD,4,4,B,1,1,0,1,0
INT_G001309,ENZ_G000555,CMP_G001369,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001310,ENZ_G000555,CMP_G002035,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001311,ENZ_G000555,CMP_G002118,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001312,ENZ_G000556,CMP_G001042,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001313,ENZ_G000557,CMP_G000061,1,S3_P450Rdb|S8_PlantP450DB,2,2,B,1,1,0,1,0
INT_G001314,ENZ_G000558,CMP_G000039,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001315,ENZ_G000558,CMP_G000891,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001316,ENZ_G000559,CMP_G000858,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001317,ENZ_G000560,CMP_G000745,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001318,ENZ_G000561,CMP_G000442,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001319,ENZ_G000561,CMP_G000606,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001320,ENZ_G000561,CMP_G000890,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001321,ENZ_G000561,CMP_G001955,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001322,ENZ_G000562,CMP_G000991,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001323,ENZ_G000563,CMP_G001144,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001324,ENZ_G000563,CMP_G001631,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001325,ENZ_G000563,CMP_G001815,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001326,ENZ_G000563,CMP_G001968,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001327,ENZ_G000564,CMP_G000448,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001328,ENZ_G000564,CMP_G000925,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001329,ENZ_G000564,CMP_G001024,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G001330,ENZ_G000565,CMP_G001024,1,S1_RCSB|S3_P450Rdb|S9_PCPD,3,3,A,1,1,1,1,0
INT_G001331,ENZ_G000566,CMP_G000047,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001332,ENZ_G000567,CMP_G000583,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001333,ENZ_G000567,CMP_G001888,1,S2_ESIBank|S3_P450Rdb,2,2,B,1,1,0,1,0
INT_G001334,ENZ_G000567,CMP_G001889,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G001335,ENZ_G000568,CMP_G000583,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001336,ENZ_G000568,CMP_G001888,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001337,ENZ_G000568,CMP_G001889,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001338,ENZ_G000569,CMP_G000583,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001339,ENZ_G000569,CMP_G001888,1,S2_ESIBank|S3_P450Rdb|S9_PCPD,3,3,B,1,1,0,1,0
INT_G001340,ENZ_G000569,CMP_G001889,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001341,ENZ_G000570,CMP_G000583,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001342,ENZ_G000570,CMP_G001888,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001343,ENZ_G000570,CMP_G001889,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001344,ENZ_G000570,CMP_G001890,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001345,ENZ_G000571,CMP_G000583,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001346,ENZ_G000571,CMP_G001888,1,S2_ESIBank|S3_P450Rdb|S9_PCPD,3,3,B,1,1,0,1,0
INT_G001347,ENZ_G000571,CMP_G001889,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001348,ENZ_G000572,CMP_G000009,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001349,ENZ_G000572,CMP_G000056,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001350,ENZ_G000572,CMP_G001482,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G001351,ENZ_G000573,CMP_G000147,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001352,ENZ_G000573,CMP_G000530,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001353,ENZ_G000574,CMP_G001110,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001354,ENZ_G000575,CMP_G000567,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001355,ENZ_G000576,CMP_G001110,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001356,ENZ_G000576,CMP_G001778,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001357,ENZ_G000577,CMP_G000038,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001358,ENZ_G000578,CMP_G000335,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001359,ENZ_G000579,CMP_G000816,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001360,ENZ_G000579,CMP_G001293,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001361,ENZ_G000579,CMP_G001303,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001362,ENZ_G000580,CMP_G000428,1,S3_P450Rdb,1,1,B,1,1,0,4,0
INT_G001363,ENZ_G000580,CMP_G001656,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G001364,ENZ_G000581,CMP_G000725,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001365,ENZ_G000581,CMP_G000727,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001366,ENZ_G000581,CMP_G000729,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001367,ENZ_G000581,CMP_G001654,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001368,ENZ_G000581,CMP_G001656,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001369,ENZ_G000581,CMP_G001657,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001370,ENZ_G000582,CMP_G000725,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001371,ENZ_G000582,CMP_G000990,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G001372,ENZ_G000582,CMP_G001657,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001373,ENZ_G000582,CMP_G001809,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001374,ENZ_G000583,CMP_G001185,1,S8_PlantP450DB,1,2,B,1,0,0,1,0
INT_G001375,ENZ_G000584,CMP_G000725,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001376,ENZ_G000584,CMP_G000727,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001377,ENZ_G000584,CMP_G000729,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001378,ENZ_G000584,CMP_G001654,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001379,ENZ_G000584,CMP_G001656,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001380,ENZ_G000584,CMP_G001657,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001381,ENZ_G000585,CMP_G000259,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001382,ENZ_G000586,CMP_G001205,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001383,ENZ_G000587,CMP_G000583,1,S3_P450Rdb|S8_PlantP450DB,2,2,B,1,1,0,1,0
INT_G001384,ENZ_G000587,CMP_G001301,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001385,ENZ_G000587,CMP_G001889,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001386,ENZ_G000587,CMP_G001891,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G001387,ENZ_G000588,CMP_G000751,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G001388,ENZ_G000589,CMP_G001657,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G001389,ENZ_G000590,CMP_G001640,1,S3_P450Rdb,1,1,B,1,1,0,1,0
