global_interaction_id,source,source_interaction_id,source_enzyme_id,source_compound_id,label,quality_tier,num_reactions,has_pmid,has_products,pdb_id,extra_json
INT_G000750,S9_PCPD,162,120,107,1,B,1,0,0,,{}
INT_G000751,S8_PlantP450DB,87,74,51,1,B,1,1,0,,{}
INT_G000752,S1_RCSB,26,17,26,1,A,1,0,0,9IXL,{}
INT_G000753,S1_RCSB,27,18,27,1,A,1,0,0,7OW9,{}
INT_G000754,S9_PCPD,236,177,146,1,B,1,0,0,,{}
INT_G000755,S8_PlantP450DB,132,104,67,1,B,1,1,0,,{}
INT_G000756,S8_PlantP450DB,184,151,78,1,B,1,1,0,,{}
INT_G000757,S8_PlantP450DB,185,152,78,1,B,1,1,0,,{}
INT_G000758,S3_P450Rdb,484,167,347,1,B,1,1,1,,{}
INT_G000759,S3_P450Rdb,483,167,346,1,B,1,1,1,,{}
INT_G000760,S9_PCPD,731,426,368,1,B,1,0,0,,{}
INT_G000761,S3_P450Rdb,482,167,345,1,B,1,1,1,,{}
INT_G000762,S2_ESIBank,92,43,65,1,B,1,0,0,,"{""source_enzyme_index"": ""5698"", ""source_reaction_index"": ""10050""}"
INT_G000763,S2_ESIBank,96,44,10,1,B,1,0,0,,"{""source_enzyme_index"": ""21281"", ""source_reaction_index"": ""35931""}"
INT_G000764,S2_ESIBank,95,44,11,1,B,1,0,0,,"{""source_enzyme_index"": ""21281"", ""source_reaction_index"": ""35934""}"
INT_G000765,S2_ESIBank,94,44,12,1,B,1,0,0,,"{""source_enzyme_index"": ""21281"", ""source_reaction_index"": ""35937""}"
INT_G000766,S2_ESIBank,93,44,9,1,B,1,0,0,,"{""source_enzyme_index"": ""21281"", ""source_reaction_index"": ""35930""}"
INT_G000767,S3_P450Rdb,485,168,348,1,B,1,1,1,,{}
INT_G000768,S3_P450Rdb,488,169,351,1,B,1,1,1,,{}
INT_G000769,S3_P450Rdb,493,169,356,1,B,1,1,1,,{}
INT_G000770,S3_P450Rdb,491,169,354,1,B,4,1,1,,{}
INT_G000771,S3_P450Rdb,490,169,353,1,B,1,1,1,,{}
INT_G000772,S3_P450Rdb,489,169,352,1,B,1,1,1,,{}
INT_G000773,S3_P450Rdb,494,169,357,1,B,2,1,1,,{}
INT_G000774,S3_P450Rdb,492,169,355,1,B,2,1,1,,{}
INT_G000775,S3_P450Rdb,486,169,349,1,B,1,1,1,,{}
INT_G000776,S3_P450Rdb,487,169,350,1,B,1,1,1,,{}
INT_G000777,S8_PlantP450DB,377,237,130,1,B,1,1,0,,{}
INT_G000778,S3_P450Rdb,495,170,358,1,B,1,1,1,,{}
INT_G000778,S8_PlantP450DB,610,375,12,1,B,1,1,0,,{}
INT_G000778,S9_PCPD,751,444,375,1,B,1,0,0,,{}
INT_G000779,S8_PlantP450DB,18,14,13,1,B,1,1,0,,{}
INT_G000779,S9_PCPD,892,539,422,1,B,1,0,0,,{}
INT_G000780,S8_PlantP450DB,410,251,130,1,B,1,1,0,,{}
INT_G000781,S8_PlantP450DB,83,72,12,1,B,1,1,0,,{}
INT_G000782,S8_PlantP450DB,141,112,71,1,B,1,1,0,,{}
INT_G000783,S9_PCPD,1126,751,534,1,B,1,0,0,,{}
INT_G000784,S3_P450Rdb,496,171,359,1,B,1,1,1,,{}
INT_G000784,S8_PlantP450DB,505,301,176,1,B,1,1,0,,{}
INT_G000785,S3_P450Rdb,498,172,361,1,B,1,1,1,,{}
INT_G000785,S9_PCPD,361,295,227,1,B,1,0,0,,{}
INT_G000786,S3_P450Rdb,497,172,360,1,B,1,1,1,,{}
INT_G000786,S9_PCPD,363,295,229,1,B,1,0,0,,{}
INT_G000787,S3_P450Rdb,499,172,362,1,B,1,1,1,,{}
INT_G000787,S9_PCPD,362,295,228,1,B,1,0,0,,{}
INT_G000788,S3_P450Rdb,500,172,363,1,B,1,1,1,,{}
INT_G000788,S9_PCPD,364,295,230,1,B,1,0,0,,{}
INT_G000789,S8_PlantP450DB,5,4,0,1,B,1,1,0,,{}
INT_G000790,S8_PlantP450DB,974,574,292,1,B,1,1,0,,{}
INT_G000791,S2_ESIBank,99,45,68,1,B,1,0,0,,"{""source_enzyme_index"": ""23119"", ""source_reaction_index"": ""37544""}"
INT_G000792,S2_ESIBank,98,45,67,1,B,1,0,0,,"{""source_enzyme_index"": ""23119"", ""source_reaction_index"": ""37543""}"
INT_G000793,S2_ESIBank,97,45,66,1,B,1,0,0,,"{""source_enzyme_index"": ""23119"", ""source_reaction_index"": ""37540""}"
INT_G000794,S3_P450Rdb,504,173,367,1,B,1,1,1,,{}
INT_G000795,S3_P450Rdb,502,173,365,1,B,2,1,1,,{}
INT_G000796,S3_P450Rdb,503,173,366,1,B,1,1,1,,{}
INT_G000797,S3_P450Rdb,501,173,364,1,B,1,1,1,,{}
INT_G000798,S3_P450Rdb,505,174,52,1,B,1,1,1,,{}
INT_G000798,S8_PlantP450DB,831,504,259,1,B,1,1,0,,{}
INT_G000798,S9_PCPD,814,484,383,1,B,1,0,0,,{}
INT_G000799,S2_ESIBank,100,46,16,1,B,1,0,0,,"{""source_enzyme_index"": ""5249"", ""source_reaction_index"": ""9370""}"
INT_G000799,S3_P450Rdb,507,174,37,1,B,2,1,1,,{}
INT_G000799,S8_PlantP450DB,832,504,2,1,B,1,1,0,,{}
INT_G000799,S9_PCPD,816,484,385,1,B,1,0,0,,{}
INT_G000800,S3_P450Rdb,509,174,50,1,B,1,1,1,,{}
INT_G000800,S9_PCPD,818,484,384,1,B,1,0,0,,{}
INT_G000801,S3_P450Rdb,508,174,49,1,B,1,1,1,,{}
INT_G000801,S9_PCPD,817,484,390,1,B,1,0,0,,{}
INT_G000802,S3_P450Rdb,506,174,99,1,B,1,1,1,,{}
INT_G000802,S9_PCPD,815,484,389,1,B,1,0,0,,{}
INT_G000803,S3_P450Rdb,510,175,52,1,B,1,1,0,,{}
INT_G000804,S2_ESIBank,101,47,16,1,B,1,0,0,,"{""source_enzyme_index"": ""5118"", ""source_reaction_index"": ""9183""}"
INT_G000804,S3_P450Rdb,511,175,37,1,B,1,1,1,,{}
INT_G000804,S8_PlantP450DB,884,532,2,1,B,1,1,0,,{}
INT_G000804,S9_PCPD,845,498,385,1,B,1,0,0,,{}
INT_G000805,S8_PlantP450DB,962,565,287,1,B,1,1,0,,{}
INT_G000806,S8_PlantP450DB,963,565,289,1,B,1,1,0,,{}
INT_G000807,S2_ESIBank,102,48,69,1,B,1,0,0,,"{""source_enzyme_index"": ""5212"", ""source_reaction_index"": ""9317""}"
INT_G000808,S2_ESIBank,103,48,70,1,B,1,0,0,,"{""source_enzyme_index"": ""5212"", ""source_reaction_index"": ""9314""}"
INT_G000809,S2_ESIBank,104,49,0,1,B,1,0,0,,"{""source_enzyme_index"": ""5286"", ""source_reaction_index"": ""9441""}"
INT_G000810,S8_PlantP450DB,337,213,119,1,B,1,1,0,,{}
INT_G000811,S9_PCPD,233,174,145,1,B,1,0,0,,{}
INT_G000812,S3_P450Rdb,512,176,368,1,B,1,1,1,,{}
INT_G000813,S8_PlantP450DB,430,258,130,1,B,1,1,0,,{}
INT_G000814,S2_ESIBank,105,50,71,1,B,1,0,0,,"{""source_enzyme_index"": ""5328"", ""source_reaction_index"": ""9491""}"
INT_G000814,S3_P450Rdb,513,177,369,1,B,1,1,1,,{}
INT_G000814,S8_PlantP450DB,284,186,106,1,B,1,1,0,,{}
INT_G000814,S9_PCPD,1060,688,506,1,B,1,0,0,,{}
INT_G000815,S8_PlantP450DB,871,527,259,1,B,1,1,0,,{}
INT_G000816,S8_PlantP450DB,872,527,2,1,B,1,1,0,,{}
INT_G000817,S8_PlantP450DB,873,527,260,1,B,1,1,0,,{}
INT_G000818,S8_PlantP450DB,870,527,263,1,B,1,1,0,,{}
INT_G000819,S3_P450Rdb,514,178,368,1,B,1,1,1,,{}
INT_G000820,S9_PCPD,324,259,201,1,B,1,0,0,,{}
INT_G000821,S3_P450Rdb,515,178,370,1,B,1,1,1,,{}
INT_G000822,S8_PlantP450DB,874,528,259,1,B,1,1,0,,{}
INT_G000823,S8_PlantP450DB,875,528,2,1,B,1,1,0,,{}
INT_G000824,S8_PlantP450DB,876,528,260,1,B,1,1,0,,{}
INT_G000825,S8_PlantP450DB,877,529,259,1,B,1,1,0,,{}
INT_G000826,S8_PlantP450DB,878,529,2,1,B,1,1,0,,{}
INT_G000827,S8_PlantP450DB,879,529,260,1,B,1,1,0,,{}
INT_G000828,S8_PlantP450DB,883,531,222,1,B,1,1,0,,{}
INT_G000828,S9_PCPD,844,497,391,1,B,1,0,0,,{}
INT_G000829,S8_PlantP450DB,882,531,264,1,B,1,1,0,,{}
INT_G000830,S9_PCPD,358,293,219,1,B,1,0,0,,{}
INT_G000831,S9_PCPD,352,287,219,1,B,1,0,0,,{}
INT_G000832,S3_P450Rdb,516,179,371,1,B,1,1,1,,{}
INT_G000832,S9_PCPD,337,272,210,1,B,1,0,0,,{}
INT_G000833,S3_P450Rdb,517,180,372,1,B,1,1,1,,{}
INT_G000833,S9_PCPD,136,96,92,1,B,1,0,0,,{}
INT_G000834,S3_P450Rdb,518,181,373,1,B,1,1,1,,{}
INT_G000835,S9_PCPD,199,150,92,1,B,1,0,0,,{}
INT_G000836,S3_P450Rdb,519,182,88,1,B,1,1,1,,{}
INT_G000837,S8_PlantP450DB,679,420,222,1,B,1,1,0,,{}
INT_G000838,S3_P450Rdb,520,183,374,1,B,1,1,1,,{}
INT_G000839,S3_P450Rdb,522,184,52,1,B,1,1,1,,{}
INT_G000839,S9_PCPD,794,478,383,1,B,1,0,0,,{}
INT_G000840,S3_P450Rdb,523,184,37,1,B,1,1,1,,{}
INT_G000840,S9_PCPD,795,478,385,1,B,1,0,0,,{}
INT_G000841,S3_P450Rdb,521,184,51,1,B,1,1,1,,{}
INT_G000841,S9_PCPD,793,478,387,1,B,1,0,0,,{}
INT_G000842,S8_PlantP450DB,65,56,35,1,B,1,1,0,,{}
INT_G000843,S3_P450Rdb,527,185,378,1,B,1,1,1,,{}
INT_G000844,S8_PlantP450DB,250,176,81,1,B,1,1,0,,{}
INT_G000845,S3_P450Rdb,526,185,377,1,B,1,1,1,,{}
INT_G000845,S8_PlantP450DB,248,176,21,1,B,1,1,0,,{}
INT_G000845,S9_PCPD,1033,666,497,1,B,1,0,0,,{}
INT_G000846,S3_P450Rdb,524,185,375,1,B,1,1,1,,{}
INT_G000847,S3_P450Rdb,525,185,376,1,B,1,1,1,,{}
INT_G000847,S8_PlantP450DB,247,176,80,1,B,1,1,0,,{}
INT_G000848,S8_PlantP450DB,249,176,79,1,B,1,1,0,,{}
INT_G000849,S3_P450Rdb,528,186,379,1,B,1,1,1,,{}
INT_G000850,S8_PlantP450DB,246,175,81,1,B,1,1,0,,{}
INT_G000851,S3_P450Rdb,531,186,377,1,B,1,1,1,,{}
INT_G000851,S8_PlantP450DB,243,175,21,1,B,1,1,0,,{}
INT_G000851,S9_PCPD,1031,665,497,1,B,1,0,0,,{}
INT_G000852,S3_P450Rdb,529,186,375,1,B,1,1,1,,{}
INT_G000853,S3_P450Rdb,530,186,376,1,B,1,1,1,,{}
INT_G000853,S8_PlantP450DB,245,175,80,1,B,1,1,0,,{}
INT_G000853,S9_PCPD,1032,665,498,1,B,1,0,0,,{}
INT_G000854,S8_PlantP450DB,244,175,79,1,B,1,1,0,,{}
INT_G000855,S3_P450Rdb,532,187,30,1,B,1,1,1,,{}
INT_G000855,S9_PCPD,1013,648,391,1,B,1,0,0,,{}
INT_G000856,S8_PlantP450DB,719,447,234,1,B,1,1,0,,{}
INT_G000856,S9_PCPD,1018,653,487,1,B,1,0,0,,{}
INT_G000857,S8_PlantP450DB,718,447,236,1,B,1,1,0,,{}
INT_G000858,S2_ESIBank,108,51,67,1,B,1,0,0,,"{""source_enzyme_index"": ""23118"", ""source_reaction_index"": ""37543""}"
INT_G000859,S2_ESIBank,106,51,72,1,B,1,0,0,,"{""source_enzyme_index"": ""23118"", ""source_reaction_index"": ""37542""}"
INT_G000860,S2_ESIBank,107,51,66,1,B,1,0,0,,"{""source_enzyme_index"": ""23118"", ""source_reaction_index"": ""37540""}"
INT_G000861,S3_P450Rdb,535,188,382,1,B,1,1,1,,{}
INT_G000861,S8_PlantP450DB,687,425,214,1,B,1,1,0,,{}
INT_G000862,S9_PCPD,979,619,461,1,B,1,0,0,,{}
INT_G000863,S3_P450Rdb,533,188,380,1,B,1,1,1,,{}
INT_G000864,S8_PlantP450DB,685,425,225,1,B,1,1,0,,{}
INT_G000865,S3_P450Rdb,534,188,381,1,B,1,1,1,,{}
INT_G000865,S8_PlantP450DB,686,425,226,1,B,1,1,0,,{}
INT_G000866,S9_PCPD,978,619,465,1,B,1,0,0,,{}
INT_G000867,S3_P450Rdb,538,189,382,1,B,1,1,1,,{}
INT_G000868,S3_P450Rdb,536,189,380,1,B,1,1,1,,{}
INT_G000869,S8_PlantP450DB,688,426,225,1,B,1,1,0,,{}
INT_G000869,S9_PCPD,981,621,466,1,B,1,0,0,,{}
INT_G000870,S3_P450Rdb,537,189,381,1,B,1,1,1,,{}
INT_G000871,S3_P450Rdb,539,190,383,1,B,1,1,1,,{}
INT_G000872,S8_PlantP450DB,792,482,171,1,B,1,1,0,,{}
INT_G000872,S9_PCPD,1161,782,37,1,B,1,0,0,,{}
INT_G000873,S3_P450Rdb,540,191,384,1,B,1,1,1,,{}
INT_G000874,S8_PlantP450DB,690,428,171,1,B,1,1,0,,{}
INT_G000875,S9_PCPD,983,623,467,1,B,1,0,0,,{}
INT_G000876,S3_P450Rdb,541,192,66,1,B,1,1,1,,{}
INT_G000876,S8_PlantP450DB,802,486,171,1,B,1,1,0,,{}
INT_G000876,S9_PCPD,1167,788,37,1,B,1,0,0,,{}
INT_G000877,S8_PlantP450DB,791,481,171,1,B,1,1,0,,{}
INT_G000877,S9_PCPD,1160,781,37,1,B,1,0,0,,{}
INT_G000878,S3_P450Rdb,542,193,384,1,B,1,1,1,,{}
INT_G000879,S8_PlantP450DB,949,556,171,1,B,1,1,0,,{}
INT_G000880,S3_P450Rdb,543,194,67,1,B,1,1,1,,{}
INT_G000881,S9_PCPD,1196,806,467,1,B,1,0,0,,{}
INT_G000882,S8_PlantP450DB,689,427,171,1,B,1,1,0,,{}
INT_G000883,S8_PlantP450DB,950,557,171,1,B,1,1,0,,{}
INT_G000884,S3_P450Rdb,544,195,67,1,B,1,1,1,,{}
INT_G000885,S9_PCPD,1197,807,467,1,B,1,0,0,,{}
INT_G000886,S8_PlantP450DB,496,296,171,1,B,1,1,0,,{}
INT_G000887,S3_P450Rdb,545,196,66,1,B,2,1,0,,{}
INT_G000887,S8_PlantP450DB,790,480,171,1,B,1,1,0,,{}
INT_G000888,S3_P450Rdb,546,197,66,1,B,1,1,1,,{}
INT_G000888,S9_PCPD,1157,778,37,1,B,1,0,0,,{}
INT_G000889,S8_PlantP450DB,973,573,292,1,B,1,1,0,,{}
INT_G000890,S8_PlantP450DB,615,380,201,1,B,1,1,0,,{}
INT_G000890,S9_PCPD,772,465,382,1,B,1,0,0,,{}
INT_G000891,S8_PlantP450DB,137,108,66,1,B,1,1,0,,{}
INT_G000892,S3_P450Rdb,547,198,6,1,B,1,1,1,,{}
INT_G000893,S3_P450Rdb,548,199,385,1,B,1,1,1,,{}
INT_G000894,S3_P450Rdb,550,199,387,1,B,1,1,1,,{}
INT_G000895,S3_P450Rdb,549,199,386,1,B,1,1,1,,{}
INT_G000896,S3_P450Rdb,551,200,388,1,B,1,1,1,,{}
INT_G000897,S8_PlantP450DB,131,103,66,1,B,1,1,0,,{}
INT_G000898,S3_P450Rdb,552,201,5,1,B,1,1,1,,{}
INT_G000899,S9_PCPD,316,251,193,1,B,1,0,0,,{}
INT_G000900,S1_RCSB,30,19,30,1,A,1,0,0,8FZ8,{}
INT_G000901,S8_PlantP450DB,691,429,2,1,B,1,1,0,,{}
INT_G000902,S8_PlantP450DB,680,421,2,1,B,1,1,0,,{}
INT_G000903,S8_PlantP450DB,667,410,2,1,B,1,1,0,,{}
INT_G000904,S8_PlantP450DB,692,430,2,1,B,1,1,0,,{}
INT_G000905,S8_PlantP450DB,693,431,2,1,B,1,1,0,,{}
INT_G000906,S8_PlantP450DB,681,422,2,1,B,1,1,0,,{}
INT_G000907,S8_PlantP450DB,682,423,2,1,B,1,1,0,,{}
INT_G000908,S9_PCPD,988,628,385,1,B,1,0,0,,{}
INT_G000909,S8_PlantP450DB,674,415,2,1,B,1,1,0,,{}
INT_G000910,S2_ESIBank,110,52,74,1,B,1,0,0,,"{""source_enzyme_index"": ""5294"", ""source_reaction_index"": ""9449""}"
INT_G000911,S2_ESIBank,109,52,73,1,B,1,0,0,,"{""source_enzyme_index"": ""5294"", ""source_reaction_index"": ""9451""}"
INT_G000912,S2_ESIBank,111,52,75,1,B,1,0,0,,"{""source_enzyme_index"": ""5294"", ""source_reaction_index"": ""9452""}"
INT_G000913,S1_RCSB,31,20,31,1,A,1,0,0,9RXH,{}
INT_G000914,S2_ESIBank,113,53,74,1,B,1,0,0,,"{""source_enzyme_index"": ""5297"", ""source_reaction_index"": ""9449""}"
INT_G000915,S2_ESIBank,112,53,73,1,B,1,0,0,,"{""source_enzyme_index"": ""5297"", ""source_reaction_index"": ""9451""}"
INT_G000916,S8_PlantP450DB,613,378,201,1,B,1,1,0,,{}
INT_G000917,S8_PlantP450DB,614,379,201,1,B,1,1,0,,{}
INT_G000918,S8_PlantP450DB,612,377,201,1,B,1,1,0,,{}
INT_G000919,S3_P450Rdb,553,202,66,1,B,1,1,1,,{}
INT_G000920,S8_PlantP450DB,60,51,32,1,B,1,1,0,,{}
INT_G000920,S9_PCPD,929,575,442,1,B,1,0,0,,{}
INT_G000921,S8_PlantP450DB,861,522,260,1,B,1,1,0,,{}
INT_G000922,S3_P450Rdb,556,203,52,1,B,1,1,1,,{}
INT_G000923,S3_P450Rdb,555,203,90,1,B,1,1,1,,{}
INT_G000924,S3_P450Rdb,557,203,37,1,B,1,1,1,,{}
INT_G000925,S3_P450Rdb,554,203,51,1,B,1,1,1,,{}
INT_G000926,S8_PlantP450DB,149,117,40,1,B,1,1,0,,{}
INT_G000927,S8_PlantP450DB,148,117,37,1,B,1,1,0,,{}
INT_G000927,S9_PCPD,1136,760,479,1,B,1,0,0,,{}
INT_G000928,S8_PlantP450DB,428,256,134,1,B,1,1,0,,{}
INT_G000929,S8_PlantP450DB,427,256,133,1,B,1,1,0,,{}
INT_G000930,S8_PlantP450DB,147,116,40,1,B,1,1,0,,{}
INT_G000931,S8_PlantP450DB,146,116,37,1,B,1,1,0,,{}
INT_G000931,S9_PCPD,1135,759,479,1,B,1,0,0,,{}
INT_G000932,S8_PlantP450DB,429,257,131,1,B,1,1,0,,{}
INT_G000933,S3_P450Rdb,558,204,389,1,B,1,1,1,,{}
INT_G000934,S2_ESIBank,114,54,71,1,B,1,0,0,,"{""source_enzyme_index"": ""5329"", ""source_reaction_index"": ""9491""}"
INT_G000934,S9_PCPD,1058,686,506,1,B,1,0,0,,{}
INT_G000935,S9_PCPD,365,296,231,1,B,1,0,0,,{}
INT_G000936,S8_PlantP450DB,587,357,191,1,B,1,1,0,,{}
INT_G000937,S8_PlantP450DB,588,357,190,1,B,1,1,0,,{}
INT_G000938,S2_ESIBank,117,55,13,1,B,1,0,0,,"{""source_enzyme_index"": ""5168"", ""source_reaction_index"": ""9248""}"
INT_G000939,S2_ESIBank,116,55,77,1,B,1,0,0,,"{""source_enzyme_index"": ""5168"", ""source_reaction_index"": ""9247""}"
INT_G000940,S2_ESIBank,115,55,76,1,B,1,0,0,,"{""source_enzyme_index"": ""5168"", ""source_reaction_index"": ""9246""}"
INT_G000941,S3_P450Rdb,559,205,390,1,B,1,1,1,,{}
INT_G000941,S8_PlantP450DB,140,111,70,1,B,1,1,0,,{}
INT_G000942,S8_PlantP450DB,200,157,85,1,B,1,1,0,,{}
INT_G000943,S8_PlantP450DB,199,156,84,1,B,1,1,0,,{}
INT_G000944,S8_PlantP450DB,684,424,214,1,B,1,1,0,,{}
INT_G000945,S9_PCPD,977,618,461,1,B,1,0,0,,{}
INT_G000946,S8_PlantP450DB,683,424,226,1,B,1,1,0,,{}
INT_G000947,S9_PCPD,976,618,465,1,B,1,0,0,,{}
INT_G000948,S3_P450Rdb,560,206,391,1,B,1,1,1,,{}
INT_G000949,S3_P450Rdb,561,206,392,1,B,1,1,1,,{}
INT_G000950,S8_PlantP450DB,694,432,227,1,B,1,1,0,,{}
INT_G000951,S9_PCPD,995,633,471,1,B,1,0,0,,{}
INT_G000952,S8_PlantP450DB,695,433,227,1,B,1,1,0,,{}
INT_G000953,S9_PCPD,996,634,472,1,B,1,0,0,,{}
INT_G000954,S3_P450Rdb,564,207,144,1,B,1,1,1,,{}
INT_G000954,S9_PCPD,93,59,29,1,B,1,0,0,,{}
INT_G000955,S3_P450Rdb,565,207,134,1,B,1,1,1,,{}
INT_G000955,S9_PCPD,95,59,64,1,B,1,0,0,,{}
INT_G000956,S3_P450Rdb,566,207,145,1,B,1,1,1,,{}
INT_G000956,S9_PCPD,91,59,28,1,B,1,0,0,,{}
INT_G000957,S3_P450Rdb,562,207,393,1,B,1,1,1,,{}
INT_G000957,S9_PCPD,92,59,63,1,B,1,0,0,,{}
INT_G000958,S3_P450Rdb,563,207,143,1,B,1,1,1,,{}
INT_G000958,S9_PCPD,94,59,22,1,B,1,0,0,,{}
INT_G000959,S8_PlantP450DB,811,495,258,1,B,1,1,0,,{}
INT_G000960,S8_PlantP450DB,812,496,258,1,B,1,1,0,,{}
INT_G000961,S3_P450Rdb,567,208,394,1,B,1,1,1,,{}
INT_G000962,S8_PlantP450DB,632,393,182,1,B,1,1,0,,{}
INT_G000963,S3_P450Rdb,568,209,395,1,B,1,1,1,,{}
INT_G000964,S9_PCPD,862,513,401,1,B,1,0,0,,{}
INT_G000965,S3_P450Rdb,570,210,396,1,B,1,1,1,,{}
INT_G000966,S3_P450Rdb,569,210,351,1,B,1,1,1,,{}
INT_G000967,S3_P450Rdb,572,210,357,1,B,1,1,1,,{}
INT_G000968,S3_P450Rdb,571,210,355,1,B,1,1,1,,{}
INT_G000969,S3_P450Rdb,573,211,397,1,B,1,1,1,,{}
INT_G000970,S8_PlantP450DB,515,311,179,1,B,1,1,0,,{}
INT_G000971,S8_PlantP450DB,513,309,179,1,B,1,1,0,,{}
INT_G000972,S8_PlantP450DB,512,308,179,1,B,1,1,0,,{}
INT_G000973,S3_P450Rdb,574,212,398,1,B,1,1,1,,{}
INT_G000973,S8_PlantP450DB,511,307,179,1,B,1,1,0,,{}
INT_G000974,S8_PlantP450DB,514,310,179,1,B,1,1,0,,{}
INT_G000975,S3_P450Rdb,575,213,398,1,B,1,1,1,,{}
INT_G000975,S8_PlantP450DB,510,306,179,1,B,1,1,0,,{}
INT_G000976,S2_ESIBank,118,56,78,1,B,1,0,0,,"{""source_enzyme_index"": ""4962"", ""source_reaction_index"": ""8789""}"
INT_G000977,S2_ESIBank,119,57,79,1,B,1,0,0,,"{""source_enzyme_index"": ""5085"", ""source_reaction_index"": ""9088""}"
INT_G000978,S8_PlantP450DB,350,222,124,1,B,1,1,0,,{}
INT_G000979,S3_P450Rdb,576,214,399,1,B,1,1,1,,{}
INT_G000979,S8_PlantP450DB,321,202,112,1,B,1,1,0,,{}
INT_G000980,S9_PCPD,1066,694,411,1,B,1,0,0,,{}
INT_G000981,S3_P450Rdb,577,215,400,1,B,1,1,1,,{}
INT_G000981,S9_PCPD,232,173,144,1,B,1,0,0,,{}
INT_G000982,S3_P450Rdb,579,215,402,1,B,1,1,1,,{}
INT_G000983,S3_P450Rdb,578,215,401,1,B,1,1,1,,{}
INT_G000984,S3_P450Rdb,580,215,403,1,B,1,1,1,,{}
INT_G000985,S3_P450Rdb,581,216,404,1,B,1,0,1,,{}
INT_G000986,S3_P450Rdb,582,216,405,1,B,1,0,1,,{}
INT_G000987,S3_P450Rdb,584,216,406,1,B,1,0,1,,{}
INT_G000988,S3_P450Rdb,585,216,407,1,B,1,0,1,,{}
INT_G000989,S3_P450Rdb,583,216,24,1,B,1,0,1,,{}
INT_G000990,S1_RCSB,33,21,33,1,A,1,0,0,8HNZ,{}
INT_G000991,S1_RCSB,35,21,35,1,A,1,0,0,8HNZ,{}
INT_G000992,S1_RCSB,34,21,34,1,A,1,0,0,8HNZ,{}
INT_G000993,S1_RCSB,32,21,32,1,A,1,0,0,6VXV,{}
INT_G000994,S1_RCSB,38,22,38,1,A,1,0,0,6XAL,{}
INT_G000995,S1_RCSB,36,22,36,1,A,1,0,0,6XAL,{}
INT_G000996,S1_RCSB,39,22,32,1,A,1,0,0,7S3T,{}
INT_G000996,S3_P450Rdb,586,217,354,1,B,1,1,1,,{}
INT_G000997,S1_RCSB,37,22,37,1,A,1,0,0,6XAL,{}
INT_G000998,S3_P450Rdb,587,218,408,1,B,1,1,1,,{}
INT_G000999,S3_P450Rdb,588,219,409,1,B,1,1,1,,{}
INT_G001000,S3_P450Rdb,589,220,410,1,B,2,1,1,,{}
INT_G001001,S3_P450Rdb,590,221,410,1,B,1,1,1,,{}
INT_G001002,S8_PlantP450DB,483,285,164,1,B,1,1,0,,{}
INT_G001003,S8_PlantP450DB,36,30,18,1,B,1,1,0,,{}
INT_G001004,S8_PlantP450DB,32,26,17,1,B,1,1,0,,{}
INT_G001005,S8_PlantP450DB,33,27,17,1,B,1,1,0,,{}
INT_G001006,S8_PlantP450DB,581,352,196,1,B,1,1,0,,{}
INT_G001007,S8_PlantP450DB,34,28,18,1,B,1,1,0,,{}
INT_G001008,S8_PlantP450DB,35,29,18,1,B,1,1,0,,{}
INT_G001009,S3_P450Rdb,591,222,359,1,B,1,1,1,,{}
INT_G001010,S3_P450Rdb,592,223,3,1,B,1,1,1,,{}
INT_G001011,S3_P450Rdb,593,224,411,1,B,1,1,1,,{}
INT_G001012,S1_RCSB,40,23,13,1,A,1,0,0,8JNQ,{}
INT_G001013,S1_RCSB,41,23,39,1,A,1,0,0,8JNQ,{}
INT_G001014,S3_P450Rdb,594,225,412,1,B,1,1,1,,{}
INT_G001015,S3_P450Rdb,595,226,412,1,B,1,1,1,,{}
INT_G001016,S1_RCSB,42,24,1,1,A,1,0,0,8U1I,{}
INT_G001017,S1_RCSB,43,24,40,1,A,1,0,0,8U1I,{}
INT_G001018,S8_PlantP450DB,721,448,234,1,B,1,1,0,,{}
INT_G001019,S8_PlantP450DB,720,448,235,1,B,1,1,0,,{}
INT_G001020,S8_PlantP450DB,723,449,234,1,B,1,1,0,,{}
INT_G001021,S8_PlantP450DB,722,449,235,1,B,1,1,0,,{}
INT_G001022,S1_RCSB,44,25,41,1,A,1,0,0,7SH5,{}
INT_G001023,S1_RCSB,46,26,42,1,A,1,0,0,2YOO,{}
INT_G001024,S9_PCPD,63,50,37,1,B,1,0,0,,{}
INT_G001025,S1_RCSB,45,26,41,1,A,1,0,0,2YOO,{}
INT_G001025,S3_P450Rdb,596,227,413,1,B,1,1,1,,{}
INT_G001026,S3_P450Rdb,597,228,413,1,B,1,1,1,,{}
INT_G001027,S8_PlantP450DB,910,540,171,1,B,1,1,0,,{}
INT_G001028,S8_PlantP450DB,911,540,252,1,B,1,1,0,,{}
INT_G001029,S8_PlantP450DB,909,540,251,1,B,1,1,0,,{}
INT_G001030,S8_PlantP450DB,908,540,249,1,B,1,1,0,,{}
INT_G001031,S8_PlantP450DB,788,478,250,1,B,1,1,0,,{}
INT_G001032,S8_PlantP450DB,787,478,253,1,B,1,1,0,,{}
INT_G001033,S8_PlantP450DB,785,478,171,1,B,1,1,0,,{}
INT_G001034,S8_PlantP450DB,786,478,252,1,B,1,1,0,,{}
INT_G001035,S8_PlantP450DB,784,478,251,1,B,1,1,0,,{}
