substrate_idx,raw_smiles,rdkit_parse_ok,rdkit_canonical_smiles,rdkit_isomeric_smiles,rdkit_inchikey,cid,cid_status,final_substrate_id,fallback_id,cid_collision_group,pubchem_query_method,pubchem_return_count,notes,in_train,in_val,in_test,in_any_split
268,C=C(C)[C@H](CO)CC=C(C)C,True,C=C(C)C(CO)CC=C(C)C,C=C(C)[C@H](CO)CC=C(C)C,CZVXBFUKBZRMKR-JTQLQIEISA-N,5464156,rescued_retry,CID5464156,NO_CID_c5fc2b2f9639,,rescued_retry,1,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)>,1,1,1,1
269,C[C@]12CC[C@H](OS(=O)(=O)[O-])CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,True,CC12CCC3C(CC=C4CC(OS(=O)(=O)[O-])CCC43C)C1CCC2=O,C[C@]12CC[C@H](OS(=O)(=O)[O-])CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CZWCKYRVOZZJNM-USOAJAOKSA-M,20057076,hit,CID20057076,NO_CID_6df061b34363,,hit,1,,1,1,1,1
270,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,True,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CZWCKYRVOZZJNM-USOAJAOKSA-N,12594,hit,CID12594,NO_CID_d9a84f606efa,,hit,1,,1,1,1,1
271,c1ccc(Cc2ccccc2)cc1,True,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,CZZYITDELCSZES-UHFFFAOYSA-N,7580,hit,CID7580,NO_CID_05784e2ddd36,,hit,1,,1,1,1,1
272,CC1(C)O[C@H]1[C@H]1C[C@@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]23C)C(O)O1,True,CC1(C)OC1C1CC(C2CCC3(C)C4=CCC5C(C)(C)C(O)CCC5(C)C4CCC23C)C(O)O1,CC1(C)O[C@H]1[C@H]1C[C@@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]23C)C(O)O1,DABHSVCBZNIZDT-HMNDTQSQSA-N,171392381,hit,CID171392381,NO_CID_b359ec2cf87b,,hit,1,,1,1,1,1
273,CC1(C)OC1C1CC(C2CCC3(C)C4=CCC5C(C)(C)C(O)CCC5(C)C4CCC23C)C(O)O1,True,CC1(C)OC1C1CC(C2CCC3(C)C4=CCC5C(C)(C)C(O)CCC5(C)C4CCC23C)C(O)O1,CC1(C)OC1C1CC(C2CCC3(C)C4=CCC5C(C)(C)C(O)CCC5(C)C4CCC23C)C(O)O1,DABHSVCBZNIZDT-UHFFFAOYSA-N,15560460,hit,CID15560460,NO_CID_588cc01ed387,,hit,1,,1,1,1,1
274,COc1ccc(C(=O)O)cc1OC,True,COc1ccc(C(=O)O)cc1OC,COc1ccc(C(=O)O)cc1OC,DAUAQNGYDSHRET-UHFFFAOYSA-N,7121,hit,CID7121,NO_CID_183673a481a5,,hit,1,,1,1,1,1
275,CN1CC(CO)=CC2c3cccc4[nH]cc(c34)CC21,True,CN1CC(CO)=CC2c3cccc4[nH]cc(c34)CC21,CN1CC(CO)=CC2c3cccc4[nH]cc(c34)CC21,DAVNRFCJMIONPO-UHFFFAOYSA-N,11051,hit,CID11051,NO_CID_629c91f15bf6,,hit,1,,1,1,1,1
276,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,True,COc1ccc2c3c([nH]c2c1)C(C=C(C)C)N1C(=O)C2CCCN2C(=O)C1C3,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,DBEYVIGIPJSTOR-FHWLQOOXSA-N,403923,hit,CID403923,NO_CID_b0dabb03ff99,,hit,1,,1,1,1,1
277,COc1ccc2c3c([nH]c2c1)C(C=C(C)C)N1C(=O)C2CCCN2C(=O)C1C3,True,COc1ccc2c3c([nH]c2c1)C(C=C(C)C)N1C(=O)C2CCCN2C(=O)C1C3,COc1ccc2c3c([nH]c2c1)C(C=C(C)C)N1C(=O)C2CCCN2C(=O)C1C3,DBEYVIGIPJSTOR-UHFFFAOYSA-N,14105029,hit,CID14105029,NO_CID_d4e5f2d41e5a,,hit,1,,1,1,1,1
278,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,True,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,6238,hit,CID6238,NO_CID_839f1b1f3129,,hit,1,,1,1,1,1
279,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,True,CCC1OC(=O)C=CC(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC=CC1COC1OC(C)C(O)C(OC)C1OC,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,DBTIHDIIXPQOFR-JMHKOBKLSA-N,6447311,hit,CID6447311,NO_CID_c0ba98324519,,hit,1,,1,1,1,1
280,CCCCC/C=C\C/C=C\CC1OC1C/C=C\CCCC(=O)[O-],True,CCCCCC=CCC=CCC1OC1CC=CCCCC(=O)[O-],CCCCC/C=C\C/C=C\CC1OC1C/C=C\CCCC(=O)[O-],DBWQSCSXHFNTMO-TYAUOURKSA-M,86583479,hit,CID86583479,NO_CID_3df4a16f3228,,hit,1,,1,1,1,1
281,CCCCCCCCCCCCCCCC,True,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,DCAYPVUWAIABOU-UHFFFAOYSA-N,11006,hit,CID11006,NO_CID_a0105e01d2ac,,hit,1,,1,1,1,1
282,Cc1c(CC(N)C(=O)O)c2cccc(Br)c2n1C,True,Cc1c(CC(N)C(=O)O)c2cccc(Br)c2n1C,Cc1c(CC(N)C(=O)O)c2cccc(Br)c2n1C,DCBQEPJSVUYAFR-UHFFFAOYSA-N,83764107,hit,CID83764107,NO_CID_88b001c139f0,,hit,1,,1,1,1,1
283,C[C@@H]1CC[C@H]2C(C(=O)[O-])=C[C@@H]3CC(C)(C)C[C@@]132,True,CC1CCC2C(C(=O)[O-])=CC3CC(C)(C)CC132,C[C@@H]1CC[C@H]2C(C(=O)[O-])=C[C@@H]3CC(C)(C)C[C@@]132,DCFDRCCHOOORSB-DSKWVYQCSA-M,70678894,hit,CID70678894,NO_CID_e1279303eb2a,,hit,1,,1,1,1,1
284,CC(CN)CCC(O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(CN)CCC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(CN)CCC(O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DCHNNUWVBYIRLJ-IDNLUMGLSA-N,118609388,hit,CID118609388,NO_CID_85a9bfd29c08,,hit,1,,1,1,1,1
285,Cc1c(CC(N)C=O)c2cccc(Cl)c2n1C,True,Cc1c(CC(N)C=O)c2cccc(Cl)c2n1C,Cc1c(CC(N)C=O)c2cccc(Cl)c2n1C,DCKQLWDFRHIMCU-UHFFFAOYSA-N,,cid0_no_match,NO_CID_98659f21c334,NO_CID_98659f21c334,,cid0_no_match,0,,1,1,1,1
286,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,True,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,3033,hit,CID3033,NO_CID_22b52a4048a4,,hit,1,,1,1,1,1
287,Cc1[nH]c2cc(-c3ccncc3)ccc2c1CC(N)C(=O)O,True,Cc1[nH]c2cc(-c3ccncc3)ccc2c1CC(N)C(=O)O,Cc1[nH]c2cc(-c3ccncc3)ccc2c1CC(N)C(=O)O,DCQBNOPUKYKVKE-UHFFFAOYSA-N,122499637,hit,CID122499637,NO_CID_2854fb0496c6,,hit,1,,1,1,1,1
288,CCCC1(CCc2ccccc2)CC(O)=C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C(C)(C)C)C(=O)O1,True,CCCC1(CCc2ccccc2)CC(O)=C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C(C)(C)C)C(=O)O1,CCCC1(CCc2ccccc2)CC(O)=C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C(C)(C)C)C(=O)O1,DDELSUNXQXSHNC-UHFFFAOYSA-N,54688899,hit,CID54688899,NO_CID_72be4a4b0498,,hit,1,,1,1,1,1
289,COC(=O)c1ccc(OC)cc1,True,COC(=O)c1ccc(OC)cc1,COC(=O)c1ccc(OC)cc1,DDIZAANNODHTRB-UHFFFAOYSA-N,8499,hit,CID8499,NO_CID_20b1f3d018f3,,hit,1,,1,1,1,1
290,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(C)C(C)CCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,DDJMOMHMVFXEQF-JBQSTXLYSA-N,16061343,hit,CID16061343,NO_CID_39ba36bc669d,,hit,1,,1,1,1,1
291,Cn1cc(CC(N)C(=O)O)c2cc(C3CC3)ccc21,True,Cn1cc(CC(N)C(=O)O)c2cc(C3CC3)ccc21,Cn1cc(CC(N)C(=O)O)c2cc(C3CC3)ccc21,DDJXAUXSOAJSIW-UHFFFAOYSA-N,122499526,hit,CID122499526,NO_CID_8cdb8b7007d5,,hit,1,,1,1,1,1
292,C1CCCCCCCCCCC1,True,C1CCCCCCCCCCC1,C1CCCCCCCCCCC1,DDTBPAQBQHZRDW-UHFFFAOYSA-N,9268,hit,CID9268,NO_CID_900e20274487,,hit,1,,1,1,1,1
293,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCC(=O)C(C)(C)O)CC[C@@H]12,True,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(=O)C(C)(C)O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCC(=O)C(C)(C)O)CC[C@@H]12,DDZHNKIBJQESJA-AHMPPUFCSA-N,5283689,hit,CID5283689,NO_CID_7889eed53715,,hit,1,,1,1,1,1
294,N[C@@H](Cc1c[nH]c2cccc(F)c12)C(=O)O,True,NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,N[C@@H](Cc1c[nH]c2cccc(F)c12)C(=O)O,DEBQMEYEKKWIKC-QMMMGPOBSA-N,688475,hit,CID688475,NO_CID_c5e334b0dd42,,hit,1,,1,1,1,1
295,NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,True,NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,DEBQMEYEKKWIKC-UHFFFAOYSA-N,101198,hit,CID101198,NO_CID_6e38d641fc65,,hit,1,,1,1,1,1
296,COc1c2ccoc2c(OC)c2oc(=O)ccc12,True,COc1c2ccoc2c(OC)c2oc(=O)ccc12,COc1c2ccoc2c(OC)c2oc(=O)ccc12,DFMAXQKDIGCMTL-UHFFFAOYSA-N,68079,hit,CID68079,NO_CID_f97e40081129,,hit,1,,1,1,1,1
297,CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,True,CC(C)=CCCC(C)=CCCC(C)C1(C)CCC2=C1CCC1C2(C)CCC(O)C1(C)C,CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,DGAGPZOBTQYNRE-VMSIWEJCSA-N,25229600,hit,CID25229600,NO_CID_f1d3c5f6625c,,hit,1,,1,1,1,1
298,Cc1c(CC(N)C(=O)O)c2cc(-c3ccccc3)ccc2n1C,True,Cc1c(CC(N)C(=O)O)c2cc(-c3ccccc3)ccc2n1C,Cc1c(CC(N)C(=O)O)c2cc(-c3ccccc3)ccc2n1C,DGBJSMUBJQEFRD-UHFFFAOYSA-N,122499554,hit,CID122499554,NO_CID_76358b7cf674,,hit,1,,1,1,1,1
299,CC(C)(CN)C(=O)O,True,CC(C)(CN)C(=O)O,CC(C)(CN)C(=O)O,DGNHGRLDBKAPEH-UHFFFAOYSA-N,95739,hit,CID95739,NO_CID_975930b12749,,hit,1,,1,1,1,1
300,Cn1cc(CC(N)C(=O)O)c2c(Cl)cccc21,True,Cn1cc(CC(N)C(=O)O)c2c(Cl)cccc21,Cn1cc(CC(N)C(=O)O)c2c(Cl)cccc21,DGQAKNVVBFUCRW-UHFFFAOYSA-N,122499624,hit,CID122499624,NO_CID_9615ffe0a278,,hit,1,,1,1,1,1
301,C=C1CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C,True,C=C1CCC2CC1C2(C)CCC=C(C)C,C=C1CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C,DGZBGCMPRYFWFF-SOUVJXGZSA-N,12300069,hit,CID12300069,NO_CID_4f38221430d4,,hit,1,,1,1,1,1
302,CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,True,CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,DICCPNLDOZNSML-CEEMYSEHSA-N,12302184,hit,CID12302184,NO_CID_7ee10e2d06b5,,hit,1,,1,1,1,1
303,CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,True,CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,DICCPNLDOZNSML-UHFFFAOYSA-N,12302181,hit,CID12302181,NO_CID_107cccc9a9c6,,hit,1,,1,1,1,1
304,CC(=CCCC(C)=CC[NH2+]C(CCC(=O)[O-])C(=O)[O-])CO,True,CC(=CCCC(C)=CC[NH2+]C(CCC(=O)[O-])C(=O)[O-])CO,CC(=CCCC(C)=CC[NH2+]C(CCC(=O)[O-])C(=O)[O-])CO,DIFCQUCKDCMGLZ-UHFFFAOYSA-M,,cid0_no_match,NO_CID_13d8ef7c428a,NO_CID_13d8ef7c428a,,cid0_no_match,0,,1,1,1,1
305,CCCCCCCCCC,True,CCCCCCCCCC,CCCCCCCCCC,DIOQZVSQGTUSAI-UHFFFAOYSA-N,15600,hit,CID15600,NO_CID_add4757fb77d,,hit,1,,1,1,1,1
306,Cc1c(CC(N)C(=O)O)c2cccc(N3CCOCC3)c2n1C,True,Cc1c(CC(N)C(=O)O)c2cccc(N3CCOCC3)c2n1C,Cc1c(CC(N)C(=O)O)c2cccc(N3CCOCC3)c2n1C,DJDVVWAVLJLBNB-UHFFFAOYSA-N,122499631,hit,CID122499631,NO_CID_adbb00d4afa3,,hit,1,,1,1,1,1
307,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,True,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,DJOJDHGQRNZXQQ-AWEZNQCLSA-N,73571,hit,CID73571,NO_CID_25b3233059c3,,hit,1,,1,1,1,1
308,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,True,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,DJOJDHGQRNZXQQ-UHFFFAOYSA-N,348130,hit,CID348130,NO_CID_8a788a05843e,,hit,1,,1,1,0,1
309,C=C[C@H](O)c1cc(O)ccc1O,True,C=CC(O)c1cc(O)ccc1O,C=C[C@H](O)c1cc(O)ccc1O,DKAXOSAPMWWWNP-QMMMGPOBSA-N,,cid0_no_match,NO_CID_b8b593177e44,NO_CID_b8b593177e44,,cid0_no_match,0,,1,0,1,1
310,C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O)[C@@H]21,True,CC1CCC2C(C(=O)O)=COC(O)C12,C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O)[C@@H]21,DKGYTSKPMLWLEI-FIZOKRMRSA-N,25203533,hit,CID25203533,NO_CID_13d92debb70b,,hit,1,,1,1,1,1
311,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,True,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,DKHGMERMDICWDU-GHDNBGIDSA-N,5282367,hit,CID5282367,NO_CID_99a3ace4bcba,,hit,1,,1,1,1,1
312,C[C@@H]1CCC[C@@]2(C)CC[C@H]3[C@H](C)CC[C@@H](C[C@H]12)C3(C)C,True,CC1CCCC2(C)CCC3C(C)CCC(CC12)C3(C)C,C[C@@H]1CCC[C@@]2(C)CC[C@H]3[C@H](C)CC[C@@H](C[C@H]12)C3(C)C,DKPFODGZWDEEBT-QFIAKTPHSA-N,9548828,hit,CID9548828,NO_CID_232d3dcccb0a,,hit,1,,1,1,1,1
313,C=Cc1cccc2[nH]cc(CC(N)C(=O)O)c12,True,C=Cc1cccc2[nH]cc(CC(N)C(=O)O)c12,C=Cc1cccc2[nH]cc(CC(N)C(=O)O)c12,DKPRZNWEKIHOCJ-UHFFFAOYSA-N,122499649,hit,CID122499649,NO_CID_5fb97f25f475,,hit,1,,1,1,1,1
314,COc1cc(/C=C/C=O)ccc1O,True,COc1cc(C=CC=O)ccc1O,COc1cc(/C=C/C=O)ccc1O,DKZBBWMURDFHNE-NSCUHMNNSA-N,5280536,hit,CID5280536,NO_CID_fc46532119a5,,hit,1,,1,1,1,1
315,CC(C)Cc1ccc([C@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,True,CC(C)Cc1ccc(C(C)C(=O)NC(Cc2ccccc2)C(=O)O)cc1,CC(C)Cc1ccc([C@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,DLGZLSXGUQFDHQ-JXFKEZNVSA-N,39846955,hit,CID39846955,NO_CID_7c064be6a61b,,hit,1,,1,1,1,1
316,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)CO,True,CC(=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3)CO,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)CO,DLYSUCFWWJEGFQ-AZIDVCJLSA-N,69619365,hit,CID69619365,NO_CID_7ced2f507171,,hit,1,,1,1,1,1
317,N#CCc1c[nH]c2ccccc12,True,N#CCc1c[nH]c2ccccc12,N#CCc1c[nH]c2ccccc12,DMCPFOBLJMLSNX-UHFFFAOYSA-N,351795,hit,CID351795,NO_CID_393b57f8d549,,hit,1,,1,1,1,1
318,C1CCCCCC1,True,C1CCCCCC1,C1CCCCCC1,DMEGYFMYUHOHGS-UHFFFAOYSA-N,9265,hit,CID9265,NO_CID_bac22116c6e2,,hit,1,,1,1,1,1
319,NC(Cc1c[nH]c2c(Cl)cccc12)C(=O)O,True,NC(Cc1c[nH]c2c(Cl)cccc12)C(=O)O,NC(Cc1c[nH]c2c(Cl)cccc12)C(=O)O,DMQFGLHRDFQKNR-UHFFFAOYSA-N,643956,hit,CID643956,NO_CID_a9e737be590e,,hit,1,,1,1,1,1
320,Cc1c(CC(N)C=O)c2ccc(F)cc2n1C,True,Cc1c(CC(N)C=O)c2ccc(F)cc2n1C,Cc1c(CC(N)C=O)c2ccc(F)cc2n1C,DMTBWRPJKDYOEZ-UHFFFAOYSA-N,,cid0_no_match,NO_CID_22c1d02c4b13,NO_CID_22c1d02c4b13,,cid0_no_match,0,,1,1,1,1
321,CN(C)CCc1c[nH]c2ccccc12,True,CN(C)CCc1c[nH]c2ccccc12,CN(C)CCc1c[nH]c2ccccc12,DMULVCHRPCFFGV-UHFFFAOYSA-N,6089,hit,CID6089,NO_CID_0e34a1ad074c,,hit,1,,1,1,1,1
322,O=S(=O)(O)ON=C(Cc1c[nH]c2ccccc12)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,True,O=S(=O)(O)ON=C(Cc1c[nH]c2ccccc12)SC1OC(CO)C(O)C(O)C1O,O=S(=O)(O)ON=C(Cc1c[nH]c2ccccc12)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,DNDNWOWHUWNBCK-JZYAIQKZSA-N,656506,hit,CID656506,NO_CID_c46095155bcd,,hit,1,,1,1,1,1
323,O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,True,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)NC1Cc1c[nH]c2ccccc12,O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,DNHODRZUCGXYKU-PMACEKPBSA-N,7091706,hit,CID7091706,NO_CID_933503c6beab,,hit,1,,1,0,1,1
324,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,True,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N,5870,hit,CID5870,NO_CID_d951825a4641,,hit,1,,1,1,1,1
325,CSCCCC=NO,True,CSCCCC=NO,CSCCCC=NO,DNYWTMVKWUGHCB-UHFFFAOYSA-N,25200725,hit,CID25200725,NO_CID_d1eb05410368,,hit,1,,1,1,1,1
326,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,True,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,DOUMFZQKYFQNTF-WUTVXBCWSA-N,5281792,hit,CID5281792,NO_CID_8720c42b3282,,hit,1,,1,1,1,1
327,O=C1N[C@@H](Cc2ccc(O)c(Cl)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,True,O=C1NC(Cc2ccc(O)c(Cl)c2)C(=O)NC1Cc1ccc(O)cc1,O=C1N[C@@H](Cc2ccc(O)c(Cl)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,DPXFBAHRLYLKSZ-GJZGRUSLSA-N,146020570,hit,CID146020570,NO_CID_175885303296,,hit,1,,1,1,1,1
328,O=C(/C=C/c1ccccc1)c1ccccc1,True,O=C(C=Cc1ccccc1)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1,DQFBYFPFKXHELB-VAWYXSNFSA-N,637760,hit,CID637760,NO_CID_6cc540561c9d,,hit,1,,1,1,1,1
329,Cc1ccc(CC(N)C(=O)O)cc1,True,Cc1ccc(CC(N)C(=O)O)cc1,Cc1ccc(CC(N)C(=O)O)cc1,DQLHSFUMICQIMB-UHFFFAOYSA-N,409319,hit,CID409319,NO_CID_6ea5f140bc22,,hit,1,,1,1,1,1
330,COc1ccc(SC)cc1,True,COc1ccc(SC)cc1,COc1ccc(SC)cc1,DQNSKXYRRRCKGH-UHFFFAOYSA-N,15885,hit,CID15885,NO_CID_8c69741c251f,,hit,1,,1,1,1,1
331,CC1=C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,True,CC1=CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3,CC1=C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,DQUHDYWUEKWRLN-HPUSYDDDSA-N,12311059,hit,CID12311059,NO_CID_66eb1728ac0d,,hit,1,,1,1,1,1
332,CC1=C[C@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@H]1C3,True,CC1=CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3,CC1=C[C@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@H]1C3,DQUHDYWUEKWRLN-NDLGOLERSA-N,,cid0_no_match,NO_CID_5cb3dce63a39,NO_CID_5cb3dce63a39,,cid0_no_match,0,,1,1,1,1
333,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,True,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,896,hit,CID896,NO_CID_6a010f61d393,,hit,1,,1,1,1,1
334,COc1cc(O)c(C(=O)c2c(C)cc(O)cc2OC)c(O)c1Cl,True,COc1cc(O)c(C(=O)c2c(C)cc(O)cc2OC)c(O)c1Cl,COc1cc(O)c(C(=O)c2c(C)cc(O)cc2OC)c(O)c1Cl,DSJPUSRRLBBBAS-UHFFFAOYSA-N,23872096,rescued_retry,CID23872096,NO_CID_4c230fe6c783,,rescued_retry,1,RemoteDisconnected: Remote end closed connection without response,1,1,1,1
335,CC12CCC(CC1=O)C2(C)C,True,CC12CCC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,2537,hit,CID2537,NO_CID_e24f935bd21d,,hit,1,,1,1,1,1
336,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,True,CC12CCC(CC1=O)C2(C)C,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,DSSYKIVIOFKYAU-XCBNKYQSSA-N,159055,hit,CID159055,NO_CID_3357f63d7045,,hit,1,,1,1,1,1
