interaction_id,enzyme_id,compound_id,label,source,quality_tier,num_reactions,has_pmid,has_products,source_enzyme_index,source_reaction_index
447,196,32,1,S2_ESIBank,B,1,0,0,5317,9478
448,196,7,1,S2_ESIBank,B,1,0,0,5317,9477
449,196,110,1,S2_ESIBank,B,1,0,0,5317,9479
450,197,253,1,S2_ESIBank,B,1,0,0,5225,9325
451,197,254,1,S2_ESIBank,B,1,0,0,5225,9324
452,198,21,1,S2_ESIBank,B,1,0,0,4981,8909
453,198,22,1,S2_ESIBank,B,1,0,0,4981,8904
454,198,255,1,S2_ESIBank,B,1,0,0,4981,8906
455,198,256,1,S2_ESIBank,B,1,0,0,4981,8902
456,199,257,1,S2_ESIBank,B,1,0,0,5076,9079
457,199,258,1,S2_ESIBank,B,1,0,0,5076,9082
458,200,259,1,S2_ESIBank,B,1,0,0,5129,9227
459,200,81,1,S2_ESIBank,B,1,0,0,5129,9228
460,200,57,1,S2_ESIBank,B,1,0,0,5129,9219
461,200,21,1,S2_ESIBank,B,1,0,0,5129,9208
462,200,260,1,S2_ESIBank,B,1,0,0,5129,9226
463,201,261,1,S2_ESIBank,B,1,0,0,5193,9295
464,202,262,1,S2_ESIBank,B,1,0,0,4959,8813
465,202,263,1,S2_ESIBank,B,1,0,0,4959,8816
466,202,264,1,S2_ESIBank,B,1,0,0,4959,8815
467,203,265,1,S2_ESIBank,B,1,0,0,5354,9528
468,203,25,1,S2_ESIBank,B,1,0,0,5354,9526
469,203,266,1,S2_ESIBank,B,1,0,0,5354,9527
470,203,169,1,S2_ESIBank,B,1,0,0,5354,10115
471,204,184,1,S2_ESIBank,B,1,0,0,5358,9548
472,204,267,1,S2_ESIBank,B,1,0,0,5358,9547
473,204,8,1,S2_ESIBank,B,1,0,0,5358,9563
474,204,268,1,S2_ESIBank,B,1,0,0,5358,9560
475,204,186,1,S2_ESIBank,B,1,0,0,5358,9550
476,204,269,1,S2_ESIBank,B,1,0,0,5358,9561
477,204,270,1,S2_ESIBank,B,1,0,0,5358,9559
478,204,271,1,S2_ESIBank,B,1,0,0,5358,9546
479,205,246,1,S2_ESIBank,B,1,0,0,5210,9209
480,205,21,1,S2_ESIBank,B,1,0,0,5210,9310
481,205,272,1,S2_ESIBank,B,1,0,0,5210,9308
482,205,273,1,S2_ESIBank,B,1,0,0,5210,9312
483,205,274,1,S2_ESIBank,B,1,0,0,5210,9311
484,205,275,1,S2_ESIBank,B,1,0,0,5210,9309
485,206,8,1,S2_ESIBank,B,1,0,0,5359,9564
486,206,270,1,S2_ESIBank,B,1,0,0,5359,9559
487,206,184,1,S2_ESIBank,B,1,0,0,5359,9549
488,207,11,1,S2_ESIBank,B,1,0,0,21280,35934
489,207,10,1,S2_ESIBank,B,1,0,0,21280,35935
490,207,12,1,S2_ESIBank,B,1,0,0,21280,35926
491,208,34,1,S2_ESIBank,B,1,0,0,5163,9239
492,208,32,1,S2_ESIBank,B,1,0,0,5163,9232
493,209,276,1,S2_ESIBank,B,1,0,0,5300,9457
494,210,74,1,S2_ESIBank,B,1,0,0,5295,9449
495,210,73,1,S2_ESIBank,B,1,0,0,5295,9451
496,211,153,1,S2_ESIBank,B,1,0,0,5645,9924
497,212,174,1,S2_ESIBank,B,1,0,0,5042,9002
498,213,126,1,S2_ESIBank,B,1,0,0,5727,10116
499,213,127,1,S2_ESIBank,B,1,0,0,5727,10117
500,214,252,1,S2_ESIBank,B,1,0,0,5185,9270
501,215,68,1,S2_ESIBank,B,1,0,0,23122,37555
502,216,251,1,S2_ESIBank,B,1,0,0,5188,9271
503,216,250,1,S2_ESIBank,B,1,0,0,5188,9273
504,217,16,1,S2_ESIBank,B,1,0,0,5253,9358
505,217,119,1,S2_ESIBank,B,1,0,0,5253,9380
506,217,54,1,S2_ESIBank,B,1,0,0,5253,9379
507,217,43,1,S2_ESIBank,B,1,0,0,5253,9375
508,218,32,1,S2_ESIBank,B,1,0,0,5142,9232
509,218,58,1,S2_ESIBank,B,1,0,0,5142,9233
510,219,12,1,S2_ESIBank,B,1,0,0,20876,35608
511,219,9,1,S2_ESIBank,B,1,0,0,20876,35609
512,219,11,1,S2_ESIBank,B,1,0,0,20876,35611
513,219,10,1,S2_ESIBank,B,1,0,0,20876,35604
514,220,79,1,S2_ESIBank,B,1,0,0,5080,9088
515,221,31,1,S2_ESIBank,B,1,0,0,5141,9231
516,221,32,1,S2_ESIBank,B,1,0,0,5141,9232
517,222,31,1,S2_ESIBank,B,1,0,0,5133,9231
518,223,34,1,S2_ESIBank,B,1,0,0,5162,9239
519,223,32,1,S2_ESIBank,B,1,0,0,5162,9232
520,224,277,1,S2_ESIBank,B,1,0,0,5678,9982
521,224,278,1,S2_ESIBank,B,1,0,0,5678,9983
522,225,278,1,S2_ESIBank,B,1,0,0,5677,9983
523,225,277,1,S2_ESIBank,B,1,0,0,5677,9982
524,226,10,1,S2_ESIBank,B,1,0,0,21282,35936
525,227,34,1,S2_ESIBank,B,1,0,0,5153,9239
526,227,32,1,S2_ESIBank,B,1,0,0,5153,9232
527,228,126,1,S2_ESIBank,B,1,0,0,5728,10116
528,228,127,1,S2_ESIBank,B,1,0,0,5728,10117
529,229,279,1,S2_ESIBank,B,1,0,0,4997,8956
530,229,280,1,S2_ESIBank,B,1,0,0,4997,8953
531,229,281,1,S2_ESIBank,B,1,0,0,4997,8955
532,230,282,1,S2_ESIBank,B,1,0,0,5208,9307
533,231,283,1,S2_ESIBank,B,1,0,0,5094,9109
534,231,284,1,S2_ESIBank,B,1,0,0,5094,9110
535,231,285,1,S2_ESIBank,B,1,0,0,5094,9111
536,231,286,1,S2_ESIBank,B,1,0,0,5094,9112
537,232,287,1,S2_ESIBank,B,1,0,0,5236,9341
538,233,288,1,S2_ESIBank,B,1,0,0,5310,9466
539,233,289,1,S2_ESIBank,B,1,0,0,5310,9467
540,234,290,1,S2_ESIBank,B,1,0,0,5292,9448
541,235,74,1,S2_ESIBank,B,1,0,0,5302,9453
542,236,291,1,S2_ESIBank,B,1,0,0,5282,9425
543,236,292,1,S2_ESIBank,B,1,0,0,5282,9420
544,236,293,1,S2_ESIBank,B,1,0,0,5282,9424
545,236,294,1,S2_ESIBank,B,1,0,0,5282,9421
546,236,295,1,S2_ESIBank,B,1,0,0,5282,9422
547,236,296,1,S2_ESIBank,B,1,0,0,5282,9423
548,236,297,1,S2_ESIBank,B,1,0,0,5282,9426
549,237,96,1,S2_ESIBank,B,1,0,0,5666,9972
550,237,62,1,S2_ESIBank,B,1,0,0,5666,9971
551,237,63,1,S2_ESIBank,B,1,0,0,5666,9970
552,237,298,1,S2_ESIBank,B,1,0,0,5666,9969
553,237,299,1,S2_ESIBank,B,1,0,0,5666,9967
554,238,300,1,S2_ESIBank,B,1,0,0,4964,8836
555,238,23,1,S2_ESIBank,B,1,0,0,4964,8788
556,238,301,1,S2_ESIBank,B,1,0,0,4964,8835
557,238,302,1,S2_ESIBank,B,1,0,0,4964,8833
558,238,303,1,S2_ESIBank,B,1,0,0,4964,8837
559,238,261,1,S2_ESIBank,B,1,0,0,4964,8831
560,238,304,1,S2_ESIBank,B,1,0,0,4964,8832
561,238,305,1,S2_ESIBank,B,1,0,0,4964,8834
562,239,31,1,S2_ESIBank,B,1,0,0,5134,9231
563,240,306,1,S2_ESIBank,B,1,0,0,5171,9253
564,240,307,1,S2_ESIBank,B,1,0,0,5171,9254
565,240,308,1,S2_ESIBank,B,1,0,0,5171,9252
566,241,32,1,S2_ESIBank,B,1,0,0,5157,9232
567,241,34,1,S2_ESIBank,B,1,0,0,5157,9239
568,242,31,1,S2_ESIBank,B,1,0,0,5138,9231
569,243,59,1,S2_ESIBank,B,1,0,0,5062,9035
570,244,162,1,S2_ESIBank,B,1,0,0,5074,9062
571,244,161,1,S2_ESIBank,B,1,0,0,5074,9069
572,244,309,1,S2_ESIBank,B,1,0,0,5074,9064
573,244,310,1,S2_ESIBank,B,1,0,0,5074,9066
574,244,164,1,S2_ESIBank,B,1,0,0,5074,9067
575,244,165,1,S2_ESIBank,B,1,0,0,5074,9068
576,244,311,1,S2_ESIBank,B,1,0,0,5074,9065
577,245,231,1,S2_ESIBank,B,1,0,0,23120,37547
578,246,161,1,S2_ESIBank,B,1,0,0,5073,9063
579,246,203,1,S2_ESIBank,B,1,0,0,5073,9060
580,246,162,1,S2_ESIBank,B,1,0,0,5073,9062
581,246,312,1,S2_ESIBank,B,1,0,0,5073,9061
582,246,313,1,S2_ESIBank,B,1,0,0,5073,9059
583,247,192,1,S2_ESIBank,B,1,0,0,5274,9413
584,248,179,1,S2_ESIBank,B,1,0,0,5038,9084
585,248,79,1,S2_ESIBank,B,1,0,0,5038,9100
586,249,242,1,S2_ESIBank,B,1,0,0,21391,36067
587,249,227,1,S2_ESIBank,B,1,0,0,21391,36064
588,250,184,1,S2_ESIBank,B,1,0,0,5357,9549
589,250,271,1,S2_ESIBank,B,1,0,0,5357,9546
590,250,267,1,S2_ESIBank,B,1,0,0,5357,9547
591,250,186,1,S2_ESIBank,B,1,0,0,5357,9550
592,250,8,1,S2_ESIBank,B,1,0,0,5357,9551
593,251,79,1,S2_ESIBank,B,1,0,0,5002,8960
594,251,166,1,S2_ESIBank,B,1,0,0,5002,8966
595,251,172,1,S2_ESIBank,B,1,0,0,5002,8974
596,252,135,1,S2_ESIBank,B,1,0,0,5296,9455
597,252,73,1,S2_ESIBank,B,1,0,0,5296,9451
598,252,74,1,S2_ESIBank,B,1,0,0,5296,9453
599,253,74,1,S2_ESIBank,B,1,0,0,5307,9460
600,254,233,1,S2_ESIBank,B,1,0,0,5220,9322
601,255,231,1,S2_ESIBank,B,1,0,0,23117,37531
602,255,230,1,S2_ESIBank,B,1,0,0,23117,37539
603,255,68,1,S2_ESIBank,B,1,0,0,23117,37541
604,256,32,1,S2_ESIBank,B,1,0,0,5156,9232
605,256,34,1,S2_ESIBank,B,1,0,0,5156,9239
606,257,105,1,S2_ESIBank,B,1,0,0,5279,9418
607,257,104,1,S2_ESIBank,B,1,0,0,5279,9419
608,258,64,1,S2_ESIBank,B,1,0,0,5260,9382
609,259,314,1,S2_ESIBank,B,1,0,0,5311,9469
610,260,185,1,S2_ESIBank,B,1,0,0,5066,9049
611,261,8,1,S2_ESIBank,B,1,0,0,5064,9048
612,261,315,1,S2_ESIBank,B,1,0,0,5064,9047
613,261,185,1,S2_ESIBank,B,1,0,0,5064,9049
614,261,186,1,S2_ESIBank,B,1,0,0,5064,9041
615,262,252,1,S2_ESIBank,B,1,0,0,5184,9270
616,262,316,1,S2_ESIBank,B,1,0,0,5184,9269
617,263,250,1,S2_ESIBank,B,1,0,0,5187,9273
618,263,252,1,S2_ESIBank,B,1,0,0,5187,9274
619,263,317,1,S2_ESIBank,B,1,0,0,5187,9272
620,263,318,1,S2_ESIBank,B,1,0,0,5187,9275
621,263,251,1,S2_ESIBank,B,1,0,0,5187,9271
622,264,26,1,S2_ESIBank,B,1,0,0,5177,9259
623,265,4,1,S2_ESIBank,B,1,0,0,5097,9127
624,265,319,1,S2_ESIBank,B,1,0,0,5097,9118
625,265,320,1,S2_ESIBank,B,1,0,0,5097,9122
626,265,149,1,S2_ESIBank,B,1,0,0,5097,9126
627,265,321,1,S2_ESIBank,B,1,0,0,5097,9125
628,265,322,1,S2_ESIBank,B,1,0,0,5097,9123
629,265,323,1,S2_ESIBank,B,1,0,0,5097,9120
630,265,324,1,S2_ESIBank,B,1,0,0,5097,9124
631,266,31,1,S2_ESIBank,B,1,0,0,5135,9231
632,267,255,1,S2_ESIBank,B,1,0,0,5126,9217
633,267,21,1,S2_ESIBank,B,1,0,0,5126,9208
634,267,19,1,S2_ESIBank,B,1,0,0,5126,9214
635,267,22,1,S2_ESIBank,B,1,0,0,5126,9216
636,267,325,1,S2_ESIBank,B,1,0,0,5126,9218
637,267,143,1,S2_ESIBank,B,1,0,0,5126,9215
638,268,32,1,S2_ESIBank,B,1,0,0,5155,9232
639,268,34,1,S2_ESIBank,B,1,0,0,5155,9239
640,269,31,1,S2_ESIBank,B,1,0,0,5132,9231
641,270,7,1,S2_ESIBank,B,1,0,0,5179,9263
642,270,32,1,S2_ESIBank,B,1,0,0,5179,9264
643,271,137,1,S2_ESIBank,B,1,0,0,5277,9414
644,272,326,1,S2_ESIBank,B,1,0,0,4909,8699
645,272,327,1,S2_ESIBank,B,1,0,0,4909,8698
646,273,31,1,S2_ESIBank,B,1,0,0,5136,9231
647,274,32,1,S2_ESIBank,B,1,0,0,5181,9265
648,275,179,1,S2_ESIBank,B,1,0,0,5084,9084
649,276,74,1,S2_ESIBank,B,1,0,0,5301,9453
650,277,169,1,S2_ESIBank,B,1,0,0,3384,6417
651,277,166,1,S2_ESIBank,B,1,0,0,3384,6416
652,278,32,1,S2_ESIBank,B,1,0,0,5158,9232
653,278,34,1,S2_ESIBank,B,1,0,0,5158,9239
654,279,193,1,S2_ESIBank,B,1,0,0,5265,9388
655,279,328,1,S2_ESIBank,B,1,0,0,5265,9390
656,279,329,1,S2_ESIBank,B,1,0,0,5265,9391
657,280,13,1,S2_ESIBank,B,1,0,0,5167,9248
658,280,76,1,S2_ESIBank,B,1,0,0,5167,9246
659,280,77,1,S2_ESIBank,B,1,0,0,5167,9247
660,281,11,1,S2_ESIBank,B,1,0,0,21353,35611
661,281,12,1,S2_ESIBank,B,1,0,0,21353,36012
662,282,32,1,S2_ESIBank,B,1,0,0,5150,9232
663,282,34,1,S2_ESIBank,B,1,0,0,5150,9239
664,282,31,1,S2_ESIBank,B,1,0,0,5150,9241
665,282,33,1,S2_ESIBank,B,1,0,0,5150,9242
666,283,206,1,S2_ESIBank,B,1,0,0,5343,9515
667,283,209,1,S2_ESIBank,B,1,0,0,5343,9516
668,284,10,1,S2_ESIBank,B,1,0,0,21276,35931
669,284,9,1,S2_ESIBank,B,1,0,0,21276,35930
670,284,11,1,S2_ESIBank,B,1,0,0,21276,35927
671,284,12,1,S2_ESIBank,B,1,0,0,21276,35926
672,285,330,1,S2_ESIBank,B,1,0,0,5174,9262
673,285,26,1,S2_ESIBank,B,1,0,0,5174,9260
674,285,28,1,S2_ESIBank,B,1,0,0,5174,9257
675,285,27,1,S2_ESIBank,B,1,0,0,5174,9258
676,286,331,1,S2_ESIBank,B,1,0,0,5285,9437
677,286,332,1,S2_ESIBank,B,1,0,0,5285,9435
678,286,333,1,S2_ESIBank,B,1,0,0,5285,9436
679,287,334,1,S2_ESIBank,B,1,0,0,5283,9427
680,287,335,1,S2_ESIBank,B,1,0,0,5283,9428
681,287,336,1,S2_ESIBank,B,1,0,0,5283,9430
682,287,337,1,S2_ESIBank,B,1,0,0,5283,9431
683,287,338,1,S2_ESIBank,B,1,0,0,5283,9429
684,288,11,1,S2_ESIBank,B,1,0,0,21351,35611
685,288,12,1,S2_ESIBank,B,1,0,0,21351,36013
686,289,111,1,S2_ESIBank,B,1,0,0,5230,9333
687,289,141,1,S2_ESIBank,B,1,0,0,5230,9332
688,289,142,1,S2_ESIBank,B,1,0,0,5230,9335
689,290,231,1,S2_ESIBank,B,1,0,0,23124,37546
690,291,246,1,S2_ESIBank,B,1,0,0,5209,9209
691,292,339,1,S2_ESIBank,B,1,0,0,5267,9396
692,292,340,1,S2_ESIBank,B,1,0,0,5267,9401
693,292,341,1,S2_ESIBank,B,1,0,0,5267,9407
694,292,114,1,S2_ESIBank,B,1,0,0,5267,9394
695,292,342,1,S2_ESIBank,B,1,0,0,5267,9399
696,292,343,1,S2_ESIBank,B,1,0,0,5267,9411
697,292,344,1,S2_ESIBank,B,1,0,0,5267,9409
698,292,345,1,S2_ESIBank,B,1,0,0,5267,9408
699,292,346,1,S2_ESIBank,B,1,0,0,5267,9400
700,292,347,1,S2_ESIBank,B,1,0,0,5267,9410
701,292,348,1,S2_ESIBank,B,1,0,0,5267,9402
702,292,349,1,S2_ESIBank,B,1,0,0,5267,9412
703,292,350,1,S2_ESIBank,B,1,0,0,5267,9403
704,292,351,1,S2_ESIBank,B,1,0,0,5267,9398
705,292,352,1,S2_ESIBank,B,1,0,0,5267,9405
706,292,353,1,S2_ESIBank,B,1,0,0,5267,9404
707,292,354,1,S2_ESIBank,B,1,0,0,5267,9395
708,292,355,1,S2_ESIBank,B,1,0,0,5267,9397
709,292,356,1,S2_ESIBank,B,1,0,0,5267,9406
710,293,357,1,S2_ESIBank,B,1,0,0,5101,9146
711,293,53,1,S2_ESIBank,B,1,0,0,5101,9145
712,293,358,1,S2_ESIBank,B,1,0,0,5101,9148
713,293,359,1,S2_ESIBank,B,1,0,0,5101,9147
714,294,12,1,S2_ESIBank,B,1,0,0,21352,36012
715,294,11,1,S2_ESIBank,B,1,0,0,21352,35611
716,295,32,1,S2_ESIBank,B,1,0,0,5154,9232
717,295,34,1,S2_ESIBank,B,1,0,0,5154,9239
718,296,31,1,S2_ESIBank,B,1,0,0,5140,9231
719,297,32,1,S2_ESIBank,B,1,0,0,5161,9232
720,297,34,1,S2_ESIBank,B,1,0,0,5161,9239
721,298,31,1,S2_ESIBank,B,1,0,0,5139,9231
722,299,192,1,S2_ESIBank,B,1,0,0,5110,9172
723,299,360,1,S2_ESIBank,B,1,0,0,5110,9170
724,300,179,1,S2_ESIBank,B,1,0,0,5083,9084
725,301,179,1,S2_ESIBank,B,1,0,0,5082,9084
726,302,163,1,S2_ESIBank,B,1,0,0,5072,9058
727,303,9,1,S2_ESIBank,B,1,0,0,21284,35922
728,303,10,1,S2_ESIBank,B,1,0,0,21284,35936
729,304,57,1,S2_ESIBank,B,1,0,0,5262,9384
730,305,47,1,S2_ESIBank,B,1,0,0,5112,9177
731,305,45,1,S2_ESIBank,B,1,0,0,5112,9174
732,305,361,1,S2_ESIBank,B,1,0,0,5112,9178
733,305,46,1,S2_ESIBank,B,1,0,0,5112,9175
734,306,362,1,S2_ESIBank,B,1,0,0,5658,9945
735,307,174,1,S2_ESIBank,B,1,0,0,5086,9002
736,308,363,1,S2_ESIBank,B,1,0,0,5190,9283
737,308,364,1,S2_ESIBank,B,1,0,0,5190,9282
738,308,365,1,S2_ESIBank,B,1,0,0,5190,9281
739,308,366,1,S2_ESIBank,B,1,0,0,5190,9279
740,308,367,1,S2_ESIBank,B,1,0,0,5190,9288
741,308,368,1,S2_ESIBank,B,1,0,0,5190,9278
742,308,369,1,S2_ESIBank,B,1,0,0,5190,9280
743,308,370,1,S2_ESIBank,B,1,0,0,5190,9290
744,308,371,1,S2_ESIBank,B,1,0,0,5190,9285
745,308,372,1,S2_ESIBank,B,1,0,0,5190,9289
746,308,373,1,S2_ESIBank,B,1,0,0,5190,9284
747,308,374,1,S2_ESIBank,B,1,0,0,5190,9287
748,308,375,1,S2_ESIBank,B,1,0,0,5190,9276
749,308,61,1,S2_ESIBank,B,1,0,0,5190,9292
750,309,34,1,S2_ESIBank,B,1,0,0,5147,9239
751,309,108,1,S2_ESIBank,B,1,0,0,5147,9243
752,309,31,1,S2_ESIBank,B,1,0,0,5147,9241
753,309,109,1,S2_ESIBank,B,1,0,0,5147,9240
754,309,33,1,S2_ESIBank,B,1,0,0,5147,9242
755,309,32,1,S2_ESIBank,B,1,0,0,5147,9232
756,310,60,1,S2_ESIBank,B,1,0,0,5222,9323
757,311,32,1,S2_ESIBank,B,1,0,0,5681,9984
758,311,7,1,S2_ESIBank,B,1,0,0,5681,9985
759,311,110,1,S2_ESIBank,B,1,0,0,5681,9479
760,312,32,1,S2_ESIBank,B,1,0,0,5180,9266
761,312,7,1,S2_ESIBank,B,1,0,0,5180,9263
762,313,7,1,S2_ESIBank,B,1,0,0,5178,9263
763,314,376,1,S2_ESIBank,B,1,0,0,5319,9482
764,314,151,1,S2_ESIBank,B,1,0,0,5319,9481
765,315,59,1,S2_ESIBank,B,1,0,0,5276,9416
766,315,137,1,S2_ESIBank,B,1,0,0,5276,9414
767,316,126,1,S2_ESIBank,B,1,0,0,5725,10116
768,316,127,1,S2_ESIBank,B,1,0,0,5725,10117
769,317,59,1,S2_ESIBank,B,1,0,0,5069,9054
770,318,16,1,S2_ESIBank,B,1,0,0,5266,9392
771,319,377,1,S2_ESIBank,B,1,0,0,5105,9158
772,319,378,1,S2_ESIBank,B,1,0,0,5105,9154
773,319,379,1,S2_ESIBank,B,1,0,0,5105,9153
774,319,233,1,S2_ESIBank,B,1,0,0,5105,9152
775,320,8,1,S2_ESIBank,B,1,0,0,5364,9574
776,320,139,1,S2_ESIBank,B,1,0,0,5364,9571
777,321,380,1,S2_ESIBank,B,1,0,0,5068,9057
778,321,59,1,S2_ESIBank,B,1,0,0,5068,9056
779,321,310,1,S2_ESIBank,B,1,0,0,5068,9053
780,322,381,1,S2_ESIBank,B,1,0,0,5247,9367
781,322,382,1,S2_ESIBank,B,1,0,0,5247,9365
782,322,383,1,S2_ESIBank,B,1,0,0,5247,9366
783,323,384,1,S2_ESIBank,B,1,0,0,4928,8731
784,324,385,1,S2_ESIBank,B,1,0,0,5103,9149
785,324,53,1,S2_ESIBank,B,1,0,0,5103,9145
786,325,114,1,S2_ESIBank,B,1,0,0,5268,9394
787,326,18,1,S2_ESIBank,B,1,0,0,5330,9494
788,327,32,1,S2_ESIBank,B,1,0,0,5151,9232
789,327,34,1,S2_ESIBank,B,1,0,0,5151,9239
790,327,33,1,S2_ESIBank,B,1,0,0,5151,9242
791,327,31,1,S2_ESIBank,B,1,0,0,5151,9241
792,328,33,1,S2_ESIBank,B,1,0,0,5143,9236
793,328,32,1,S2_ESIBank,B,1,0,0,5143,9237
794,328,109,1,S2_ESIBank,B,1,0,0,5143,9235
795,328,34,1,S2_ESIBank,B,1,0,0,5143,9234
796,328,31,1,S2_ESIBank,B,1,0,0,5143,9231
797,329,386,1,S2_ESIBank,B,1,0,0,5665,9966
798,330,387,1,S2_ESIBank,B,1,0,0,5172,9256
799,331,111,1,S2_ESIBank,B,1,0,0,5234,9334
800,332,114,1,S2_ESIBank,B,1,0,0,5270,9394
801,333,388,1,S2_ESIBank,B,1,0,0,5121,9190
802,334,65,1,S2_ESIBank,B,1,0,0,4665,7919
803,335,389,1,S2_ESIBank,B,1,0,0,5316,9476
804,336,114,1,S2_ESIBank,B,1,0,0,5269,9394
805,337,0,1,S2_ESIBank,B,1,0,0,5289,9441
