global_compound_id,canonical_name,canonical_smiles,overall_confidence,multilabel_vector,multilabel_reason,evidence_counts,label_confidence,Steroid,Terpenoid,Alkaloid,Amino_acid,Fatty_acid,Phenylpropanoid,Polyketide,Other
CMP_G001293,"(1S,4S,5R,9S,10S,13S)-13-hydroxy-5,9-dimethyl-14-methylidene-2-oxotetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid",C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)O)[C@H]1CC3=O,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000733,17Alpha-Hydroxypregnenolone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000954,isomotiol,CC(C)C1CCC2C1(C)CCC1(C)C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000260,(25R)-3-Oxocholest-4-En-26-Ol,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000544,13-desoxypaxilline,CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@H](CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,high,"[1, 0, 1, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology; Alkaloid=known alkaloid scaffold without AA backbone,"{""Steroid"": 1, ""Alkaloid"": 1}","{""Steroid"": ""high"", ""Alkaloid"": ""high""}",1,0,1,0,0,0,0,0
CMP_G001858,22(S)-Hydroxy-5Alpha-Campestan-3-One,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000849,kauralexin A1,CC1(C)CCCC2(C)C1CCC13CC(CCC12)C(C(=O)[O-])C3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001627,,C[C@@H](C1CC[C@@]2(O)C3=CC(=O)C4C[C@@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C)[C@H](O)CCC(C)(C)O,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000967,2alpha-hydroxyismotiol-19-one,CC(C)C1CC(=O)C2C1(C)CCC1(C)C3=C(CCC21C)C1(C)CC(O)C(O)C(C)(C)C1CC3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001967,3Beta-Hydroxycholest-5-En-7-One,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000767,3beta-hydroxy-5beta-cholestan-6-one,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001164,,C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000207,Dihydrosanguinarine,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,high,"[1, 0, 1, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology; Alkaloid=ring nitrogen + NPC alkaloid,"{""Steroid"": 1, ""Alkaloid"": 1}","{""Steroid"": ""high"", ""Alkaloid"": ""high""}",1,0,1,0,0,0,0,0
CMP_G000781,"16Alpha,17Alpha-Dihydroxypregnenolone",CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000094,Versicolorin B,O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2CCO[C@@H]2O1,high,"[1, 0, 0, 0, 0, 0, 1]",Steroid=6-6-6-5 fused ring topology; Polyketide=quinone scaffold (type II PKS indicator),"{""Steroid"": 1, ""Polyketide"": 1}","{""Steroid"": ""high"", ""Polyketide"": ""high""}",1,0,0,0,0,0,1,0
CMP_G001139,,C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CCC3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001438,Ursodeoxycholate,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000957,3-O-(beta-D-glucopyranosyl)-isomotiol,CC(C)C1CCC2C1(C)CCC1(C)C3=C(CCC21C)C1(C)CCC(OC2OC(CO)C(O)C(O)C2O)C(C)(C)C1CC3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000247,6Alpha-Hydroxycastasterone,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000744,3-O-(beta-D-glucopyranosyl)-2alpha-acetoxyisomotiol,CC(=O)OC1CC2(C)C3=C(CCC2C(C)(C)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC2(C)C(C(C)C)CCC2C1(C)CC3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G002010,26-Oxolanosterol,C/C(C=O)=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001744,Castasterone,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001414,,C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)CCC4(C)[C@H]3CCC2(C)C1C(=O)CO,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001625,Ecdysone,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000461,27-Hydroxycholesterol,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000944,(22S)-22-hydroxycampesterol,CC(C)C(C)CC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000456,,COc1cc2c(cc1O)C1Cc3ccc4c(c3CN1CC2)OCO4,high,"[1, 0, 1, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology; Alkaloid=ring nitrogen + NPC alkaloid,"{""Steroid"": 1, ""Alkaloid"": 1}","{""Steroid"": ""high"", ""Alkaloid"": ""high""}",1,0,1,0,0,0,0,0
CMP_G000864,"2alpha,19beta-dihydroxyisomotiol",CC(C)C1CC(O)C2C1(C)CCC1(C)C3=C(CCC21C)C1(C)CC(O)C(O)C(C)(C)C1CC3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001986,28-Norcastasterone,CC(C)C[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001865,a C27-steroid,CC(C)CCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000943,23S-Hydroxycampesterol,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G002062,3-epi-6-deoxocathasterone,CC(C)C(C)CC(O)C(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001510,"32-hydroxy-24,25-dihydrolanosterol",CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G002061,3-epi-6-deoxocathasterone,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001437,Chenodeoxycholate,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000455,(S)-Cheilanthifoline,COc1cc2c(cc1O)[C@@H]1Cc3ccc4c(c3CN1CC2)OCO4,high,"[1, 0, 1, 0, 0, 0, 0]",Steroid=6-6-6-5 fused ring topology; Alkaloid=ring nitrogen + NPC alkaloid,"{""Steroid"": 1, ""Alkaloid"": 1}","{""Steroid"": ""high"", ""Alkaloid"": ""high""}",1,0,1,0,0,0,0,0
CMP_G001771,11-Deoxycortisol,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001738,6-deoxocastasterone,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G000294,25-Hydroxy-24-Oxocalciol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCC(=O)C(C)(C)O)CC[C@@H]12,high,"[1, 0, 0, 0, 0, 0, 0]",Steroid=NPClassifier steroid,"{""Steroid"": 1}","{""Steroid"": ""high""}",1,0,0,0,0,0,0,0
CMP_G001657,13-hydroperoxides of linolenic acid (13-HPOT),CC/C=C/CC(/C=C/C=C/CCCCCCCC(=O)O)OO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000108,Azelaic acid,O=C(O)CCCCCCCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=8,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001953,2-Hydroxydodecanoate,CCCCCCCCCCC(O)C(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=11,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000210,"(2r,4r,6r,8r)-2,4,6,8-Tetramethyldecan-1-ol",CCC(C)CC(C)CC(C)CC(C)CO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acyls,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000374,"9,10-Epoxy-(12Z)-Octadecenoate",CCCCC/C=C\CC1OC1CCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=7,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001425,Undecane,CCCCCCCCCCC,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acyls,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000375,Nonanoic acid,CCCCCCCCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=8,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001716,6-Trans-Leukotriene B4,CCCCC/C=C\C[C@@H](O)/C=C/C=C/C=C/[C@@H](O)CCCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=19,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001550,cyclododecanone,O=C1CCCCCCCCCCC1,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty esters,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000925,,CC[C@H](C)C[C@@H](C)CCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=7,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001362,,CC/C=C\C/C=C\C/C=C(\CCCCCCCC(=O)O)OO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000121,Tetradecane,CCCCCCCCCCCCCC,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acyls,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000822,9-Decenoic acid,C=CCCCCCCCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=9,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000817,"5-Hydroxy-(6E,8Z,11Z,14Z)-Eicosatetraenoate",CCCCC/C=C\C/C=C\C/C=C\C=C\C(O)CCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=19,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G002066,Hydroperoxyeicosatetraenoate,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=19,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001076,"8-Hydroxy-(5Z,9E,11Z,14Z)-Eicosatetraenoate",CCCCC/C=C\C/C=C\C=C\C(O)C/C=C\CCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=19,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001247,3-Hydroxyoctadecanoate,CCCCCCCCCCCCCCCC(O)CC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000632,jasmonoyl-L-isoleucine (JA-Ile),CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)O)[C@@H](C)CC,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=4,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001272,"(10R)-hydroperoxy-(8E,12Z,15Z)-octadecatrienoate",CCC=CCC=CCC(C=CCCCCCCC(=O)[O-])OO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G002097,3-cyclopentylpropanoic acid,O=C(O)CCC1CCCC1,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acids and conjugates,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000040,,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=19,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G002078,"12-Hydroxy-(5Z,8Z,10E,14Z)-Eicosatetraenoate",CCCCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=19,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001612,12-Hydroxyoctadecanoate,CCCCCCC(O)CCCCCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000223,(12R)-12-Hydroxytetradecanoic acid,CCC(O)CCCCCCCCCCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=13,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G002004,Butyl 3-chlorobenzeneacetate,CCCCOC(=O)Cc1cccc(Cl)c1,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty esters,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001249,Dodecanoate,CCCCCCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=11,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001656,"(13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate",CCC=CCC(C=CC=CCCCCCCCC(=O)[O-])OO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000651,Tridecane,CCCCCCCCCCCCC,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acyls,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001680,5-(3-methoxyphenyl)pentanoic acid,COc1cccc(CCCCC(=O)O)c1,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=4,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001478,(9Z)-Hexadecenoate,CCCCCC/C=C\CCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=15,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000740,"9-hydroperoxy-10(E),12(Z)-octadecadienoic acid (9-HPODE)",CCCCC/C=C/C=C/C(CCCCCCCC(=O)O)OO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G002093,(9Z)-octadecenoate,CCCCCCCCC=CCCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000681,Hexadecanoate,CCCCCCCCCCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=15,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000939,Lauryl Alcohol,CCCCCCCCCCCCO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acyls,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G002090,(9Z)-Octadecenoate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001029,Decanol,CCCCCCCCCCO,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acyls,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000007,A Jasmonyl-L-Amino Acid,*[C@H](NC(=O)CC1CCC(=O)C1C/C=C\CC)C(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=jasmonoid = oxylipin/fatty-acid derivative (LIPID MAPS FA0202),"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001996,,CCCCCC(=O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=6,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001838,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(O)COP(=O)(O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty ester chain=19,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000650,15-Methylhexadecanoate,CC(C)CCCCCCCCCCCCCC(=O)[O-],high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=15,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001191,"(2R,4R,6R)-4,6-Dimethyl-2-octanol",CCC(C)CC(C)CC(C)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=NPC fatty acyl: fatty acyls,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G001662,"9,10-dihydroxystearic acid",CCCCCCCCC(O)C(O)CCCCCCCC(=O)O,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty free acid chain=17,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
CMP_G000440,"6-Heptenoic acid, ethyl ester (6CI, 8CI, 9CI, ACI)",C=CCCCCC(=O)OCC,high,"[0, 0, 0, 0, 1, 0, 0]",Fatty_acid=fatty ester chain=6,"{""Fatty_acid"": 1}","{""Fatty_acid"": ""high""}",0,0,0,0,1,0,0,0
