split,sample_id,dock_index,status,entry_id,n_pairs,rmsd,n_heme_atoms,n_fe_atoms,old_n_protein,new_n_protein,error
train,225743,267082,ok,8X1W,439,0.8490,43,1,218,261,
train,226797,212445,ok,3MZS,470,1.0695,43,1,240,283,
train,227211,265547,ok,7DVO,399,0.5516,48,2,605,653,
train,227318,434516,ok,3DL9,464,0.3268,86,2,407,493,
train,227635,165432,ok,8X1W,439,0.8490,43,1,388,431,
train,227933,475584,ok,4GQS,461,1.6585,43,1,320,363,
train,228263,209835,ok,3K9Y,462,0.7332,43,1,209,252,
train,228519,164590,ok,9NNO,435,0.8306,43,1,295,338,
train,228644,370192,ok,8X1W,439,0.8490,43,1,324,367,
train,229218,260236,ok,3K9Y,462,0.7332,43,1,154,197,
train,229504,65336,ok,8FDA,467,3.2137,73,1,371,444,
train,229558,279726,ok,3L4D,445,0.9021,43,1,165,208,
train,229749,110239,ok,8FDA,467,3.2137,73,1,504,577,
train,230678,418741,ok,9NNO,435,0.8306,43,1,375,418,
train,230958,433920,ok,5IKI,399,1.1922,43,1,480,523,
train,231009,376335,ok,3L4D,445,0.9021,43,1,409,452,
train,231432,247232,ok,3BE0,397,0.4806,43,1,375,418,
train,231548,180950,ok,3DL9,464,0.3268,86,2,318,404,
train,232315,264008,ok,3L4D,445,0.9021,43,1,381,424,
train,232563,143323,ok,8FDA,467,3.2137,73,1,336,409,
train,232990,200634,ok,9YK4,466,1.3659,43,1,276,319,
train,233166,332018,ok,7X2Q,466,0.7024,43,1,415,458,
train,234369,153583,ok,3BE0,397,0.4806,43,1,243,286,
train,234755,193512,ok,9YK4,466,1.3659,43,1,235,278,
train,234783,323550,ok,3QZ1,445,1.8400,43,1,335,378,
train,234815,228402,ok,8X1W,439,0.8490,43,1,256,299,
train,236037,237496,ok,3BE0,397,0.4806,43,1,315,358,
train,236370,397497,ok,6XZ9,472,0.9625,43,1,528,571,
train,236790,363433,ok,3LD6,445,0.5553,43,1,266,309,
train,238758,527318,ok,3DL9,464,0.3268,86,2,351,437,
train,238859,362399,ok,8FDA,467,3.2137,73,1,463,536,
train,239388,128243,ok,9NNO,435,0.8306,43,1,254,297,
train,239790,217461,ok,9YK4,466,1.3659,43,1,262,305,
train,240849,421140,ok,5IKI,399,1.1922,43,1,485,528,
train,241032,423850,ok,8FDA,467,3.2137,73,1,203,276,
train,241374,309113,ok,5IKI,399,1.1922,43,1,288,331,
train,241429,428946,ok,9YK4,466,1.3659,43,1,341,384,
train,241645,424044,ok,8FDA,467,3.2137,73,1,326,399,
train,243073,208725,ok,6L8H,466,0.3122,43,1,239,282,
train,243344,354180,ok,8EOH,454,1.1831,49,1,214,263,
train,243896,234179,ok,7CB9,466,1.6071,43,1,365,408,
train,243918,146521,ok,8FDA,467,3.2137,73,1,446,519,
train,244628,213072,ok,7DVO,399,0.5516,48,2,249,297,
train,245261,426789,ok,8X1W,439,0.8490,43,1,412,455,
train,245511,175764,ok,3LD6,445,0.5553,43,1,220,263,
train,245655,197790,ok,6L8H,466,0.3122,43,1,227,270,
train,246993,424607,ok,7CB9,466,1.6071,43,1,426,469,
train,247275,158017,ok,6L8H,466,0.3122,43,1,262,305,
train,248305,394758,ok,3DL9,464,0.3268,86,2,347,433,
train,248480,203414,ok,3LD6,445,0.5553,43,1,261,304,
train,248585,126292,ok,7X2Q,466,0.7024,43,1,303,346,
train,249830,236759,ok,6L8H,466,0.3122,43,1,150,193,
train,251423,283116,ok,9YK4,466,1.3659,43,1,402,445,
train,251774,341714,ok,5JL9,452,0.4942,43,1,356,399,
train,251982,308715,ok,8EOH,454,1.1831,49,1,188,237,
train,252513,523222,ok,3QZ1,445,1.8400,43,1,331,374,
train,252702,412486,ok,3LD6,445,0.5553,43,1,398,441,
train,252767,405837,ok,3QZ1,445,1.8400,43,1,409,452,
train,253109,370592,ok,9O35,397,1.9095,43,1,606,649,
train,253351,321459,ok,9YK4,466,1.3659,43,1,525,568,
train,253931,242909,ok,5IKI,399,1.1922,43,1,357,400,
train,254109,350508,ok,3QZ1,445,1.8400,43,1,309,352,
train,254431,135487,ok,7CB9,466,1.6071,43,1,502,545,
train,255797,408198,ok,3LD6,445,0.5553,43,1,410,453,
train,255907,269082,ok,3LD6,445,0.5553,43,1,240,283,
train,255931,185912,ok,8FDA,467,3.2137,73,1,286,359,
train,256367,323232,ok,3K9Y,462,0.7332,43,1,322,365,
train,256626,351172,ok,8X1W,439,0.8490,43,1,404,447,
train,256785,157629,ok,5IKI,399,1.1922,43,1,584,627,
train,256806,345894,ok,3DL9,464,0.3268,86,2,395,481,
train,257016,150621,ok,9NNO,435,0.8306,43,1,527,570,
train,259005,406342,ok,7X2Q,466,0.7024,43,1,257,300,
train,259302,261321,ok,8X1W,439,0.8490,43,1,155,198,
train,259646,269863,ok,6L8H,466,0.3122,43,1,173,216,
train,260426,301250,ok,7DVO,399,0.5516,48,2,228,276,
train,261277,426506,ok,3LD6,445,0.5553,43,1,313,356,
train,262819,156126,ok,3L4D,445,0.9021,43,1,477,520,
train,262899,225061,ok,7DVO,399,0.5516,48,2,333,381,
train,263545,67665,ok,8FDA,467,3.2137,73,1,337,410,
train,263830,248378,ok,6XZ9,472,0.9625,43,1,209,252,
train,264579,262292,ok,6XZ9,472,0.9625,43,1,311,354,
train,265643,348288,ok,3QZ1,445,1.8400,43,1,241,284,
train,266015,235758,ok,3QZ1,445,1.8400,43,1,287,330,
train,266213,359172,ok,6L8H,466,0.3122,43,1,324,367,
train,267507,325179,ok,3K9Y,462,0.7332,43,1,220,263,
train,268813,119582,ok,8FDA,467,3.2137,73,1,214,287,
train,268868,272797,ok,8FDA,467,3.2137,73,1,333,406,
train,268958,535754,ok,7CB9,466,1.6071,43,1,359,402,
train,269977,368237,ok,3LD6,445,0.5553,43,1,388,431,
train,270144,131671,ok,8FDA,467,3.2137,73,1,575,648,
train,270307,175133,ok,6L8H,466,0.3122,43,1,116,159,
train,270532,160030,ok,3DL9,464,0.3268,86,2,383,469,
train,271455,158060,ok,6XZ9,472,0.9625,43,1,420,463,
train,271744,406215,ok,3V8D,476,1.6511,43,1,218,261,
train,271954,419936,ok,9O35,397,1.9095,43,1,281,324,
train,272864,335836,ok,3LD6,445,0.5553,43,1,292,335,
train,273598,428736,ok,3DL9,464,0.3268,86,2,447,533,
train,274192,377422,ok,8X1W,439,0.8490,43,1,432,475,
train,274286,217806,ok,8X1W,439,0.8490,43,1,318,361,
train,274638,390205,ok,8EOH,454,1.1831,49,1,448,497,
train,274873,495835,ok,3K9Y,462,0.7332,43,1,384,427,
train,275541,185471,ok,8EOH,454,1.1831,49,1,239,288,
train,276426,401622,ok,3DL9,464,0.3268,86,2,475,561,
train,277298,194119,ok,7DVO,399,0.5516,48,2,589,637,
train,277691,500093,ok,8EOH,454,1.1831,49,1,359,408,
train,277729,271722,ok,3DL9,464,0.3268,86,2,321,407,
train,277953,157139,ok,3LD6,445,0.5553,43,1,259,302,
train,278169,206999,ok,9NNO,435,0.8306,43,1,251,294,
train,279032,371439,ok,6L8H,466,0.3122,43,1,318,361,
train,279342,334827,ok,9NNO,435,0.8306,43,1,285,328,
train,279977,454633,ok,3L4D,445,0.9021,43,1,421,464,
train,280310,364370,ok,9YK4,466,1.3659,43,1,472,515,
train,280547,226441,ok,6L8H,466,0.3122,43,1,153,196,
train,281241,416606,ok,3K9Y,462,0.7332,43,1,419,462,
train,281730,155723,ok,3LD6,445,0.5553,43,1,196,239,
train,282633,306162,ok,3LD6,445,0.5553,43,1,456,499,
train,282892,369945,ok,3QZ1,445,1.8400,43,1,326,369,
train,282945,300965,ok,3V8D,476,1.6511,43,1,334,377,
train,284065,198906,ok,8FDA,467,3.2137,73,1,404,477,
train,284335,316000,ok,3K9Y,462,0.7332,43,1,296,339,
train,284838,293401,ok,8FDA,467,3.2137,73,1,218,291,
train,284977,285888,ok,9NNO,435,0.8306,43,1,286,329,
train,285931,346560,ok,3BE0,397,0.4806,43,1,333,376,
train,286122,108022,ok,3DL9,464,0.3268,86,2,204,290,
train,286422,278257,ok,3DL9,464,0.3268,86,2,191,277,
train,286541,359038,ok,8EOH,454,1.1831,49,1,218,267,
train,287179,435050,ok,8X1W,439,0.8490,43,1,297,340,
train,287272,371251,ok,8FDA,467,3.2137,73,1,349,422,
train,288928,118247,ok,8X1W,439,0.8490,43,1,297,340,
train,289013,220417,ok,9YK4,466,1.3659,43,1,227,270,
train,289369,374094,ok,3QZ1,445,1.8400,43,1,375,418,
train,290548,232651,ok,3DL9,464,0.3268,86,2,461,547,
train,291341,134364,ok,6L8H,466,0.3122,43,1,193,236,
train,292290,103833,ok,4GQS,461,1.6585,43,1,274,317,
train,292725,112747,ok,8FDA,467,3.2137,73,1,306,379,
train,293543,312729,ok,3DL9,464,0.3268,86,2,451,537,
train,294482,341385,ok,8FDA,467,3.2137,73,1,552,625,
train,294484,128996,ok,5IKI,399,1.1922,43,1,529,572,
train,295067,162028,ok,3LD6,445,0.5553,43,1,200,243,
train,295513,408824,ok,6L8H,466,0.3122,43,1,219,262,
train,295854,367915,ok,8FDA,467,3.2137,73,1,373,446,
train,296584,215731,ok,9NNO,435,0.8306,43,1,212,255,
train,297061,254016,ok,9YK4,466,1.3659,43,1,180,223,
train,297448,119770,ok,9YK4,466,1.3659,43,1,310,353,
train,297569,242815,ok,4GQS,461,1.6585,43,1,249,292,
train,298637,230745,ok,6XZ9,472,0.9625,43,1,249,292,
train,298989,191166,ok,8EOH,454,1.1831,49,1,259,308,
train,299197,191725,ok,8FDA,467,3.2137,73,1,369,442,
train,300759,152974,ok,9YK4,466,1.3659,43,1,448,491,
train,301411,251380,ok,3LD6,445,0.5553,43,1,576,619,
train,302435,291188,ok,9NNO,435,0.8306,43,1,261,304,
train,302681,373682,ok,3K9Y,462,0.7332,43,1,380,423,
train,302926,346712,ok,7X2Q,466,0.7024,43,1,314,357,
train,304090,385098,ok,9YK4,466,1.3659,43,1,216,259,
train,304552,105634,ok,6L8H,466,0.3122,43,1,148,191,
train,306022,169668,ok,3QZ1,445,1.8400,43,1,261,304,
train,306884,100154,ok,5IKI,399,1.1922,43,1,216,259,
train,307041,299665,ok,3K9Y,462,0.7332,43,1,297,340,
train,307551,191799,ok,3K9Y,462,0.7332,43,1,291,334,
train,307920,360611,ok,9NNO,435,0.8306,43,1,508,551,
train,308721,403372,ok,7X2Q,466,0.7024,43,1,403,446,
train,308942,156083,ok,9YK4,466,1.3659,43,1,486,529,
train,312059,155261,ok,7X2Q,466,0.7024,43,1,764,807,
train,313057,268307,ok,9YK4,466,1.3659,43,1,425,468,
train,313361,303951,ok,3QZ1,445,1.8400,43,1,276,319,
train,313373,190175,ok,8FDA,467,3.2137,73,1,236,309,
train,313461,394508,ok,8X1W,439,0.8490,43,1,239,282,
train,314687,180205,ok,5IKI,399,1.1922,43,1,367,410,
train,314857,311706,ok,8FDA,467,3.2137,73,1,726,799,
train,314898,414556,ok,9YK4,466,1.3659,43,1,184,227,
train,314993,160421,ok,3QZ1,445,1.8400,43,1,263,306,
train,315259,508344,ok,3QZ1,445,1.8400,43,1,158,201,
train,315361,287952,ok,3L4D,445,0.9021,43,1,263,306,
train,315513,534427,ok,6XZ9,472,0.9625,43,1,372,415,
train,315755,150883,ok,3DL9,464,0.3268,86,2,298,384,
train,317471,203794,ok,8FDA,467,3.2137,73,1,288,361,
train,317829,264246,ok,8FDA,467,3.2137,73,1,314,387,
train,318607,434976,ok,3QZ1,445,1.8400,43,1,302,345,
train,319271,224066,ok,3BE0,397,0.4806,43,1,500,543,
train,320409,118789,ok,9NNO,435,0.8306,43,1,224,267,
train,320563,384590,ok,8FDA,467,3.2137,73,1,374,447,
train,320697,429781,ok,3K9Y,462,0.7332,43,1,252,295,
train,320887,198203,ok,3K9Y,462,0.7332,43,1,385,428,
train,322471,371042,ok,3QZ1,445,1.8400,43,1,294,337,
train,323154,408062,ok,3QZ1,445,1.8400,43,1,330,373,
train,323531,189303,ok,9YK4,466,1.3659,43,1,258,301,
train,323711,159001,ok,3DL9,464,0.3268,86,2,166,252,
train,324632,405576,ok,8FDA,467,3.2137,73,1,304,377,
train,324707,122314,ok,7DVO,399,0.5516,48,2,319,367,
train,326060,368162,ok,3BE0,397,0.4806,43,1,407,450,
train,326138,432578,ok,9NNO,435,0.8306,43,1,277,320,
train,326173,431192,ok,8FDA,467,3.2137,73,1,325,398,
train,328762,200848,ok,8FDA,467,3.2137,73,1,260,333,
train,328833,299594,ok,9NNO,435,0.8306,43,1,315,358,
train,329804,202502,ok,8X1W,439,0.8490,43,1,319,362,
train,330602,390299,ok,3BE0,397,0.4806,43,1,334,377,
train,330770,224013,ok,8FDA,467,3.2137,73,1,274,347,
train,330775,155126,ok,8FDA,467,3.2137,73,1,257,330,
train,330856,305154,ok,7CB9,466,1.6071,43,1,300,343,
train,331004,291943,ok,3LD6,445,0.5553,43,1,484,527,
train,331284,399933,ok,6XZ9,472,0.9625,43,1,180,223,
train,332204,109689,ok,3QZ1,445,1.8400,43,1,245,288,
train,332699,267837,ok,3BE0,397,0.4806,43,1,376,419,
train,333056,260106,ok,3LD6,445,0.5553,43,1,350,393,
train,333408,328538,ok,3DL9,464,0.3268,86,2,418,504,
train,333742,308892,ok,3QZ1,445,1.8400,43,1,292,335,
train,334734,286173,ok,8FDA,467,3.2137,73,1,227,300,
train,334819,304292,ok,3K9Y,462,0.7332,43,1,323,366,
train,334852,319665,ok,3QZ1,445,1.8400,43,1,213,256,
train,336152,120903,ok,3DL9,464,0.3268,86,2,386,472,
train,336502,119083,ok,3BE0,397,0.4806,43,1,541,584,
train,337081,298532,ok,3DL9,464,0.3268,86,2,295,381,
train,337367,434963,ok,3DL9,464,0.3268,86,2,178,264,
train,339457,374921,ok,3QZ1,445,1.8400,43,1,391,434,
train,339576,263283,ok,7X2Q,466,0.7024,43,1,198,241,
train,340004,358400,ok,3QZ1,445,1.8400,43,1,215,258,
train,340178,241826,ok,8FDA,467,3.2137,73,1,354,427,
train,340407,355567,ok,9YK4,466,1.3659,43,1,264,307,
train,340664,103501,ok,3QZ1,445,1.8400,43,1,159,202,
train,343368,137050,ok,7X2Q,466,0.7024,43,1,373,416,
train,344040,288462,ok,9YK4,466,1.3659,43,1,284,327,
train,344173,342320,ok,3DL9,464,0.3268,86,2,469,555,
train,344435,377246,ok,3BE0,397,0.4806,43,1,283,326,
train,346882,419792,ok,5IKI,399,1.1922,43,1,172,215,
train,347373,171818,ok,3DL9,464,0.3268,86,2,282,368,
train,347712,262787,ok,3K9Y,462,0.7332,43,1,202,245,
train,348826,268793,ok,5IKI,399,1.1922,43,1,391,434,
train,348850,375171,ok,9YK4,466,1.3659,43,1,355,398,
train,349143,447090,ok,8FDA,467,3.2137,73,1,346,419,
train,349903,249356,ok,8FDA,467,3.2137,73,1,240,313,
train,350903,309355,ok,3QZ1,445,1.8400,43,1,291,334,
train,350974,123910,ok,3K9Y,462,0.7332,43,1,271,314,
train,351133,370329,ok,7X2Q,466,0.7024,43,1,391,434,
train,351236,499000,ok,3L4D,445,0.9021,43,1,387,430,
train,351427,268391,ok,3K9Y,462,0.7332,43,1,288,331,
train,351552,344310,ok,8FDA,467,3.2137,73,1,288,361,
train,351976,171774,ok,3MZS,470,1.0695,43,1,324,367,
train,352159,234814,ok,8EOH,454,1.1831,49,1,326,375,
train,352535,110886,ok,8X1W,439,0.8490,43,1,279,322,
train,352676,391772,ok,9YK4,466,1.3659,43,1,206,249,
train,353659,116626,ok,8FDA,467,3.2137,73,1,466,539,
train,354099,373351,ok,5IKI,399,1.1922,43,1,476,519,
train,354159,207944,ok,3DL9,464,0.3268,86,2,116,202,
train,354181,104602,ok,7DVO,399,0.5516,48,2,501,549,
train,354448,351275,ok,9YK4,466,1.3659,43,1,272,315,
train,355496,133416,ok,9YK4,466,1.3659,43,1,565,608,
train,357212,423279,ok,3K9Y,462,0.7332,43,1,270,313,
train,357345,286003,ok,5IKI,399,1.1922,43,1,281,324,
train,357505,142905,ok,3DL9,464,0.3268,86,2,267,353,
train,357948,352800,ok,5IKI,399,1.1922,43,1,326,369,
train,358735,399831,ok,9NNO,435,0.8306,43,1,334,377,
train,358965,148315,ok,8FDA,467,3.2137,73,1,339,412,
train,359299,142953,ok,5IKI,399,1.1922,43,1,163,206,
train,359908,415027,ok,9YK4,466,1.3659,43,1,361,404,
train,361410,433738,ok,3L4D,445,0.9021,43,1,306,349,
train,362268,216883,ok,9O35,397,1.9095,43,1,424,467,
train,362463,204709,ok,3DL9,464,0.3268,86,2,378,464,
train,363663,144781,ok,7DVO,399,0.5516,48,2,472,520,
train,363820,140538,ok,6L8H,466,0.3122,43,1,229,272,
train,364207,225069,ok,9YK4,466,1.3659,43,1,463,506,
train,365636,151289,ok,3K9Y,462,0.7332,43,1,457,500,
train,367889,332882,ok,3L4D,445,0.9021,43,1,322,365,
train,369161,339797,ok,8FDA,467,3.2137,73,1,477,550,
train,370195,275725,ok,8FDA,467,3.2137,73,1,328,401,
train,370716,422805,ok,3DL9,464,0.3268,86,2,367,453,
train,371215,364437,ok,7X2Q,466,0.7024,43,1,482,525,
train,371994,155080,ok,3LD6,445,0.5553,43,1,547,590,
train,372464,529915,ok,3K9Y,462,0.7332,43,1,537,580,
train,373462,177675,ok,8FDA,467,3.2137,73,1,271,344,
train,373633,190801,ok,8FDA,467,3.2137,73,1,233,306,
train,373893,519220,ok,6XZ9,472,0.9625,43,1,376,419,
train,374431,521954,ok,8FDA,467,3.2137,73,1,378,451,
train,374945,203738,ok,9O35,397,1.9095,43,1,399,442,
train,375710,60796,ok,5IKI,399,1.1922,43,1,368,411,
train,375904,342308,ok,3QZ1,445,1.8400,43,1,309,352,
train,376614,425773,ok,8FDA,467,3.2137,73,1,366,439,
train,377237,155795,ok,9O35,397,1.9095,43,1,209,252,
train,377839,414893,ok,9NNO,435,0.8306,43,1,330,373,
train,378080,400194,ok,3QZ1,445,1.8400,43,1,480,523,
train,378282,434724,ok,3DL9,464,0.3268,86,2,406,492,
train,378321,343207,ok,5IKI,399,1.1922,43,1,266,309,
train,378517,51408,ok,3DL9,464,0.3268,86,2,490,576,
train,378931,387752,ok,7DVO,399,0.5516,48,2,320,368,
train,379211,222085,ok,3LD6,445,0.5553,43,1,185,228,
train,380076,431312,ok,3LD6,445,0.5553,43,1,240,283,
train,380131,270607,ok,8FDA,467,3.2137,73,1,286,359,
train,380223,259460,ok,3DL9,464,0.3268,86,2,529,615,
train,380405,379341,ok,9YK4,466,1.3659,43,1,307,350,
train,380639,374462,ok,8EOH,454,1.1831,49,1,275,324,
train,381087,226947,ok,8X1W,439,0.8490,43,1,214,257,
train,381114,181965,ok,8FDA,467,3.2137,73,1,246,319,
train,381820,210794,ok,3K9Y,462,0.7332,43,1,267,310,
train,381840,203071,ok,6XZ9,472,0.9625,43,1,386,429,
train,382147,335155,ok,6XZ9,472,0.9625,43,1,273,316,
train,382946,392038,ok,9NNO,435,0.8306,43,1,347,390,
train,382989,290034,ok,4GQS,461,1.6585,43,1,281,324,
train,383058,292100,ok,8FDA,467,3.2137,73,1,207,280,
train,383333,205724,ok,3LD6,445,0.5553,43,1,211,254,
train,383969,349783,ok,9YK4,466,1.3659,43,1,228,271,
train,384297,340589,ok,3BE0,397,0.4806,43,1,364,407,
train,384485,344141,ok,3V8D,476,1.6511,43,1,327,370,
train,384676,209640,ok,8FDA,467,3.2137,73,1,209,282,
train,385311,387668,ok,3LD6,445,0.5553,43,1,375,418,
train,387477,250899,ok,3DL9,464,0.3268,86,2,373,459,
train,387539,278977,ok,3QZ1,445,1.8400,43,1,416,459,
train,388627,291909,ok,3QZ1,445,1.8400,43,1,288,331,
train,388637,159239,ok,7DVO,399,0.5516,48,2,397,445,
train,388861,339794,ok,8FDA,467,3.2137,73,1,530,603,
train,389640,532873,ok,3QZ1,445,1.8400,43,1,357,400,
train,389644,419789,ok,9YK4,466,1.3659,43,1,274,317,
train,390041,56046,ok,3QZ1,445,1.8400,43,1,367,410,
train,390411,207248,ok,3L4D,445,0.9021,43,1,356,399,
train,390704,260413,ok,6L8H,466,0.3122,43,1,162,205,
train,390848,384920,ok,9YK4,466,1.3659,43,1,345,388,
train,392201,245746,ok,3K9Y,462,0.7332,43,1,266,309,
train,392587,410260,ok,3V8D,476,1.6511,43,1,292,335,
train,393256,301786,ok,8FDA,467,3.2137,73,1,276,349,
train,393286,417912,ok,5IKI,399,1.1922,43,1,285,328,
train,393794,230917,ok,8FDA,467,3.2137,73,1,316,389,
train,393986,193012,ok,6XZ9,472,0.9625,43,1,324,367,
train,394162,103410,ok,3K9Y,462,0.7332,43,1,233,276,
train,394283,135913,ok,3QZ1,445,1.8400,43,1,464,507,
train,394455,342328,ok,7CB9,466,1.6071,43,1,293,336,
train,396030,164725,ok,9YK4,466,1.3659,43,1,233,276,
train,396061,133401,ok,5IKI,399,1.1922,43,1,299,342,
train,397074,264370,ok,8EOH,454,1.1831,49,1,298,347,
train,397519,198568,ok,8FDA,467,3.2137,73,1,296,369,
train,397892,150625,ok,9NNO,435,0.8306,43,1,446,489,
train,399861,229809,ok,3K9Y,462,0.7332,43,1,256,299,
train,399945,187889,ok,3K9Y,462,0.7332,43,1,362,405,
train,400020,309717,ok,8FDA,467,3.2137,73,1,537,610,
train,400146,409194,ok,9YK4,466,1.3659,43,1,222,265,
train,400821,137783,ok,3K9Y,462,0.7332,43,1,281,324,
train,400842,210191,ok,3K9Y,462,0.7332,43,1,140,183,
train,401091,332000,ok,7DVO,399,0.5516,48,2,181,229,
train,401457,151175,ok,8FDA,467,3.2137,73,1,208,281,
train,401549,405401,ok,3QZ1,445,1.8400,43,1,328,371,
train,402330,299703,ok,8FDA,467,3.2137,73,1,370,443,
train,403759,309638,ok,8FDA,467,3.2137,73,1,475,548,
train,405207,385181,ok,8X1W,439,0.8490,43,1,266,309,
train,405681,372720,ok,3QZ1,445,1.8400,43,1,400,443,
train,406072,193565,ok,9YK4,466,1.3659,43,1,219,262,
train,406218,412285,ok,3LD6,445,0.5553,43,1,366,409,
train,406805,298924,ok,9YK4,466,1.3659,43,1,505,548,
train,406959,429187,ok,9NNO,435,0.8306,43,1,495,538,
train,406976,330984,ok,3DL9,464,0.3268,86,2,370,456,
train,407419,182467,ok,3QZ1,445,1.8400,43,1,255,298,
train,407644,436023,ok,3K9Y,462,0.7332,43,1,281,324,
train,407724,301231,ok,8X1W,439,0.8490,43,1,178,221,
train,408073,223581,ok,9YK4,466,1.3659,43,1,262,305,
train,408090,244630,ok,3DL9,464,0.3268,86,2,428,514,
train,408509,349599,ok,6XZ9,472,0.9625,43,1,330,373,
train,411327,130189,ok,9YK4,466,1.3659,43,1,533,576,
train,411531,186328,ok,8FDA,467,3.2137,73,1,271,344,
train,411962,328693,ok,3L4D,445,0.9021,43,1,451,494,
train,412510,142919,ok,8FDA,467,3.2137,73,1,291,364,
train,412795,349573,ok,9YK4,466,1.3659,43,1,392,435,
train,412941,171647,ok,7DVO,399,0.5516,48,2,366,414,
train,412952,199642,ok,8FDA,467,3.2137,73,1,246,319,
train,413504,351474,ok,3BE0,397,0.4806,43,1,512,555,
train,413777,166390,ok,3V8D,476,1.6511,43,1,435,478,
train,413959,152993,ok,3BE0,397,0.4806,43,1,533,576,
train,414735,307392,ok,3BE0,397,0.4806,43,1,335,378,
train,415623,307749,ok,7X2Q,466,0.7024,43,1,288,331,
train,416548,297309,ok,8FDA,467,3.2137,73,1,443,516,
train,417067,187698,ok,3QZ1,445,1.8400,43,1,235,278,
train,417234,275066,ok,6XZ9,472,0.9625,43,1,385,428,
train,417696,293088,ok,5IKI,399,1.1922,43,1,484,527,
train,418072,216681,ok,8FDA,467,3.2137,73,1,271,344,
train,418081,368469,ok,3LD6,445,0.5553,43,1,386,429,
train,418192,289325,ok,3QZ1,445,1.8400,43,1,217,260,
train,418240,280144,ok,6L8H,466,0.3122,43,1,282,325,
train,418340,323829,ok,5IKI,399,1.1922,43,1,445,488,
train,419124,518468,ok,3DL9,464,0.3268,86,2,463,549,
train,419620,309069,ok,3LD6,445,0.5553,43,1,334,377,
train,419806,388252,ok,5IKI,399,1.1922,43,1,434,477,
train,419934,359233,ok,9YK4,466,1.3659,43,1,384,427,
train,421557,229982,ok,8FDA,467,3.2137,73,1,294,367,
train,422736,264935,ok,9O35,397,1.9095,43,1,285,328,
train,424002,426298,ok,3K9Y,462,0.7332,43,1,320,363,
train,424266,166912,ok,3DL9,464,0.3268,86,2,318,404,
train,426818,194270,ok,3DL9,464,0.3268,86,2,399,485,
train,426906,160570,ok,9YK4,466,1.3659,43,1,266,309,
train,427312,433170,ok,6XZ9,472,0.9625,43,1,499,542,
train,427332,321599,ok,7DVO,399,0.5516,48,2,466,514,
train,427662,345975,ok,7DVO,399,0.5516,48,2,168,216,
train,428254,279290,ok,5IKI,399,1.1922,43,1,312,355,
train,428400,433515,ok,3DL9,464,0.3268,86,2,387,473,
train,429218,224566,ok,3K9Y,462,0.7332,43,1,215,258,
train,429628,102799,ok,8FDA,467,3.2137,73,1,294,367,
train,429719,309511,ok,3QZ1,445,1.8400,43,1,306,349,
train,429805,429852,ok,3DL9,464,0.3268,86,2,391,477,
train,429858,303717,ok,3DL9,464,0.3268,86,2,310,396,
train,430496,219065,ok,9O35,397,1.9095,43,1,250,293,
train,430814,217884,ok,3K9Y,462,0.7332,43,1,478,521,
train,431898,301581,ok,7X2Q,466,0.7024,43,1,364,407,
train,431915,262534,ok,8FDA,467,3.2137,73,1,285,358,
train,432447,251714,ok,9O35,397,1.9095,43,1,361,404,
train,432981,328954,ok,6L8H,466,0.3122,43,1,335,378,
train,433055,312917,ok,9YK4,466,1.3659,43,1,252,295,
train,433284,344911,ok,3DL9,464,0.3268,86,2,335,421,
train,433287,293392,ok,3K9Y,462,0.7332,43,1,310,353,
train,434095,346384,ok,3K9Y,462,0.7332,43,1,357,400,
train,434441,339137,ok,9YK4,466,1.3659,43,1,194,237,
train,436557,391233,ok,3DL9,464,0.3268,86,2,255,341,
train,436595,267861,ok,8X1W,439,0.8490,43,1,369,412,
train,436627,355286,ok,8EOH,454,1.1831,49,1,330,379,
train,436783,283659,ok,8FDA,467,3.2137,73,1,343,416,
train,436899,261249,ok,3QZ1,445,1.8400,43,1,543,586,
train,437289,224055,ok,3V8D,476,1.6511,43,1,213,256,
train,437490,238283,ok,9YK4,466,1.3659,43,1,194,237,
train,438764,338647,ok,3DL9,464,0.3268,86,2,191,277,
train,439701,107276,ok,8X1W,439,0.8490,43,1,305,348,
val,169,435270,ok,3DL9,464,0.3268,86,2,296,382,
val,239,526465,ok,4GQS,461,1.6585,43,1,318,361,
val,729,123646,ok,3DL9,464,0.3268,86,2,402,488,
val,743,394124,ok,5IKI,399,1.1922,43,1,524,567,
val,766,391186,ok,8X1W,439,0.8490,43,1,310,353,
val,986,298862,ok,9NNO,435,0.8306,43,1,355,398,
val,1257,339645,ok,8FDA,467,3.2137,73,1,256,329,
val,1260,420073,ok,9NNO,435,0.8306,43,1,270,313,
val,2063,158929,ok,3QZ1,445,1.8400,43,1,346,389,
val,3497,344156,ok,3LD6,445,0.5553,43,1,386,429,
val,4317,255654,ok,3QZ1,445,1.8400,43,1,243,286,
val,7228,264335,ok,3MZS,470,1.0695,43,1,236,279,
val,7447,340355,ok,9YK4,466,1.3659,43,1,396,439,
val,7658,313935,ok,3DL9,464,0.3268,86,2,230,316,
val,8662,342648,ok,6L8H,466,0.3122,43,1,220,263,
val,8681,214065,ok,9YK4,466,1.3659,43,1,412,455,
val,9268,316808,ok,8FDA,467,3.2137,73,1,477,550,
val,9675,411310,ok,3V8D,476,1.6511,43,1,445,488,
val,10219,412107,ok,8FDA,467,3.2137,73,1,308,381,
