uniprot_id,protein_families,cc_cofactor,xref_interpro,is_p450_by_family,is_p450_by_interpro,has_heme
A0A2W5TE79,PEPCase type 1 family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|HAMAP-Rule:MF_00595};",IPR021135;IPR022805;IPR018129;IPR033129;IPR015813;,False,False,False
A0A2W5THU9,"CoA-transferase III family, Frc subfamily",,IPR050483;IPR003673;IPR044855;IPR023606;IPR017659;,False,False,False
A0A2W6G8P9,,,,False,False,False
A0A2W6NTZ2,,,IPR034300;,False,False,False
A0A2W6QQX2,,,IPR024605;,False,False,False
A0A2X0PAC2,,,IPR006047;IPR004185;IPR017853;IPR013783;IPR014756;IPR045857;,False,False,False
A0A2X0PAL0,,,IPR006047;IPR017853;IPR045857;,False,False,False
A0A2X0PLC6,Glycosyl hydrolase 65 family,,IPR008928;IPR012341;IPR011013;IPR037018;IPR005194;IPR005195;IPR005196;IPR017045;,False,False,False
A0A2X0PN02,FPG family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|HAMAP-Rule:MF_00103}; Note=Binds 1 zinc ion per subunit. {ECO:0000256|HAMAP-Rule:MF_00103};,IPR015886;IPR015887;IPR020629;IPR012319;IPR035937;IPR010979;IPR000214;IPR010663;,False,False,False
A0A2X0Q412,TPP enzyme family,COFACTOR: Name=a metal cation; Xref=ChEBI:CHEBI:25213; Evidence={ECO:0000256|ARBA:ARBA00001920}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000256|ARBA:ARBA00001964};,IPR029035;IPR012110;IPR029061;IPR012000;IPR012001;IPR011766;IPR047213;,False,False,False
A0A2X0QQD3,Mannitol dehydrogenase family,,IPR008927;IPR013328;IPR023028;IPR000669;IPR013118;IPR023027;IPR013131;IPR036291;,False,False,False
A0A2X0R0X9,,,,False,False,False
A0A2X0R225,,COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|PIRSR:PIRSR005962-1}; Note=The Mn(2+) ion enhances activity. {ECO:0000256|PIRSR:PIRSR005962-1};,IPR017439;IPR036264;IPR002933;IPR011650;IPR033846;,False,False,False
A0A2X0R6P0,Peptidase S1C family,,IPR051201;IPR001478;IPR036034;IPR009003;IPR043504;IPR001940;,False,False,False
A0A2X0RBE4,,,IPR053145;IPR029058;IPR022742;,False,False,False
A0A2X0RCX0,6-phosphogluconate dehydrogenase family,,IPR008927;IPR004849;IPR013328;IPR006114;IPR006115;IPR036291;IPR006183;,False,False,False
A0A2X0RGF0,,,IPR011330;IPR002509;IPR050248;,False,False,False
A0A2X0RP60,,,IPR011761;,False,False,False
A0A2X0SIH8,Nudix hydrolase family,,IPR015797;IPR020084;IPR000086;,False,False,False
A0A2X0SR28,"ABC transporter superfamily, Multidrug exporter LmrA (TC 3.A.1.117.1) family",,IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR027417;IPR039421;,False,False,False
A0A2X0THV3,"Nudix hydrolase family, DIPP subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR015797;IPR020084;IPR000086;IPR051325;,False,False,False
A0A2X0ZCV3,,,,False,False,False
A0A2X0ZHC1,,,,False,False,False
A0A2X1B0Q3,,,,False,False,False
A0A2X1B3Z6,,,,False,False,False
A0A2X1C4L5,,,,False,False,False
A0A2X1G4T5,,,,False,False,False
A0A2X1GF13,,,,False,False,False
A0A2X1GG14,,,,False,False,False
A0A2X1GKC1,,,,False,False,False
A0A2X1GLW8,,,,False,False,False
A0A2X1GN79,,,,False,False,False
A0A2X1GPI4,,,,False,False,False
A0A2X1GUR8,,,,False,False,False
A0A2X1HWB9,,,,False,False,False
A0A2X1I9T1,,,,False,False,False
A0A2X1IKW7,,,,False,False,False
A0A2X1INE6,,,IPR050076;IPR036511;IPR002616;,False,False,False
A0A2X1J7S5,Peptidase M17 family,COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR011356;IPR000819;,False,False,False
A0A2X1JF02,,,IPR005843;IPR036900;,False,False,False
A0A2X1JKR6,Peptidase S16 family,,IPR008269;IPR027065;IPR027417;IPR008268;IPR020568;IPR014721;,False,False,False
A0A2X1K2K2,"Thiolase-like superfamily, Thiolase family",,IPR016039;IPR020610;IPR020617;IPR020613;,False,False,False
A0A2X1KA88,FGGY kinase family,,IPR043129;IPR018483;IPR018485;IPR018484;,False,False,False
A0A2X1KDZ6,Glycosyl hydrolase 2 family,,IPR036156;IPR006101;IPR006103;IPR023230;IPR006102;IPR006104;IPR017853;IPR013783;,False,False,False
A0A2X1KFW0,,,IPR050093;IPR003439;IPR027417;,False,False,False
A0A2X1KG62,AIR synthase family,,IPR010918;IPR036676;IPR004733;,False,False,False
A0A2X1KUK3,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;IPR050740;,False,False,False
A0A2X1KVV2,,,IPR041449;,False,False,False
A0A2X1L4F0,MsrA Met sulfoxide reductase family,,IPR002569;IPR036509;IPR050162;,False,False,False
A0A2X1L4N0,Short-chain dehydrogenases/reductases (SDR) family,,IPR036291;IPR020904;IPR002347;,False,False,False
A0A2X1LCI4,,,IPR017945;IPR000422;,False,False,False
A0A2X1MJU3,"Class-I aminoacyl-tRNA synthetase family, IleS type 1 subfamily",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|HAMAP-Rule:MF_02002}; Note=Binds 1 zinc ion per subunit. {ECO:0000256|HAMAP-Rule:MF_02002};,IPR001412;IPR002300;IPR033708;IPR002301;IPR023585;IPR050081;IPR013155;IPR014729;IPR009080;IPR009008;IPR010663;,False,False,False
A0A2X1MN17,"Phosphatidylserine decarboxylase family, PSD-B subfamily, Prokaryotic type I sub-subfamily",COFACTOR: Name=pyruvate; Xref=ChEBI:CHEBI:15361; Evidence={ECO:0000256|HAMAP-Rule:MF_00662}; Note=Binds 1 pyruvoyl group covalently per subunit. {ECO:0000256|HAMAP-Rule:MF_00662};,IPR003817;IPR033177;IPR033178;,False,False,False
A0A2X1MXD2,,COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000256|ARBA:ARBA00001917};,IPR008254;IPR001226;IPR026816;IPR029039;IPR052200;,False,False,False
A0A2X1N0K1,CarB family,,IPR011761;IPR005479;IPR005483;IPR016185;,False,False,False
A0A2X1N9V2,"PTPS family, QueD subfamily",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947};,IPR007115;IPR038418;,False,False,False
A0A2X1P2T6,,,IPR002173;IPR011611;IPR029056;IPR036388;IPR036390;,False,False,False
A0A2X1P9A5,Short-chain dehydrogenases/reductases (SDR) family,,IPR036291;IPR050259;IPR002347;,False,False,False
A0A2X1PCQ9,D-isomer specific 2-hydroxyacid dehydrogenase family,,IPR029753;IPR029752;IPR006140;IPR020921;IPR024531;IPR036291;IPR038251;,False,False,False
A0A2X1PGZ1,Glu/Leu/Phe/Val dehydrogenases family,,IPR046346;IPR006095;IPR006096;IPR006097;IPR050724;IPR036291;IPR033922;,False,False,False
A0A2X1PJG1,"Nudix hydrolase family, NudF subfamily","COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|PIRSR:PIRSR604385-2};",IPR004385;IPR015797;IPR020084;IPR000086;,False,False,False
A0A2X1PKG1,Polypeptide deformylase family,COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000256|HAMAP-Rule:MF_00163}; Note=Binds 1 Fe(2+) ion. {ECO:0000256|HAMAP-Rule:MF_00163};,IPR023635;IPR036821;,False,False,False
A0A2X1PN16,,,IPR007729;IPR042257;IPR042258;,False,False,False
A0A2X1PQK2,,,IPR001478;IPR036034;,False,False,False
A0A2X1Q2Q8,,,IPR054180;IPR027454;,False,False,False
A0A2X1QGN3,IMPDH/GMPR family,,IPR013785;IPR005990;IPR001093;,False,False,False
A0A2X1QJR6,Group II decarboxylase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|PIRSR:PIRSR602129-50, ECO:0000256|RuleBase:RU000382};",IPR002129;IPR015424;IPR015421;,False,False,False
A0A2X1QLS7,,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947};,IPR013149;IPR011032;IPR036291;,False,False,False
A0A2X1RKB9,,,IPR002204;IPR006115;IPR036291;,False,False,False
A0A2X1SEQ3,,,,False,False,False
A0A2X1T243,,,,False,False,False
A0A2X1TW60,,,,False,False,False
A0A2X1UEF1,,,,False,False,False
A0A2X1UND7,,,,False,False,False
A0A2X2BY25,,,IPR013108;IPR032466;IPR052349;,False,False,False
A0A2X2CTW6,,,IPR052748;IPR006597;IPR011990;,False,False,False
A0A2X2DE25,,,IPR001736;IPR003414;IPR041108;IPR024953;IPR036830;,False,False,False
A0A2X2DNC1,,,,False,False,False
A0A2X2JLZ7,,,IPR000421;IPR008979;,False,False,False
A0A2X2JTI4,,,IPR016039;,False,False,False
A0A2X2JX41,,,IPR029058;,False,False,False
A0A2X2JYN9,,,IPR017437;IPR016064;,False,False,False
A0A2X2K119,,,IPR001095;,False,False,False
A0A2X2K139,,,,False,False,False
A0A2X2K1F4,,,IPR016142;IPR016143;IPR002020;IPR036969;,False,False,False
A0A2X2K1W5,,,,False,False,False
A0A2X2K2T2,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR600715-1};,IPR000715;IPR018480;,False,False,False
A0A2X2K593,DEAD box helicase family,,IPR011545;IPR050079;IPR014001;IPR027417;IPR000629;IPR014014;,False,False,False
A0A2X2LUV1,,,,False,False,False
A0A2X2LVH0,,,,False,False,False
A0A2X2M1E2,,,,False,False,False
A0A2X2M1M9,,,,False,False,False
A0A2X2M439,,,,False,False,False
A0A2X2M583,,,,False,False,False
A0A2X2M7N1,,,IPR006148;IPR004547;IPR018321;IPR037171;,False,False,False
A0A2X2M9U9,,,,False,False,False
A0A2X2MCP3,Class-I pyridoxal-phosphate-dependent aminotransferase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933};,IPR050596;IPR015424;IPR015421;,False,False,False
A0A2X2MGG4,,,,False,False,False
A0A2X2MHE5,,,,False,False,False
A0A2X2P760,,,,False,False,False
A0A2X2P8X9,,,,False,False,False
A0A2X2PEJ1,,,,False,False,False
A0A2X2PJL0,,,,False,False,False
A0A2X2PLU5,,,,False,False,False
A0A2X2PQ92,,,,False,False,False
A0A2X2QIZ4,,,,False,False,False
A0A2X2TW75,,,,False,False,False
A0A2X2W228,Type-II 3-dehydroquinase family,,IPR001874;IPR018509;IPR036441;,False,False,False
A0A2X2W5U0,,COFACTOR: Name=Fe(3+); Xref=ChEBI:CHEBI:29034; Evidence={ECO:0000256|ARBA:ARBA00001965};,IPR012347;IPR009040;IPR009078;IPR003251;IPR024934;IPR052364;IPR048574;,False,False,False
A0A2X3ADZ9,,,,False,False,False
A0A2X3C5Z2,CDS family,,IPR000374;,False,False,False
A0A2X3C717,Bacterial/plant glucose-1-phosphate adenylyltransferase family,,IPR011831;IPR056818;IPR005835;IPR029044;IPR011004;,False,False,False
A0A2X3DFA8,,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933};,IPR004839;IPR051326;IPR015424;IPR015421;IPR015422;,False,False,False
A0A2X3EY32,,,IPR034593;IPR036849;IPR029017;IPR029065;IPR013342;,False,False,False
A0A2X3F2F1,Arylamine N-acetyltransferase family,,IPR001447;IPR038765;,False,False,False
A0A2X3F322,,,IPR029045;IPR011762;IPR041010;,False,False,False
A0A2X3F817,,,IPR016176;IPR036999;IPR003206;,False,False,False
A0A2X3FHU3,,,IPR002938;IPR036188;IPR050641;,False,False,False
A0A2X3G012,TrpA family,,IPR013785;IPR011060;IPR018204;IPR002028;,False,False,False
A0A2X3GVW4,,,IPR046373;IPR009100;IPR004925;IPR024674;,False,False,False
A0A2X3GYA6,Acetokinase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00020}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|HAMAP-Rule:MF_00020}; Note=Mg(2+). Can also accept Mn(2+). {ECO:0000256|HAMAP-Rule:MF_00020};,IPR004372;IPR000890;IPR023865;IPR043129;,False,False,False
A0A2X3I2D4,,,,False,False,False
A0A2X3IQU0,FGGY kinase family,,IPR043129;IPR000577;IPR018483;IPR018485;IPR018484;IPR005999;,False,False,False
A0A2X3JKE0,,,IPR027417;IPR006083;,False,False,False
A0A2X3JPV6,,,IPR037171;IPR004788;,False,False,False
A0A2X3JQW2,,,IPR050126;IPR004843;IPR029052;,False,False,False
A0A2X3JQZ3,CDS family,,IPR000374;,False,False,False
A0A2X3K3S8,Peptidase S26 family,,IPR036286;IPR000223;IPR019758;IPR019757;IPR019756;IPR019533;IPR019766;,False,False,False
A0A2X3K8P3,Inositol monophosphatase superfamily,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|PIRSR:PIRSR600760-2, ECO:0000256|RuleBase:RU364068};",IPR033942;IPR000760;IPR020550;IPR022337;,False,False,False
A0A2X3KBB1,,,IPR008928;IPR012341;IPR005194;IPR005195;,False,False,False
A0A2X3MLB0,Flavin oxidoreductase frp family,COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000256|ARBA:ARBA00001917};,IPR016446;IPR029479;IPR000415;,False,False,False
A0A2X3PF71,SsuE family,COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000256|ARBA:ARBA00001917};,IPR029039;IPR005025;IPR050712;,False,False,False
A0A2X3SKE3,,,,False,False,False
A0A2X3T317,,,,False,False,False
A0A2X4AN68,Ribonucleoside diphosphate reductase large chain family,,IPR013346;IPR026459;IPR000788;IPR013509;IPR013554;IPR008926;IPR039718;,False,False,False
A0A2X4DQQ7,,,,False,False,False
A0A2X4N9D8,,,,False,False,False
A0A2X4UAE6,Class-II pyridoxal-phosphate-dependent aminotransferase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933};,IPR010961;IPR004839;IPR050087;IPR015424;IPR015421;IPR015422;,False,False,False
A0A2X4XBH5,,,,False,False,False
A0A2X4XJ24,,,,False,False,False
A0A2X4Y2P5,,,,False,False,False
A0A2X4YGL2,,,,False,False,False
A0A2X5G0L0,,,,False,False,False
A0A2X5P0H7,,,,False,False,False
A0A2X6FHX1,NnrD/CARKD family; NnrE/AIBP family; NnrD/CARKD family; NnrE/AIBP family,"COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000256|HAMAP-Rule:MF_01966, ECO:0000256|PIRNR:PIRNR017184}; Note=Binds 1 potassium ion per subunit. {ECO:0000256|HAMAP-Rule:MF_01966, ECO:0000256|PIRNR:PIRNR017184}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_01965};",IPR017953;IPR000631;IPR030677;IPR029056;IPR004443;IPR036652;,False,False,False
A0A2X6G821,,,,False,False,False
A0A2X7FBB8,Lipid A palmitoyltransferase family,,IPR009746;IPR011250;,False,False,False
A0A2X7G6G5,,,,False,False,False
A0A2X7G9U1,,,,False,False,False
A0A2X7H749,Glycosyltransferase 83 family,,IPR022839;IPR003342;IPR050297;,False,False,False
A0A2X7PYA2,,,,False,False,False
A0A2X9W9C1,,,,False,False,False
A0A2Y0YRV5,"Methyltransferase superfamily, Tam family",,IPR041698;IPR029063;IPR023506;IPR023149;,False,False,False
A0A2Y9B958,"Metallo-dependent hydrolases superfamily, DHOase family, Class I DHOase subfamily",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|HAMAP-Rule:MF_00220}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000256|HAMAP-Rule:MF_00220};,IPR006680;IPR004722;IPR050138;IPR002195;IPR011059;IPR032466;,False,False,False
A0A2Z1FET6,Dihydrofolate reductase family,,IPR012259;IPR024072;IPR017925;IPR001796;,False,False,False
A0A2Z2JCN6,,,,False,False,False
A0A2Z2JJA3,,,,False,False,False
A0A2Z2M9F0,,,IPR051626;IPR011894;IPR019752;IPR002869;,False,False,False
A0A2Z2MDD0,,,IPR017719;IPR052198;IPR019752;IPR002869;,False,False,False
A0A2Z3H667,Peptidase S51 family,,IPR029062;IPR005320;IPR011811;,False,False,False
A0A2Z3N565,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;IPR044638;,False,False,False
A0A2Z3U536,,,,False,False,False
A0A2Z4EVE5,LOG family,,IPR005269;IPR031100;,False,False,False
A0A2Z4HQI8,Nicotianamine synthase (NAS)-like family,,IPR004298;IPR029063;,False,False,False
A0A2Z4I2P2,PAL/histidase family,,IPR001106;IPR024083;IPR008948;IPR022313;IPR005922;IPR023144;,False,False,False
A0A2Z4K4P3,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A2Z4MJG0,"Metallo-dependent hydrolases superfamily, Hydantoinase/dihydropyrimidinase family",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947};,IPR006680;IPR011778;IPR011059;IPR032466;IPR050378;,False,False,False
A0A2Z4RPB3,UbiA prenyltransferase family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|HAMAP-Rule:MF_01635};",IPR006370;IPR039653;IPR000537;IPR044878;,False,False,False
A0A2Z4RSD7,TrpF family,,IPR013785;IPR001240;IPR011060;IPR044643;,False,False,False
A0A2Z4XFW0,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A2Z5BWQ8,"Aspartate/ornithine carbamoyltransferase superfamily, OTCase family",,IPR006132;IPR006130;IPR036901;IPR006131;IPR002292;IPR024904;,False,False,False
A0A2Z5C0N7,Catalase family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR038928-2};",IPR018028;IPR024708;IPR024711;IPR011614;IPR002226;IPR010582;IPR020835;,False,False,True
A0A2Z5C148,Agmatine deiminase family,,IPR017754;IPR007466;,False,False,False
A0A2Z5CVM9,Isochorismatase family,,IPR000868;IPR036380;IPR052347;,False,False,False
A0A2Z5D8A5,Zinc-containing alcohol dehydrogenase family,"COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947, ECO:0000256|RuleBase:RU361277};",IPR013149;IPR013154;IPR002328;IPR047109;IPR020843;IPR011032;IPR036291;,False,False,False
A0A2Z5ENB1,Squalene monooxygenase family,"COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|ARBA:ARBA00001974, ECO:0000256|RuleBase:RU367121};",IPR036188;IPR013698;IPR040125;,False,False,False
A0A2Z5FRS0,,,IPR016461;IPR012967;IPR001077;IPR029063;IPR036388;IPR036390;,False,False,False
A0A2Z5FRS5,,,IPR016461;IPR012967;IPR001077;IPR029063;IPR036388;IPR036390;,False,False,False
A0A2Z5FRT2,,,IPR016461;IPR012967;IPR001077;IPR029063;IPR036388;IPR036390;,False,False,False
A0A2Z5HVJ6,Tyrosinase family,COFACTOR: Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000256|ARBA:ARBA00001973};,IPR008922;IPR022740;IPR022739;IPR050316;IPR002227;,False,False,False
A0A2Z5JH82,"LDH/MDH superfamily, MDH type 2 family",,IPR001557;IPR022383;IPR001236;IPR015955;IPR001252;IPR010945;IPR036291;,False,False,False
A0A2Z5SGF1,,,,False,False,False
A0A2Z5SNB2,,,,False,False,False
A0A2Z5SNC9,,,,False,False,False
A0A2Z5TTR4,,,IPR029058;IPR002921;,False,False,False
A0A2Z5TXA4,,,IPR050793;IPR003329;IPR029044;,False,False,False
A0A2Z5U3T3,Glycosyl hydrolase 15 family,,IPR008928;IPR012341;IPR011613;IPR053494;IPR045582;,False,False,False
A0A2Z5U8E0,,,,False,False,False
A0A2Z5UR29,,,,False,False,False
A0A2Z5V6P8,UDP-glycosyltransferase family,,IPR002213;IPR035595;,False,False,False
A0A2Z5XEV7,"NAD(P)-dependent epimerase/dehydratase family, Dihydroflavonol-4-reductase subfamily",,IPR001509;IPR036291;IPR050425;,False,False,False
A0A2Z5YAG3,Adenylate kinase family,,IPR000850;IPR033690;IPR027417;,False,False,False
A0A2Z5YCI7,,,,False,False,False
A0A2Z5YEC0,Peptidase S51 family,,IPR029062;IPR005320;IPR011811;,False,False,False
A0A2Z5YMG0,,,,False,False,False
A0A2Z5YMN4,Arylamine N-acetyltransferase family,,IPR001447;IPR038765;,False,False,False
A0A2Z6BAJ2,Terpene synthase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008949;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A2Z6BAT9,Terpene synthase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008949;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A2Z6BCG6,,,IPR050491;IPR001466;IPR012338;IPR012854;IPR036582;,False,False,False
A0A2Z6BJZ6,,,,False,False,False
A0A2Z6BUH5,,,,False,False,False
A0A2Z6E1E6,ATP:guanido phosphotransferase family,,IPR000749;IPR022415;IPR022414;IPR022413;IPR036802;IPR014746;,False,False,False
A0A2Z6G0Q7,Cysteine synthase/cystathionine beta-synthase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|PIRSR:PIRSR605856-51};",IPR005856;IPR050214;IPR005859;IPR001926;IPR036052;,False,False,False
A0A2Z6G7T9,Glycosyl hydrolase 32 family,,IPR013320;IPR050551;IPR001362;IPR018053;IPR013189;IPR013148;IPR023296;,False,False,False
A0A2Z6IAJ2,,,IPR029058;IPR005674;IPR008979;IPR000383;IPR013736;IPR050585;,False,False,False
A0A2Z6LUD0,"Peroxidase family, Ascorbate peroxidase subfamily",COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000256|ARBA:ARBA00001970};,IPR044831;IPR002016;IPR010255;IPR002207;IPR019794;IPR019793;,False,False,True
A0A2Z6TI50,,,,False,False,False
A0A2Z6ZMA6,,,,False,False,False
A0A314KSQ4,IAA-amido conjugating enzyme family,,IPR004993;IPR055378;IPR055377;,False,False,False
A0A314LDU9,Serine/threonine dehydratase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|RuleBase:RU362012};",IPR045865;IPR050147;IPR001721;IPR038110;IPR005787;IPR001926;IPR036052;,False,False,False
A0A315RXE2,,,,False,False,False
A0A315SAG9,,,,False,False,False
A0A317YCA0,,,IPR044201;IPR016040;IPR036291;,False,False,False
A0A317YJ05,FBPase class 1 family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR044015;IPR000146;IPR033391;IPR028343;IPR020548;,False,False,False
A0A318NWA4,1-acyl-sn-glycerol-3-phosphate acyltransferase family,,IPR004552;IPR002123;,False,False,False
A0A318PHC7,Short-chain dehydrogenases/reductases (SDR) family,,IPR057326;IPR036291;IPR020904;IPR002347;,False,False,False
A0A318PI32,2-oxoacid dehydrogenase family,COFACTOR: Name=(R)-lipoate; Xref=ChEBI:CHEBI:83088; Evidence={ECO:0000256|RuleBase:RU361138}; Note=Binds 1 lipoyl cofactor covalently. {ECO:0000256|RuleBase:RU361138};,IPR003016;IPR050537;IPR001078;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;IPR006255;,False,False,False
A0A318PJL8,Polyphosphate kinase 1 (PPK1) family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00347};,IPR003414;IPR041108;IPR024953;IPR036830;IPR025200;IPR025198;IPR036832;,False,False,False
A0A318PRP8,PEP-utilizing enzyme family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|PIRNR:PIRNR000853, ECO:0000256|PIRSR:PIRSR000853-3};",IPR013815;IPR008279;IPR018274;IPR000121;IPR023151;IPR036637;IPR002192;IPR010121;IPR015813;IPR040442;,False,False,False
A0A323TYK1,DMRL synthase family,,IPR034964;IPR002180;IPR036467;,False,False,False
A0A323UAI1,Isocitrate and isopropylmalate dehydrogenases family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRNR:PIRNR000108, ECO:0000256|PIRSR:PIRSR000108-3}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|PIRNR:PIRNR000108, ECO:0000256|PIRSR:PIRSR000108-3}; Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000256|PIRNR:PIRNR000108, ECO:0000256|PIRSR:PIRSR000108-3}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};",IPR019818;IPR004790;IPR024084;,False,False,False
A0A323UBV9,Acetokinase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00020}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|HAMAP-Rule:MF_00020}; Note=Mg(2+). Can also accept Mn(2+). {ECO:0000256|HAMAP-Rule:MF_00020};,IPR004372;IPR000890;IPR023865;IPR043129;,False,False,False
A0A323UFC5,"LDH/MDH superfamily, MDH type 3 family",,IPR001557;IPR022383;IPR001236;IPR015955;IPR011275;IPR036291;,False,False,False
A0A323UJ70,Adenylate kinase family,,IPR006259;IPR000850;IPR033690;IPR027417;,False,False,False
