enzyme,ecnumber,uniprot_id
1884,1.14.14.147,A0A6A5PYM4
1896,1.14.14.31,P50362
1897,1.14.14.20,P19866
1898,1.14.14.94,Q8J0C9
1901,1.14.14.9,Q93YH6
1902,1.14.15.3,A0A0K5QZ32
1903,1.14.14.105,A0A0M3CKI2
1907,1.14.14.20,A0A6L0YSA6
1908,1.14.14.32,A0A1J7G277
1910,1.14.14.126,Q02253
1911,1.14.14.1,Q9EQ20
1912,1.14.14.11,Q93YB2
1913,1.14.14.11,A0A1Q9R712
1914,1.14.14.115,B6ECN9
1915,1.14.15.8,C0P9J6
1916,1.14.14.20,A0A0E3T3B5
1917,1.14.14.82,U5ILS4
1918,1.14.14.82,A0A376TFS1
1920,1.14.14.162,A0A5E7REI4
1921,1.14.15.6,A0A447WA51
1923,1.14.14.32,A0A1Q9QY00
1924,1.14.14.151,A0A2K4P9P0
1925,1.14.15.16,A0A377DSP6
1926,1.14.15.3,A0A832W6H6
1927,1.14.14.57,Q8BWF0
1929,1.14.14.33,B0JFD7
1931,1.14.14.121,B3GV22
1932,1.14.14.B9,P51649
1933,1.14.14.9,Q1JUP4
1934,1.14.15.16,A0A8D1RS20
1935,1.14.14.115,A0A163G845
1936,1.14.14.154,E1BDP3
1938,1.14.14.91,A0A0E1GWU9
1939,1.14.14.11,A0A8I6Z0L1
1941,1.14.14.9,Q9VBP6
1943,1.14.14.1,B9TSP7
1948,1.14.14.9,A0A8B5P2X3
1949,1.14.14.1,A0A157T0A0
1952,1.14.14.106,C7A2A0
1954,1.14.14.32,Q83XU8
1956,1.14.14.154,A0A379KQK9
1958,1.14.14.128,Q9JHW9
1959,1.14.14.21,O94788
1960,1.14.14.92,Q63639
1968,1.14.14.150,A0A376UAF7
1973,1.14.14.73,A0A376LIE8
1976,1.14.14.55,A0A5D4N4W5
1977,1.14.14.9,A0A6A5Q8G0
1985,1.14.14.87,G7IFT8
1986,1.14.14.17,A8DNN6
1989,1.14.14.154,D9ZKR8
1990,1.14.14.16,D2IX45
1991,1.14.14.14,Q08HM9
1992,1.14.14.9,Q9M631
1993,1.14.14.154,Q9S9N9
1996,1.14.14.73,Q1EL79
1997,1.14.14.92,O04877
1999,1.14.14.95,A0A177YQX9
2002,1.14.14.126,Q9JLJ2
2003,1.14.14.137,Q2KJH9
2004,1.14.14.1,Q9JLJ3
2005,1.14.14.95,P49189
2006,1.14.14.157,P51648
2007,1.14.14.58,Q9FAB1
2008,1.14.14.137,E9Q3E1
2010,1.14.14.164,Q8RR58
2014,1.14.14.79,P61880
2017,1.14.15.4,P19314
2018,1.14.14.60,P19315
2023,1.14.15.16,P0A391
2024,1.14.14.29,Q6XUN9
2025,1.14.14.147,F5Z5S7
2027,1.14.14.83,O69763
2028,1.14.14.90,A2PZP3
2031,1.14.14.1,A0A376MW29
2041,1.14.14.107,A0A107PEU4
2043,1.14.14.82,A0A377C174
2044,1.14.14.82,Q2BN77
2046,1.14.14.86,A0A2X1KUK3
2049,1.14.14.148,A0A0J9X1M8
2050,1.14.15.3,A0A379KSH2
2059,1.14.14.92,P23105
2067,1.14.14.1,A0A6M9XRM7
2069,1.14.14.127,A0A410MR56
2070,1.14.15.16,A0A1J1EVC3
2071,1.14.14.92,A0A376VJJ1
2076,1.14.14.114,Q16MV7
2077,1.14.14.79,Q59702
2078,1.14.14.154,P0DOV9
2079,1.14.14.1,Q3YAT5
2080,1.14.14.43,P09622
2085,1.14.14.19,Q96HY7
2089,1.14.14.22,A9X9K8
2095,1.14.14.11,A0A6L6LAW3
2098,1.14.14.25,A0A428I4H0
2103,1.14.14.87,A0A087LHX0
2104,1.14.14.80,A0A6S5DPQ1
2106,1.14.14.44,D4A5G8
2111,1.14.14.82,A0A8G0MLJ2
2122,1.14.14.32,B4DF00
2126,1.14.14.154,G1U5X6
2127,1.14.14.80,A0A1Q9R873
2128,1.14.14.154,F7EV94
2134,1.14.14.133,A0A0A1A666
2135,1.14.14.87,A0A5B9TSA1
2136,1.14.14.141,Q9KH03
2140,1.14.14.94,Q9LBG1
2141,1.14.14.32,A0A7J9PE07
2143,1.14.14.11,O93738
2147,1.14.14.83,Q9C4Z4
2148,1.14.14.86,A0A1J5K026
2157,1.14.14.29,P26692
2158,1.14.14.11,A0A842YLH9
2159,1.14.14.20,A0A0F8Q608
2161,1.14.14.174,B8YAD0
2163,1.14.14.5,O93736
2164,1.14.14.22,A0A7C5JXK8
2165,1.14.15.18,A0A371R3U0
2168,1.14.14.11,A0A7C0TZU0
2170,1.14.14.11,A0A7J4MYJ0
2171,1.14.14.126,A0A2Z2MDD0
2172,1.14.14.9,A0A5D3I6V0
2178,1.14.14.32,Q59577
2180,1.14.14.1,A0A379KQH4
2182,1.14.14.113,P0DPE9
2183,1.14.14.91,P0DPF0
2186,1.14.14.11,P51857
2194,1.14.14.90,A0A8H8ULG8
2196,1.14.14.82,E9AEU2
2197,1.14.14.137,Q7X480
2199,1.14.14.145,A0A5F2KNF1
2202,1.14.14.82,Q9BH77
2207,1.14.14.11,A0A806R2K8
2210,1.14.14.82,P80030
2214,1.14.14.73,A0A856CEN4
2215,1.14.15.4,A0A7U5ARV6
2218,1.14.14.126,A0A7U5AUR9
2220,1.14.14.1,A0A380E1X4
2221,1.14.14.21,Q8WZM3
2223,1.14.14.81,A0A386QX79
2233,1.14.14.17,I1LMW0
2234,1.14.14.81,G7J2E9
2235,1.14.14.126,P08088
2236,1.14.15.16,Q95JH5
2237,1.14.14.158,Q95JH6
2239,1.14.14.17,Q9DBB8
2241,1.14.14.92,O88455
2243,1.14.14.80,Q9Z2Z8
2246,1.14.14.154,Q17938
2247,1.14.14.1,Q1JUZ2
2248,1.14.14.94,A0A140TAI0
2249,1.14.14.124,P31213
2250,1.14.14.9,A0A2K5U9Z5
2252,1.14.14.114,Q5K2N1
2253,1.14.15.24,F1NJM2
2254,1.14.14.58,A0A8D0UIY2
2256,1.14.14.91,Q8AVI9
2257,1.14.14.82,C7T2J8
2259,1.14.14.16,Q9CY64
2260,1.14.14.9,A0A140VJF4
2261,1.14.14.154,P46844
2265,1.14.14.51,P23102
2267,1.14.15.4,Q08257
2268,1.14.14.45,A0A826X1C5
2269,1.14.15.13,P0A169
2270,1.14.15.16,O52933
2271,1.14.14.32,O52922
2275,1.14.14.16,Q9R9V9
2277,1.14.14.82,O87612
2278,1.14.14.9,A0A7T4G2L3
2281,1.14.14.18,Q8KN40
2284,1.14.14.17,H9LC09
2288,1.14.14.176,C1KF11
2289,1.14.14.82,Q01289
2304,1.14.14.78,Q41203
2305,1.14.14.58,A0A383V7Z2
2306,1.14.14.87,P15904
2310,1.14.14.80,O66148
2315,1.14.14.24,Q16698
2316,1.14.15.4,A0A377DL98
2320,1.14.14.18,Q9JIF5
2323,1.14.15.7,Q8GYB8
2324,1.14.15.7,Q9FEW9
2325,1.14.14.1,Q9AVK9
2327,1.14.15.3,A0A485FI85
2328,1.14.14.126,Q5EU90
2332,1.14.14.35,I1LHU6
2333,1.14.14.11,C7BFZ4
2335,1.14.14.B9,M1T9X3
2339,1.14.14.B11,P97584
2340,1.14.14.32,A0A3Q1LMK8
2344,1.14.14.155,Q46381
2345,1.14.14.21,P57793
2350,1.14.14.86,Q9LDR4
2352,1.14.14.21,Q15392
2353,1.14.14.83,Q5BQE6
2354,1.14.14.82,Q8VCH6
2357,1.14.14.91,Q39172
2358,1.14.14.18,E2S0A6
2359,1.14.14.25,A0A317YCA0
2360,1.14.14.45,J9RYI6
2361,1.14.15.18,A0A178UCV4
2366,1.14.14.120,A0A7W6V6D3
2369,1.14.14.29,A2IBG2
2371,1.14.14.17,Q45VV4
2372,1.14.14.126,Q6DV46
2374,1.14.15.16,A0A0C5DIU7
2379,1.14.14.117,Q944B6
2386,1.14.15.7,M1SQA1
2387,1.14.14.32,A0A6M9XTP3
2388,1.14.14.88,Q6T2B7
2389,1.14.15.18,Q53865
2391,1.14.14.87,C5H429
2393,1.14.14.137,A0A8I6AVZ3
2401,1.14.14.21,A0A826U5S3
2404,1.14.14.175,A0A6S5KBW9
2411,1.14.14.18,Q9RMI3
2414,1.14.14.80,O23939
2416,1.14.14.154,D5JWB3
2418,1.14.14.126,Q7PCC4
2421,1.14.14.33,K7WDL7
2422,1.14.15.18,A0A221J5X3
2424,1.14.14.86,A0A221J5P3
2425,1.14.14.95,Q64591
2426,1.14.14.1,Q9CQ62
2428,1.14.14.108,Q9SU56
2431,1.14.14.80,Q9M4U9
2432,1.14.14.59,F5BT21
2433,1.14.15.3,A0A3Q2UCT2
2434,1.14.14.82,P36551
2437,1.14.15.6,E1BKY9
2438,1.14.14.114,A0A1Y2JNH3
2440,1.14.15.18,Q4U0V8
2441,1.14.14.57,A0A6C9SEC3
2443,1.14.14.11,P35055
2450,1.14.14.9,C0P5U0
2453,1.14.14.11,A0A7Y4N6M3
2460,1.14.14.48,Q12737
2463,1.14.14.24,P08790
2466,1.14.14.16,O65202
2467,1.14.14.137,A0A371BXX3
2473,1.14.14.57,E3WDH1
2475,1.14.14.126,A0A486FK69
2478,1.14.14.173,A0A2N9ATT5
2480,1.14.15.4,Q8GED9
2484,1.14.14.80,P23185
2487,1.14.14.B9,A0A5C9A9Z7
2489,1.14.15.7,P31039
2492,1.14.14.B9,A0A0D5NAM7
2493,1.14.14.107,A0A8B4QG31
2496,1.14.14.11,A0A5S9EZ74
2497,1.14.14.18,P77946
2498,1.14.14.141,O73937
2499,1.14.14.49,A0A150EGR9
2506,1.14.14.45,Q59661
2511,1.14.14.83,Q7RDF4
2516,1.14.14.103,Q07356
2517,1.14.15.16,A0A0H4JG88
2518,1.14.14.87,A0A1D6JQR0
2523,1.14.14.1,A0A1U8DWB8
2525,1.14.14.80,R9WVZ1
2526,1.14.14.92,Q8VXN4
2530,1.14.14.54,Q6UR87
2531,1.14.14.106,A0A0A0LXG3
2533,1.14.15.4,P0CY53
2539,1.14.14.93,O87876
2540,1.14.14.9,A0A2R4BLZ5
2541,1.14.14.30,Q8VUG3
2543,1.14.14.24,O07463
2548,1.14.14.92,Q06319
2549,1.14.14.90,A0A449YVD7
2551,1.14.14.18,Q3ZBF6
2552,1.14.14.82,P26440
2560,1.14.14.17,Q9FS87
2568,1.14.14.94,P70584
2570,1.14.14.9,Q9FS88
2571,1.14.14.9,Q92947
2576,1.14.14.59,P11310
2577,1.14.14.137,P41367
2578,1.14.14.126,P08503
2579,1.14.14.B11,Q3SZB4
2582,1.14.14.11,P28330
2585,1.14.15.16,P15650
2592,1.14.14.17,Q8GMH2
2597,1.14.14.83,A0A4P7UJ54
2599,1.14.14.21,A0A222TEP1
2600,1.14.14.79,A0A1Y1J383
2601,1.14.14.94,A0A1Z1NE76
2611,1.14.14.51,Q99NA0
2614,1.14.14.32,P72222
2615,1.14.14.154,P80464
2617,1.14.14.94,Q5BLE8
2620,1.14.14.82,Q9JPB5
2624,1.14.15.4,Q6J213
2625,1.14.14.154,A6N8C1
2630,1.14.14.162,A0A857HM95
2631,1.14.14.126,A0A7J3M3S6
2632,1.14.14.9,P17556
2634,1.14.14.45,A0A841H8Z5
2637,1.14.14.20,A0A1I2QC78
2638,1.14.15.7,Q9WX54
2639,1.14.14.137,O85596
2640,1.14.14.82,Q9AIK2
2642,1.14.15.7,A0A654U4P4
2643,1.14.14.154,A0A7R7TL21
2645,1.14.14.87,A0A4U1JMS8
2649,1.14.14.18,A0A380NBY4
2651,1.14.14.87,A0A250VD80
2652,1.14.14.9,A0A553IH13
2654,1.14.14.16,A0A1L3Z900
2659,1.14.14.22,A0A854YLU1
2664,1.14.14.21,A0A850LEW8
2665,1.14.14.154,A0A7J9PRB0
2668,1.14.14.81,Q67C42
2669,1.14.14.78,P27346
2671,1.14.14.9,P00366
2672,1.14.14.139,A0A076L6G6
2675,1.14.14.91,P28997
2676,1.14.14.80,E3V1T1
2678,1.14.14.134,Q5BU42
2681,1.14.14.91,P29051
2682,1.14.14.5,P93541
2685,1.14.14.29,B5AAK3
2686,1.14.14.151,B5AAK0
2688,1.14.14.32,Q50JE9
2689,1.14.14.9,A0A6D0ZPS7
2690,1.14.14.11,A1X0G6
2691,1.14.14.73,P00367
2692,1.14.14.137,P10860
2694,1.14.15.16,P00368
2695,1.14.14.82,P42174
2699,1.14.14.149,P26443
2700,1.14.14.B9,Q54KB7
2703,1.14.14.154,A0A2X3I2D4
2704,1.14.14.9,A0A2X1PGZ1
2706,1.14.14.16,B4F4L8
2711,1.14.14.176,P54387
2712,1.14.14.137,A0A0U4QBJ6
2714,1.14.14.26,Q9URS1
2716,1.14.14.58,Q5MBG2
2718,1.14.14.1,Q2WCS9
2719,1.14.15.16,Q977X9
2720,1.14.14.9,P13154
2721,1.14.14.79,A0A2S5CYR6
2722,1.14.14.98,P0A393
2723,1.14.14.51,Q60030
2724,1.14.14.26,Q53560
2725,1.14.14.11,A0A5D3IAI7
2726,1.14.14.51,A0A2T0CEX3
2729,1.14.15.16,A0A852QFF1
2731,1.14.14.1,B3FYT6
2732,1.14.14.20,Q0E5H4
2735,1.14.14.1,A0A1Y2T3M8
2736,1.14.14.92,A0A4V1LEL2
2739,1.14.14.1,A0A1Q3DT14
2741,1.14.14.82,A0A7G7WJ56
2744,1.14.14.9,A0A1M7NNW9
2745,1.14.14.91,A0A1J0EBM6
2747,1.14.14.56,Q3S559
2750,1.14.14.80,W8CV45
2751,1.14.14.126,P22823
2752,1.14.14.48,P23307
2753,1.14.14.90,Q59224
2757,1.14.14.81,A0A418V0F4
2758,1.14.14.99,A0A7Z7MSF7
2760,1.14.14.160,A0A7C3MBI4
2761,1.14.14.78,A0A8G4HCJ5
2762,1.14.14.20,Q53872
2763,1.14.14.107,P40176
2764,1.14.14.11,A0A1E7N3I8
2767,1.14.14.107,A0A8F9NLL0
2768,1.14.14.109,P31228
2769,1.14.14.91,O45307
2770,1.14.14.16,Q75WF1
2771,1.14.14.154,Q922Z0
2772,1.14.14.49,C9K4X7
2773,1.14.14.86,D3ZDM7
2776,1.14.14.82,A0A0F7Z5S3
2778,1.14.14.82,Q8VPD4
2779,1.14.15.16,D2KKB4
2780,1.14.14.82,B3IVI6
2781,1.14.14.1,B2ZHY0
2782,1.14.15.4,Q9LCB2
2783,1.14.14.29,A0A0F9ZWK9
2785,1.14.14.114,D2KWB6
2786,1.14.14.137,Q6TGQ8
2787,1.14.14.B9,P81382
2788,1.14.14.21,V8PAK3
2789,1.14.14.16,P0C2D6
2791,1.14.14.17,P0CC16
2792,1.14.14.80,O09046
2793,1.14.14.107,O04923
2794,1.14.14.86,P56742
2795,1.14.14.79,S4S6Z0
2796,1.14.14.32,P0DI91
2797,1.14.14.41,P81375
2798,1.14.14.91,P0C2D1
2799,1.14.14.48,P0DI88
2800,1.14.14.77,P0DI85
2801,1.14.14.29,Q96RQ9
2802,1.14.14.92,J7H670
2805,1.14.14.126,P0C2D2
2807,1.14.14.51,Q6WP39
2808,1.14.14.86,A1IGW6
2809,1.14.14.32,K9N7B7
2811,1.14.14.18,A8QL52
2812,1.14.14.145,B5AR80
2813,1.14.14.18,P0C2D7
2814,1.14.14.25,P0DQH9
2815,1.14.14.137,P0CC17
2816,1.14.14.81,P0DI90
2819,1.14.14.126,C0HJE7
2822,1.14.15.16,W6JQJ6
2823,1.14.14.63,Q6TGQ9
2824,1.14.14.49,P0DI89
2825,1.14.14.29,P0CJ40
2826,1.14.14.51,P00371
2827,1.14.14.58,Q6R4Q9
2828,1.14.15.24,P14920
2829,1.14.14.24,A0A0E3JXD9
2830,1.14.14.78,Q7X2D3
2831,1.14.14.17,O35078
2832,1.14.14.86,A0A077JN67
2834,1.14.14.73,A8WAD5
2836,1.14.14.82,P18894
2838,1.14.14.21,A0PFJ3
2839,1.14.14.159,Q4QR47
2840,1.14.14.80,P21397
2841,1.14.14.20,P21398
2843,1.14.14.32,P19643
2844,1.14.14.59,Q6NSN2
2845,1.14.14.24,Q8BW75
2846,1.14.14.18,Q6PLK3
2848,1.14.14.82,Q5NU32
2851,1.14.14.1,O88794
2852,1.14.14.17,A0A6A5Q4Y4
2854,1.14.14.126,G1TDS8
2855,1.14.14.126,A0A654F7P9
2857,1.14.15.9,A0A4X1UJ47
2859,1.14.14.83,Q9NVS9
2860,1.14.14.1,A0A0K9QXB1
2862,1.14.14.94,A0A5E6WW18
2864,1.14.14.94,A0A542C130
2865,1.14.14.137,A0A1Z1SWL8
2869,1.14.14.49,H9JTS2
2872,1.14.14.94,A0A378H4X3
2874,1.14.14.29,A0A653ITN7
2879,1.14.14.90,M5AWH1
2880,1.14.14.82,D0PNI2
2882,1.14.15.18,W5NQ71
2885,1.14.14.115,A0A3Q3AAE2
2886,1.14.14.114,P16636
2888,1.14.14.11,A5D7S7
2891,1.14.14.82,A1X3N2
2893,1.14.15.4,A0A832T721
2899,1.14.14.168,A0A5F2KPU5
2901,1.14.14.92,A0A0D8BUU9
2904,1.14.14.95,Q43077
2906,1.14.14.81,P49252
2907,1.14.14.16,Q812C9
2908,1.14.14.91,O46406
2909,1.14.14.B11,O08590
2911,1.14.14.154,A0A376YDM2
2912,1.14.14.9,O75106
2915,1.14.15.7,Q9SW90
2917,1.14.15.13,P19801
2918,1.14.14.91,Q12556
2919,1.14.14.77,Q9TRC7
2920,1.14.14.139,Q42432
2922,1.14.14.5,P36633
2923,1.14.14.91,Q8JZQ5
2924,1.14.15.16,Q8KHS0
2931,1.14.14.83,A0A402E0C2
2933,1.14.14.92,Q08258
2935,1.14.14.151,Q43859
2936,1.14.14.51,P22619
2938,1.14.14.29,P84887
2944,1.14.15.7,A0A5E5QY60
2948,1.14.14.21,A0A379J9F6
2949,1.14.14.126,A0A377IQ84
2951,1.14.14.78,A0A8F9JXM9
2952,1.14.15.4,V5YW53
2953,1.14.14.17,A0A3Q1LIA7
2955,1.14.14.29,A0A376L0T1
2956,1.14.14.12,D3DWK4
2957,1.14.14.14,A0A8I6AII4
2958,1.14.15.16,A0A6L0Z574
2960,1.14.14.82,Q04708
2963,1.14.14.91,O87725
2965,1.14.14.90,A0A485HY45
2970,1.14.14.83,A0A178UNE0
2972,1.14.14.43,A0A7S9NS39
2973,1.14.14.137,V7CV89
2976,1.14.15.16,A0A151UH09
2980,1.14.14.114,A0A6D0DK78
2981,1.14.14.37,Q23695
2985,1.14.14.33,B4DM58
2986,1.14.14.25,Q920D2
2987,1.14.14.16,A0A8D2A4X1
2988,1.14.14.33,P00376
2992,1.14.14.21,A0A558G8G7
2995,1.14.14.9,A0A2I7WAN0
3000,1.14.14.80,A0A0M0KHE1
3001,1.14.14.90,O02604
3008,1.14.14.49,G1UAH9
3009,1.14.14.128,A0A2Z1FET6
3015,1.14.14.33,B5U9U8
3016,1.14.14.23,A0A1T3V8R7
3017,1.14.14.79,O30463
3020,1.14.14.55,J7GQW2
3021,1.14.14.32,A4HCP1
3024,1.14.14.82,A0A2H5CP70
3025,1.14.15.16,D1MYR1
3031,1.14.14.155,P11586
3033,1.14.15.16,Q922D8
3035,1.14.14.83,P27653
3044,1.14.14.11,P28037
3045,1.14.14.137,G1T8P1
3050,1.14.14.20,A0A6A5Q111
3052,1.14.14.137,Q9UDR5
3053,1.14.14.137,A0A0K0K9B1
3054,1.14.14.20,A2VCW9
3055,1.14.15.18,A8E657
3056,1.14.14.21,Q9FVF4
3058,1.14.14.56,Q96TW2
3059,1.14.14.137,M1FHV2
3060,1.14.14.21,Q9BHK4
3061,1.14.14.B9,Q9BHM6
3066,1.14.14.1,Q9H903
3069,1.14.14.19,D3ZUA0
3070,1.14.14.29,Q0P5C2
3071,1.14.15.4,I7HP94
3074,1.14.15.13,A0A8G8PLK7
3075,1.14.14.91,A0A480XWN0
3076,1.14.14.5,P42898
3079,1.14.14.11,Q9SE94
3080,1.14.14.137,Q9SE60
3081,1.14.14.60,A0A0A3XUI4
3086,1.14.14.9,F1RPC8
3087,1.14.14.11,A0A8F9VFF2
3088,1.14.14.81,W5PYW4
3091,1.14.14.126,A0A9I9
3092,1.14.14.56,B1GT63
3095,1.14.14.56,A0A2I4NHT9
3096,1.14.14.92,Q9R5J9
3097,1.14.15.4,I3L325
3099,1.14.15.4,Q2KHX6
3104,1.14.14.95,P30043
3106,1.14.14.51,A2GH85
3108,1.14.14.32,Q01782
3110,1.14.15.8,O09352
3118,1.14.15.4,P11348
3120,1.14.14.56,A0A1J1EQS1
3121,1.14.14.86,A0A1V2GAG7
3125,1.14.14.67,A0A137PLL7
3130,1.14.14.29,A0A5E6ZU53
3131,1.14.14.139,Q56691
3133,1.14.14.1,A0A2R2IEI0
3134,1.14.14.139,P43127
3135,1.14.14.114,P80951
3137,1.14.14.80,Q845S9
3138,1.14.14.9,Q7DI30
3140,1.14.15.16,P29237
3144,1.14.14.51,M4ZRJ3
3145,1.14.14.147,A0A8H1MDJ4
3146,1.14.14.121,A0A6B5EGM7
3150,1.14.15.24,Q50LF2
3152,1.14.14.139,Q93NH4
3154,1.14.14.152,P08159
3155,1.14.14.162,P79371
3157,1.14.15.7,Q9AGP8
3158,1.14.15.7,Q6QHF9
3159,1.14.14.1,Q8C0L6
3161,1.14.14.73,A0A0M3VGH5
3162,1.14.14.16,A0A0N7IZL9
3163,1.14.14.82,O64411
3164,1.14.14.29,Q9NWM0
3165,1.14.15.18,Q8H191
3166,1.14.14.45,Q99K82
3167,1.14.14.1,Q9LYT1
3171,1.14.14.57,A0A2I6U1K5
3172,1.14.14.80,F1RW89
3179,1.14.15.4,Q76M73
3181,1.14.15.13,A0A1P8BCG0
3185,1.14.14.137,Q9UF12
3195,1.14.14.32,A0A1I6X1R4
3199,1.14.14.82,A0A832TA53
3201,1.14.14.51,A0A7J3M2T6
3209,1.14.14.91,A0A8J8YMT3
3210,1.14.14.9,A0A7G2ED38
3211,1.14.14.B11,Q8S394
3213,1.14.14.82,A0A1S4AU58
3216,1.14.14.25,A0A0S2C5G4
3219,1.14.14.139,B9RGG6
3221,1.14.15.4,A0A6J0KAV6
3222,1.14.14.81,A0A8G4B6I2
3225,1.14.14.1,A0A418GRT6
3228,1.14.15.4,A0A2W6NTZ2
3230,1.14.14.9,P0C188
3232,1.14.14.29,B1AS42
3233,1.14.15.13,A8K237
3234,1.14.14.82,F1SJQ5
3235,1.14.14.25,A0A3Q1M485
3237,1.14.14.147,A0A8I6A4C4
3239,1.14.14.34,P83291
3244,1.14.14.30,A0A816K2E1
3245,1.14.14.158,Q8W2K4
3249,1.14.14.17,A8K3B4
3250,1.14.14.1,A0A8I5ZS87
3251,1.14.14.16,A4ZIT2
3253,1.14.14.95,F1P2T2
3256,1.14.14.86,A0A8D2C8E4
3257,1.14.14.24,A0A8H4FB40
3260,1.14.14.154,A0A178USJ1
3263,1.14.14.20,F6XIB2
3265,1.14.14.94,A0A2U1LIM9
3268,1.14.14.86,A0A5P9L852
3271,1.14.14.86,E0A3A7
3273,1.14.14.149,A0A034WP73
3281,1.14.14.82,Q7M4I9
3282,1.14.14.11,B2G3S1
3287,1.14.14.149,F6IXY6
3290,1.14.15.13,A0A0P9WWR6
3291,1.14.14.B11,A7RDN6
3292,1.14.14.51,P05982
3295,1.14.15.4,P15559
3296,1.14.14.175,C6TD38
3302,1.14.15.30,Q9FUP0
3304,1.14.14.50,P83966
3305,1.14.14.80,Q84UV8
3309,1.14.14.5,Q9S926
3314,1.14.14.90,E2RWY5
3315,1.14.14.79,P11415
3316,1.14.14.29,A0A376LFJ7
3321,1.14.14.154,I2FFU1
3324,1.14.14.32,Q8NJJ9
3325,1.14.14.11,A0A4T5UFN8
3328,1.14.14.21,A0A085C7A8
3331,1.14.15.4,A0A5B8HMI6
3333,1.14.14.141,P23312
3335,1.14.14.11,P17571
3342,1.14.14.16,P92921
3344,1.14.14.98,P11605
3345,1.14.14.1,A0A6A4NH28
3349,1.14.15.8,A0A0B0DZM2
3356,1.14.15.9,Q9X4K2
3357,1.14.14.74,Q8KU07
3359,1.14.15.13,A0A2X3PF71
3361,1.14.14.24,Q50H63
3362,1.14.14.107,A0A5E5QSJ7
3365,1.14.14.81,D0EFL2
3366,1.14.14.107,A0A073KHN9
3371,1.14.14.91,Q9P2T1
3383,1.14.15.3,P23295
3407,1.14.14.80,A0A0C7D2E8
3415,1.14.14.126,Q8KKH4
3419,1.14.14.89,A0A827L1V7
3421,1.14.14.81,A0A0S4SQB1
3424,1.14.14.132,Q52675
3426,1.14.14.17,A0A8H9DLP3
3428,1.14.15.13,Q51705
3429,1.14.15.4,P94127
3432,1.14.15.16,A0A1I5DQA6
3436,1.14.14.94,A0A2N8RD37
3441,1.14.14.139,Q51662
3447,1.14.15.16,A0A837WZA5
3451,1.14.14.1,A9ZRZ6
3452,1.14.14.18,Q8X1D8
3454,1.14.14.91,Q00511
3456,1.14.14.154,P16163
3472,1.14.14.173,A0A1E7NDV7
3474,1.14.14.5,Q3S563
3477,1.14.14.126,Q3S560
3480,1.14.14.22,Q9ZR67
3481,1.14.14.80,P05314
3486,1.14.14.114,A0A2R3IUH5
3490,1.14.14.124,F8QQF4
3491,1.14.14.90,A0A3Q0KFL1
3493,1.14.14.81,Q99MD6
3494,1.14.14.125,A0A827K4E3
3496,1.14.14.82,P31023
3500,1.14.15.16,P09623
3502,1.14.14.106,A0A655A8B5
3503,1.14.15.7,A0A1V2SYY0
3504,1.14.14.82,Q60154
3505,1.14.14.98,A0A1L5F878
3512,1.14.14.171,Q6P6R2
3513,1.14.14.71,A0A8H8UL64
3514,1.14.14.58,P11959
3521,1.14.14.51,A0A558G9H4
3523,1.14.14.58,A0A2G4PMH8
3524,1.14.14.86,A0A3N3SI44
3527,1.14.14.17,Q9XLX6
3528,1.14.14.9,A0A099NZA9
3533,1.14.14.1,P90597
3540,1.14.14.141,Q8MUB0
3549,1.14.14.32,P00390
3550,1.14.14.21,Q9TWE1
3551,1.14.14.1,Q962Y6
3552,1.14.14.114,A0A6D0EJQ9
3553,1.14.14.45,A0A8H4F9R5
3554,1.14.14.56,F7DTP2
3556,1.14.14.11,P47791
3557,1.14.14.1,P70619
3558,1.14.14.B9,E1BKZ1
3559,1.14.14.29,U3KP75
3560,1.14.14.1,A0A836D393
3564,1.14.14.73,A0A3E1L8T6
3566,1.14.14.154,A0A3B6IXA3
3570,1.14.14.103,I1JF43
3573,1.14.15.18,A0A0A0K8Q7
3574,1.14.15.16,Q58P25
3578,1.14.14.176,A0A1S3BRV7
3579,1.14.14.21,A0A0N7I716
3581,1.14.14.82,A0A151S7T2
3586,1.14.14.16,A0A481AHR6
3590,1.14.14.45,B7Z2S5
3593,1.14.14.78,A0A0G2K0G3
3594,1.14.14.149,W8VNN5
3596,1.14.14.154,A7AW73
3599,1.14.14.29,A0A060N1W6
3601,1.14.14.80,Q8MZM6
3604,1.14.14.65,Q9N2I8
3605,1.14.14.72,A0A832SI04
3606,1.14.14.81,A0A8D1L6S2
3607,1.14.15.8,B0FXK2
3608,1.14.14.30,A0A8H4C261
3623,1.14.14.18,P28593
3624,1.14.14.1,P13110
3626,1.14.14.78,Q0GU43
3627,1.14.15.3,P39050
3639,1.14.14.86,A0A0E3GVU7
3643,1.14.14.1,Q9LAH5
3645,1.14.14.91,A0A850LHL4
3651,1.14.14.151,Q8GPG4
3654,1.14.14.1,A0A024RB79
3657,1.14.14.18,Q9S850
3665,1.14.14.87,O00391
3667,1.14.14.29,Q8JGM4
3669,1.14.14.82,Q6IUU3
3671,1.14.15.24,A0A8D0SNE5
3673,1.14.14.113,Q9JFN1
3674,1.14.14.82,O08841
3675,1.14.15.16,I1LEN2
3678,1.14.14.78,F1N2K1
3679,1.14.14.82,Q99JK4
3680,1.14.14.82,P57681
3684,1.14.14.115,Q5E936
3686,1.14.14.164,Q9Y3D2
3687,1.14.14.65,A0A6D0L0V2
3688,1.14.14.154,A0A655FA47
