enzyme,ecnumber,uniprot_id,source
1829,1.14.14.91,Q5XI42,brenda
1830,1.14.14.154,Q9S795,brenda
1836,1.14.15.24,P49419,brenda
1837,1.14.14.B9,Q64057,brenda
1838,1.14.14.167,P17202,brenda
1839,1.14.15.18,A0A093DXU4,brenda
1840,1.14.14.1,A0A6M5K8J2,brenda
1842,1.14.14.48,A0A075T6J5,brenda
1845,1.14.14.29,C8CBI9,brenda
1852,1.14.15.16,Q9SNX8,brenda
1853,1.14.14.1,Q8LK61,brenda
1855,1.14.14.120,Q1WIQ6,brenda
1860,1.14.14.B11,A0A6N3EL63,brenda
1871,1.14.14.60,Q716S8,brenda
1872,1.14.15.18,A5JT11,brenda
1873,1.14.14.24,A0A0H3W5K4,brenda
1874,1.14.14.81,A0A8H9PNE0,brenda
1876,1.14.15.13,A0A826R384,brenda
1878,1.14.15.9,A0A2S9SI86,brenda
1879,1.14.14.71,A0A0T7KTG4,brenda
1884,1.14.15.16,A0A6A5PYM4,brenda
1896,1.14.14.31,P50362,brenda
1897,1.14.14.20,P19866,brenda
1898,1.14.14.94,Q8J0C9,brenda
1901,1.14.14.9,Q93YH6,brenda
1902,1.14.15.3,A0A0K5QZ32,brenda
1908,1.14.14.32,A0A1J7G277,brenda
1910,1.14.14.126,Q02253,brenda
1912,1.14.14.94,Q93YB2,brenda
1913,1.14.14.11,A0A1Q9R712,brenda
1914,1.14.14.51,B6ECN9,brenda
1915,1.14.15.8,C0P9J6,brenda
1916,1.14.14.20,A0A0E3T3B5,brenda
1917,1.14.14.1,U5ILS4,brenda
1918,1.14.14.82,A0A376TFS1,brenda
1920,1.14.14.162,A0A5E7REI4,brenda
1921,1.14.15.6,A0A447WA51,brenda
1924,1.14.14.12,A0A2K4P9P0,brenda
1925,1.14.15.16,A0A377DSP6,brenda
1926,1.14.15.3,A0A832W6H6,brenda
1927,1.14.14.73,Q8BWF0,brenda
1929,1.14.14.33,B0JFD7,brenda
1931,1.14.14.121,B3GV22,brenda
1932,1.14.14.B9,P51649,brenda
1933,1.14.14.9,Q1JUP4,brenda
1935,1.14.14.115,A0A163G845,brenda
1936,1.14.14.154,E1BDP3,brenda
1938,1.14.14.91,A0A0E1GWU9,brenda
1939,1.14.14.11,A0A8I6Z0L1,brenda
1941,1.14.14.9,Q9VBP6,brenda
1943,1.14.14.1,B9TSP7,brenda
1948,1.14.14.9,A0A8B5P2X3,brenda
1949,1.14.14.92,A0A157T0A0,brenda
1952,1.14.14.106,C7A2A0,brenda
1954,1.14.14.89,Q83XU8,brenda
1956,1.14.14.82,A0A379KQK9,brenda
1958,1.14.14.128,Q9JHW9,brenda
1959,1.14.14.21,O94788,brenda
1960,1.14.14.11,Q63639,brenda
1968,1.14.14.150,A0A376UAF7,brenda
1976,1.14.14.55,A0A5D4N4W5,brenda
1977,1.14.14.12,A0A6A5Q8G0,brenda
1986,1.14.14.17,A8DNN6,brenda
1989,1.14.14.154,D9ZKR8,brenda
1990,1.14.14.16,D2IX45,brenda
1991,1.14.14.14,Q08HM9,brenda
1993,1.14.15.16,Q9S9N9,brenda
1996,1.14.14.141,Q1EL79,brenda
1997,1.14.14.92,O04877,brenda
1999,1.14.15.16,A0A177YQX9,brenda
2002,1.14.14.126,Q9JLJ2,brenda
2003,1.14.14.137,Q2KJH9,brenda
2004,1.14.14.82,Q9JLJ3,brenda
2005,1.14.14.95,P49189,brenda
2006,1.14.14.17,P51648,brenda
2007,1.14.14.58,Q9FAB1,brenda
2008,1.14.14.137,E9Q3E1,brenda
2010,1.14.14.164,Q8RR58,brenda
2014,1.14.14.79,P61880,brenda
2017,1.14.15.4,P19314,brenda
2018,1.14.14.60,P19315,brenda
2023,1.14.15.16,P0A391,brenda
2024,1.14.14.29,Q6XUN9,brenda
2027,1.14.14.83,O69763,brenda
2028,1.14.14.90,A2PZP3,brenda
2031,1.14.14.1,A0A376MW29,brenda
2043,1.14.14.82,A0A377C174,brenda
2044,1.14.14.82,Q2BN77,brenda
2046,1.14.14.78,A0A2X1KUK3,brenda
2049,1.14.14.148,A0A0J9X1M8,brenda
2050,1.14.15.3,A0A379KSH2,brenda
2059,1.14.15.18,P23105,brenda
2067,1.14.14.1,A0A6M9XRM7,brenda
2070,1.14.15.16,A0A1J1EVC3,brenda
2071,1.14.14.92,A0A376VJJ1,brenda
2076,1.14.14.114,Q16MV7,brenda
2077,1.14.14.79,Q59702,brenda
2079,1.14.14.1,Q3YAT5,brenda
2080,1.14.14.149,P09622,brenda
2089,1.14.14.22,A9X9K8,brenda
2095,1.14.14.11,A0A6L6LAW3,brenda
2103,1.14.14.84,A0A087LHX0,brenda
2104,1.14.14.80,A0A6S5DPQ1,brenda
2106,1.14.14.44,D4A5G8,brenda
2122,1.14.14.32,B4DF00,brenda
2127,1.14.14.80,A0A1Q9R873,brenda
2134,1.14.14.133,A0A0A1A666,brenda
2135,1.14.14.87,A0A5B9TSA1,brenda
2136,1.14.14.175,Q9KH03,brenda
2143,1.14.14.107,O93738,brenda
2147,1.14.14.83,Q9C4Z4,brenda
2148,1.14.14.93,A0A1J5K026,brenda
2157,1.14.14.29,P26692,brenda
2158,1.14.14.11,A0A842YLH9,brenda
2159,1.14.14.20,A0A0F8Q608,brenda
2161,1.14.14.174,B8YAD0,brenda
2163,1.14.14.5,O93736,brenda
2164,1.14.14.33,A0A7C5JXK8,brenda
2165,1.14.14.16,A0A371R3U0,brenda
2168,1.14.14.91,A0A7C0TZU0,brenda
2171,1.14.14.126,A0A2Z2MDD0,brenda
2178,1.14.14.32,Q59577,brenda
2180,1.14.14.82,A0A379KQH4,brenda
2182,1.14.14.113,P0DPE9,brenda
2183,1.14.14.91,P0DPF0,brenda
2186,1.14.14.11,P51857,brenda
2194,1.14.14.90,A0A8H8ULG8,brenda
2196,1.14.14.82,E9AEU2,brenda
2197,1.14.14.137,Q7X480,brenda
2199,1.14.15.7,A0A5F2KNF1,brenda
2202,1.14.14.82,Q9BH77,brenda
2207,1.14.14.11,A0A806R2K8,brenda
2215,1.14.15.4,A0A7U5ARV6,brenda
2218,1.14.14.126,A0A7U5AUR9,brenda
2220,1.14.14.1,A0A380E1X4,brenda
2221,1.14.14.21,Q8WZM3,brenda
2223,1.14.14.81,A0A386QX79,brenda
2233,1.14.14.17,I1LMW0,brenda
2235,1.14.14.126,P08088,brenda
2236,1.14.15.16,Q95JH5,brenda
2239,1.14.14.B9,Q9DBB8,brenda
2243,1.14.14.80,Q9Z2Z8,brenda
2246,1.14.14.154,Q17938,brenda
2247,1.14.14.1,Q1JUZ2,brenda
2248,1.14.14.81,A0A140TAI0,brenda
2249,1.14.14.9,P31213,brenda
2252,1.14.14.114,Q5K2N1,brenda
2253,1.14.15.24,F1NJM2,brenda
2254,1.14.14.58,A0A8D0UIY2,brenda
2256,1.14.14.91,Q8AVI9,brenda
2259,1.14.14.5,Q9CY64,brenda
2260,1.14.14.19,A0A140VJF4,brenda
2261,1.14.14.173,P46844,brenda
2267,1.14.15.4,Q08257,brenda
2268,1.14.14.45,A0A826X1C5,brenda
2269,1.14.15.13,P0A169,brenda
2271,1.14.14.32,O52922,brenda
2277,1.14.14.1,O87612,brenda
2278,1.14.14.9,A0A7T4G2L3,brenda
2281,1.14.14.18,Q8KN40,brenda
2289,1.14.14.82,Q01289,brenda
2304,1.14.14.78,Q41203,brenda
2306,1.14.14.87,P15904,brenda
2310,1.14.14.80,O66148,brenda
2315,1.14.14.24,Q16698,brenda
2316,1.14.14.50,A0A377DL98,brenda
2323,1.14.15.7,Q8GYB8,brenda
2324,1.14.14.51,Q9FEW9,brenda
2325,1.14.14.1,Q9AVK9,brenda
2327,1.14.15.3,A0A485FI85,brenda
2332,1.14.14.32,I1LHU6,brenda
2335,1.14.14.B9,M1T9X3,brenda
2339,1.14.14.82,P97584,brenda
2340,1.14.14.32,A0A3Q1LMK8,brenda
2344,1.14.14.155,Q46381,brenda
2345,1.14.14.21,P57793,brenda
2350,1.14.14.86,Q9LDR4,brenda
2352,1.14.14.11,Q15392,brenda
2353,1.14.14.50,Q5BQE6,brenda
2354,1.14.14.82,Q8VCH6,brenda
2357,1.14.14.91,Q39172,brenda
2358,1.14.14.18,E2S0A6,brenda
2359,1.14.14.25,A0A317YCA0,brenda
2361,1.14.15.18,A0A178UCV4,brenda
2366,1.14.14.120,A0A7W6V6D3,brenda
2369,1.14.14.29,A2IBG2,brenda
2371,1.14.14.17,Q45VV4,brenda
2372,1.14.14.126,Q6DV46,brenda
2374,1.14.15.16,A0A0C5DIU7,brenda
2379,1.14.14.117,Q944B6,brenda
2386,1.14.15.7,M1SQA1,brenda
2387,1.14.14.32,A0A6M9XTP3,brenda
2388,1.14.14.88,Q6T2B7,brenda
2389,1.14.15.18,Q53865,brenda
2393,1.14.14.137,A0A8I6AVZ3,brenda
2401,1.14.14.21,A0A826U5S3,brenda
2404,1.14.14.175,A0A6S5KBW9,brenda
2414,1.14.14.80,O23939,brenda
2416,1.14.14.44,D5JWB3,brenda
2418,1.14.14.126,Q7PCC4,brenda
2421,1.14.14.33,K7WDL7,brenda
2422,1.14.15.18,A0A221J5X3,brenda
2424,1.14.14.86,A0A221J5P3,brenda
2425,1.14.14.95,Q64591,brenda
2426,1.14.14.1,Q9CQ62,brenda
2428,1.14.14.108,Q9SU56,brenda
2431,1.14.14.80,Q9M4U9,brenda
2432,1.14.14.59,F5BT21,brenda
2433,1.14.15.3,A0A3Q2UCT2,brenda
2434,1.14.15.4,P36551,brenda
2437,1.14.15.6,E1BKY9,brenda
2438,1.14.15.7,A0A1Y2JNH3,brenda
2443,1.14.14.11,P35055,brenda
2450,1.14.14.9,C0P5U0,brenda
2453,1.14.14.11,A0A7Y4N6M3,brenda
2460,1.14.14.48,Q12737,brenda
2466,1.14.15.8,O65202,brenda
2467,1.14.14.23,A0A371BXX3,brenda
2473,1.14.14.57,E3WDH1,brenda
2475,1.14.14.90,A0A486FK69,brenda
2478,1.14.14.173,A0A2N9ATT5,brenda
2480,1.14.15.4,Q8GED9,brenda
2484,1.14.14.80,P23185,brenda
2487,1.14.14.B9,A0A5C9A9Z7,brenda
2489,1.14.15.7,P31039,brenda
2492,1.14.14.82,A0A0D5NAM7,brenda
2493,1.14.14.107,A0A8B4QG31,brenda
2496,1.14.14.11,A0A5S9EZ74,brenda
2497,1.14.14.18,P77946,brenda
2498,1.14.14.141,O73937,brenda
2499,1.14.14.49,A0A150EGR9,brenda
2506,1.14.14.45,Q59661,brenda
2516,1.14.14.103,Q07356,brenda
2517,1.14.15.16,A0A0H4JG88,brenda
2523,1.14.15.7,A0A1U8DWB8,brenda
2530,1.14.14.54,Q6UR87,brenda
2531,1.14.14.106,A0A0A0LXG3,brenda
2533,1.14.15.4,P0CY53,brenda
2540,1.14.14.9,A0A2R4BLZ5,brenda
2541,1.14.14.30,Q8VUG3,brenda
2543,1.14.14.24,O07463,brenda
2548,1.14.14.92,Q06319,brenda
2549,1.14.14.90,A0A449YVD7,brenda
2551,1.14.14.18,Q3ZBF6,brenda
2552,1.14.14.82,P26440,brenda
2568,1.14.14.94,P70584,brenda
2571,1.14.14.9,Q92947,brenda
2576,1.14.14.154,P11310,brenda
2577,1.14.15.8,P41367,brenda
2578,1.14.14.34,P08503,brenda
2579,1.14.14.137,Q3SZB4,brenda
2582,1.14.14.11,P28330,brenda
2585,1.14.15.16,P15650,brenda
2592,1.14.14.17,Q8GMH2,brenda
2597,1.14.14.83,A0A4P7UJ54,brenda
2599,1.14.15.3,A0A222TEP1,brenda
2600,1.14.14.79,A0A1Y1J383,brenda
2601,1.14.14.94,A0A1Z1NE76,brenda
2611,1.14.14.51,Q99NA0,brenda
2614,1.14.14.32,P72222,brenda
2615,1.14.14.154,P80464,brenda
2617,1.14.14.94,Q5BLE8,brenda
2620,1.14.14.91,Q9JPB5,brenda
2624,1.14.15.4,Q6J213,brenda
2625,1.14.14.154,A6N8C1,brenda
2630,1.14.14.162,A0A857HM95,brenda
2631,1.14.14.81,A0A7J3M3S6,brenda
2632,1.14.14.9,P17556,brenda
2634,1.14.14.82,A0A841H8Z5,brenda
2637,1.14.14.20,A0A1I2QC78,brenda
2638,1.14.15.7,Q9WX54,brenda
2639,1.14.14.91,O85596,brenda
2642,1.14.14.107,A0A654U4P4,brenda
2643,1.14.14.154,A0A7R7TL21,brenda
2645,1.14.14.87,A0A4U1JMS8,brenda
2649,1.14.14.18,A0A380NBY4,brenda
2651,1.14.14.87,A0A250VD80,brenda
2652,1.14.14.9,A0A553IH13,brenda
2654,1.14.14.16,A0A1L3Z900,brenda
2659,1.14.14.22,A0A854YLU1,brenda
2664,1.14.14.21,A0A850LEW8,brenda
2665,1.14.14.154,A0A7J9PRB0,brenda
2668,1.14.14.81,Q67C42,brenda
2671,1.14.14.9,P00366,brenda
2672,1.14.14.21,A0A076L6G6,brenda
2675,1.14.14.91,P28997,brenda
2676,1.14.14.80,E3V1T1,brenda
2678,1.14.14.1,Q5BU42,brenda
2681,1.14.14.91,P29051,brenda
2685,1.14.14.29,B5AAK3,brenda
2686,1.14.14.151,B5AAK0,brenda
2689,1.14.14.9,A0A6D0ZPS7,brenda
2691,1.14.14.9,P00367,brenda
2692,1.14.14.94,P10860,brenda
2694,1.14.14.137,P00368,brenda
2695,1.14.14.82,P42174,brenda
2699,1.14.14.149,P26443,brenda
2703,1.14.14.154,A0A2X3I2D4,brenda
2711,1.14.14.176,P54387,brenda
2712,1.14.14.137,A0A0U4QBJ6,brenda
2718,1.14.14.1,Q2WCS9,brenda
2719,1.14.15.16,Q977X9,brenda
2720,1.14.14.16,P13154,brenda
2721,1.14.14.1,A0A2S5CYR6,brenda
2722,1.14.14.16,P0A393,brenda
2723,1.14.14.B13,Q60030,brenda
2724,1.14.14.26,Q53560,brenda
2725,1.14.14.11,A0A5D3IAI7,brenda
2726,1.14.14.51,A0A2T0CEX3,brenda
2731,1.14.14.1,B3FYT6,brenda
2732,1.14.14.20,Q0E5H4,brenda
2739,1.14.14.1,A0A1Q3DT14,brenda
2741,1.14.14.126,A0A7G7WJ56,brenda
2744,1.14.14.9,A0A1M7NNW9,brenda
2751,1.14.15.16,P22823,brenda
2752,1.14.14.94,P23307,brenda
2753,1.14.14.20,Q59224,brenda
2758,1.14.14.99,A0A7Z7MSF7,brenda
2760,1.14.14.160,A0A7C3MBI4,brenda
2761,1.14.14.78,A0A8G4HCJ5,brenda
2762,1.14.14.126,Q53872,brenda
2763,1.14.14.154,P40176,brenda
2764,1.14.14.17,A0A1E7N3I8,brenda
2767,1.14.14.107,A0A8F9NLL0,brenda
2768,1.14.15.18,P31228,brenda
2769,1.14.14.91,O45307,brenda
2770,1.14.14.80,Q75WF1,brenda
2771,1.14.14.154,Q922Z0,brenda
2772,1.14.14.17,C9K4X7,brenda
2773,1.14.14.102,D3ZDM7,brenda
2776,1.14.14.82,A0A0F7Z5S3,brenda
2778,1.14.14.137,Q8VPD4,brenda
2779,1.14.15.16,D2KKB4,brenda
2781,1.14.14.1,B2ZHY0,brenda
2782,1.14.15.4,Q9LCB2,brenda
2783,1.14.14.147,A0A0F9ZWK9,brenda
2785,1.14.14.80,D2KWB6,brenda
2786,1.14.14.137,Q6TGQ8,brenda
2787,1.14.14.B9,P81382,brenda
2788,1.14.14.21,V8PAK3,brenda
2789,1.14.14.130,P0C2D6,brenda
2791,1.14.14.17,P0CC16,brenda
2792,1.14.14.82,O09046,brenda
2794,1.14.14.86,P56742,brenda
2795,1.14.14.79,S4S6Z0,brenda
2796,1.14.15.9,P0DI91,brenda
2797,1.14.14.41,P81375,brenda
2798,1.14.14.91,P0C2D1,brenda
2799,1.14.14.90,P0DI88,brenda
2800,1.14.14.77,P0DI85,brenda
2801,1.14.14.29,Q96RQ9,brenda
2802,1.14.14.45,J7H670,brenda
2805,1.14.14.126,P0C2D2,brenda
2807,1.14.14.51,Q6WP39,brenda
2808,1.14.14.86,A1IGW6,brenda
2809,1.14.14.32,K9N7B7,brenda
2811,1.14.14.37,A8QL52,brenda
2812,1.14.14.5,B5AR80,brenda
2813,1.14.14.18,P0C2D7,brenda
2814,1.14.14.25,P0DQH9,brenda
2815,1.14.15.4,P0CC17,brenda
2816,1.14.14.150,P0DI90,brenda
2819,1.14.14.126,C0HJE7,brenda
2822,1.14.15.16,W6JQJ6,brenda
2823,1.14.14.155,Q6TGQ9,brenda
2824,1.14.14.49,P0DI89,brenda
2825,1.14.14.29,P0CJ40,brenda
2826,1.14.14.51,P00371,brenda
2827,1.14.14.82,Q6R4Q9,brenda
2828,1.14.14.151,P14920,brenda
2829,1.14.14.24,A0A0E3JXD9,brenda
2830,1.14.14.78,Q7X2D3,brenda
2831,1.14.14.17,O35078,brenda
2832,1.14.14.150,A0A077JN67,brenda
2834,1.14.14.73,A8WAD5,brenda
2836,1.14.14.137,P18894,brenda
2838,1.14.14.21,A0PFJ3,brenda
2839,1.14.14.159,Q4QR47,brenda
2840,1.14.14.80,P21397,brenda
2841,1.14.14.20,P21398,brenda
2843,1.14.14.32,P19643,brenda
2844,1.14.14.11,Q6NSN2,brenda
2845,1.14.14.24,Q8BW75,brenda
2846,1.14.14.82,Q6PLK3,brenda
2848,1.14.14.82,Q5NU32,brenda
2854,1.14.14.126,G1TDS8,brenda
2857,1.14.15.9,A0A4X1UJ47,brenda
2859,1.14.14.83,Q9NVS9,brenda
2860,1.14.14.1,A0A0K9QXB1,brenda
2862,1.14.14.94,A0A5E6WW18,brenda
2869,1.14.14.17,H9JTS2,brenda
2872,1.14.14.94,A0A378H4X3,brenda
2874,1.14.14.29,A0A653ITN7,brenda
2879,1.14.14.1,M5AWH1,brenda
2880,1.14.14.151,D0PNI2,brenda
2882,1.14.15.18,W5NQ71,brenda
2885,1.14.14.115,A0A3Q3AAE2,brenda
2886,1.14.14.114,P16636,brenda
2888,1.14.14.44,A5D7S7,brenda
2891,1.14.14.82,A1X3N2,brenda
2893,1.14.15.16,A0A832T721,brenda
2899,1.14.14.145,A0A5F2KPU5,brenda
2901,1.14.14.92,A0A0D8BUU9,brenda
2904,1.14.14.95,Q43077,brenda
2906,1.14.14.81,P49252,brenda
2907,1.14.14.126,Q812C9,brenda
2908,1.14.14.91,O46406,brenda
2909,1.14.14.B11,O08590,brenda
2911,1.14.14.154,A0A376YDM2,brenda
2912,1.14.15.4,O75106,brenda
2915,1.14.15.7,Q9SW90,brenda
2917,1.14.15.13,P19801,brenda
2918,1.14.14.91,Q12556,brenda
2919,1.14.14.77,Q9TRC7,brenda
2920,1.14.14.139,Q42432,brenda
2922,1.14.14.5,P36633,brenda
2933,1.14.14.92,Q08258,brenda
2935,1.14.14.151,Q43859,brenda
2936,1.14.14.12,P22619,brenda
2938,1.14.14.29,P84887,brenda
2944,1.14.15.7,A0A5E5QY60,brenda
2948,1.14.14.86,A0A379J9F6,brenda
2949,1.14.15.6,A0A377IQ84,brenda
2951,1.14.14.78,A0A8F9JXM9,brenda
2952,1.14.15.4,V5YW53,brenda
2953,1.14.14.17,A0A3Q1LIA7,brenda
2955,1.14.14.29,A0A376L0T1,brenda
2956,1.14.14.12,D3DWK4,brenda
2958,1.14.15.16,A0A6L0Z574,brenda
2960,1.14.14.82,Q04708,brenda
2965,1.14.14.90,A0A485HY45,brenda
2970,1.14.14.83,A0A178UNE0,brenda
2972,1.14.14.43,A0A7S9NS39,brenda
2973,1.14.14.137,V7CV89,brenda
2976,1.14.15.16,A0A151UH09,brenda
2980,1.14.14.114,A0A6D0DK78,brenda
2981,1.14.15.18,Q23695,brenda
2986,1.14.14.80,Q920D2,brenda
2992,1.14.14.21,A0A558G8G7,brenda
2995,1.14.14.9,A0A2I7WAN0,brenda
3000,1.14.14.80,A0A0M0KHE1,brenda
3001,1.14.14.90,O02604,brenda
3008,1.14.14.87,G1UAH9,brenda
3009,1.14.14.128,A0A2Z1FET6,brenda
3015,1.14.14.75,B5U9U8,brenda
3016,1.14.14.23,A0A1T3V8R7,brenda
3020,1.14.14.55,J7GQW2,brenda
3021,1.14.14.32,A4HCP1,brenda
3025,1.14.15.16,D1MYR1,brenda
3031,1.14.14.102,P11586,brenda
3033,1.14.15.16,Q922D8,brenda
3035,1.14.14.83,P27653,brenda
3044,1.14.14.11,P28037,brenda
3045,1.14.14.80,G1T8P1,brenda
3050,1.14.14.20,A0A6A5Q111,brenda
3053,1.14.14.137,A0A0K0K9B1,brenda
3054,1.14.14.20,A2VCW9,brenda
3055,1.14.15.18,A8E657,brenda
3056,1.14.14.21,Q9FVF4,brenda
3058,1.14.14.56,Q96TW2,brenda
3059,1.14.14.137,M1FHV2,brenda
3060,1.14.14.21,Q9BHK4,brenda
3061,1.14.14.B9,Q9BHM6,brenda
3066,1.14.15.18,Q9H903,brenda
3069,1.14.14.19,D3ZUA0,brenda
3070,1.14.14.29,Q0P5C2,brenda
3071,1.14.15.4,I7HP94,brenda
3076,1.14.14.5,P42898,brenda
3079,1.14.14.11,Q9SE94,brenda
3081,1.14.14.60,A0A0A3XUI4,brenda
3086,1.14.14.33,F1RPC8,brenda
3087,1.14.14.25,A0A8F9VFF2,brenda
3088,1.14.14.81,W5PYW4,brenda
3091,1.14.14.126,A0A9I9,brenda
3092,1.14.14.16,B1GT63,brenda
3095,1.14.15.16,A0A2I4NHT9,brenda
3096,1.14.14.92,Q9R5J9,brenda
3097,1.14.14.5,I3L325,brenda
3099,1.14.14.44,Q2KHX6,brenda
3104,1.14.14.95,P30043,brenda
3106,1.14.14.51,A2GH85,brenda
3118,1.14.15.4,P11348,brenda
3120,1.14.14.56,A0A1J1EQS1,brenda
3121,1.14.14.25,A0A1V2GAG7,brenda
3125,1.14.14.67,A0A137PLL7,brenda
3130,1.14.14.29,A0A5E6ZU53,brenda
3131,1.14.14.139,Q56691,brenda
3134,1.14.15.24,P43127,brenda
3137,1.14.14.32,Q845S9,brenda
3138,1.14.14.9,Q7DI30,brenda
3144,1.14.14.82,M4ZRJ3,brenda
3145,1.14.14.147,A0A8H1MDJ4,brenda
3150,1.14.15.24,Q50LF2,brenda
3152,1.14.14.139,Q93NH4,brenda
3154,1.14.14.1,P08159,brenda
3157,1.14.15.7,Q9AGP8,brenda
3158,1.14.15.7,Q6QHF9,brenda
3159,1.14.14.1,Q8C0L6,brenda
3161,1.14.14.73,A0A0M3VGH5,brenda
3162,1.14.14.16,A0A0N7IZL9,brenda
3163,1.14.14.82,O64411,brenda
3164,1.14.14.29,Q9NWM0,brenda
3165,1.14.14.1,Q8H191,brenda
3167,1.14.14.1,Q9LYT1,brenda
3171,1.14.14.57,A0A2I6U1K5,brenda
3172,1.14.14.1,F1RW89,brenda
3179,1.14.15.4,Q76M73,brenda
3181,1.14.15.13,A0A1P8BCG0,brenda
3185,1.14.14.137,Q9UF12,brenda
3195,1.14.14.32,A0A1I6X1R4,brenda
3201,1.14.14.51,A0A7J3M2T6,brenda
3209,1.14.14.1,A0A8J8YMT3,brenda
3210,1.14.14.9,A0A7G2ED38,brenda
3211,1.14.14.B11,Q8S394,brenda
3213,1.14.14.21,A0A1S4AU58,brenda
3216,1.14.14.25,A0A0S2C5G4,brenda
3219,1.14.14.139,B9RGG6,brenda
3221,1.14.15.4,A0A6J0KAV6,brenda
3222,1.14.14.81,A0A8G4B6I2,brenda
3225,1.14.14.1,A0A418GRT6,brenda
3228,1.14.14.19,A0A2W6NTZ2,brenda
3230,1.14.14.41,P0C188,brenda
3233,1.14.15.13,A8K237,brenda
3234,1.14.14.82,F1SJQ5,brenda
3235,1.14.14.137,A0A3Q1M485,brenda
3244,1.14.14.30,A0A816K2E1,brenda
3249,1.14.14.33,A8K3B4,brenda
3250,1.14.14.1,A0A8I5ZS87,brenda
3251,1.14.14.16,A4ZIT2,brenda
3256,1.14.14.86,A0A8D2C8E4,brenda
3257,1.14.14.24,A0A8H4FB40,brenda
3260,1.14.14.154,A0A178USJ1,brenda
3265,1.14.14.94,A0A2U1LIM9,brenda
3268,1.14.14.86,A0A5P9L852,brenda
3271,1.14.14.86,E0A3A7,brenda
3273,1.14.14.149,A0A034WP73,brenda
3281,1.14.14.81,Q7M4I9,brenda
3282,1.14.14.11,B2G3S1,brenda
3290,1.14.15.13,A0A0P9WWR6,brenda
3291,1.14.14.B11,A7RDN6,brenda
3292,1.14.14.9,P05982,brenda
3295,1.14.14.29,P15559,brenda
3296,1.14.14.127,C6TD38,brenda
3302,1.14.15.30,Q9FUP0,brenda
3305,1.14.14.80,Q84UV8,brenda
3314,1.14.14.90,E2RWY5,brenda
3315,1.14.14.161,P11415,brenda
3316,1.14.14.11,A0A376LFJ7,brenda
3321,1.14.14.154,I2FFU1,brenda
3324,1.14.14.32,Q8NJJ9,brenda
3325,1.14.14.82,A0A4T5UFN8,brenda
3328,1.14.14.21,A0A085C7A8,brenda
3331,1.14.15.4,A0A5B8HMI6,brenda
3333,1.14.14.141,P23312,brenda
3335,1.14.14.155,P17571,brenda
3342,1.14.14.16,P92921,brenda
3344,1.14.14.98,P11605,brenda
3349,1.14.15.8,A0A0B0DZM2,brenda
3356,1.14.14.154,Q9X4K2,brenda
3357,1.14.14.74,Q8KU07,brenda
3359,1.14.15.13,A0A2X3PF71,brenda
3361,1.14.14.24,Q50H63,brenda
3362,1.14.14.107,A0A5E5QSJ7,brenda
3365,1.14.14.81,D0EFL2,brenda
3366,1.14.14.107,A0A073KHN9,brenda
3371,1.14.14.91,Q9P2T1,brenda
3383,1.14.15.3,P23295,brenda
3415,1.14.14.126,Q8KKH4,brenda
3419,1.14.14.89,A0A827L1V7,brenda
3421,1.14.14.81,A0A0S4SQB1,brenda
3424,1.14.14.1,Q52675,brenda
3426,1.14.14.17,A0A8H9DLP3,brenda
3428,1.14.15.13,Q51705,brenda
3429,1.14.14.158,P94127,brenda
3432,1.14.14.141,A0A1I5DQA6,brenda
3436,1.14.14.94,A0A2N8RD37,brenda
3441,1.14.14.139,Q51662,brenda
3447,1.14.15.16,A0A837WZA5,brenda
3451,1.14.14.149,A9ZRZ6,brenda
3452,1.14.14.18,Q8X1D8,brenda
3454,1.14.14.91,Q00511,brenda
3456,1.14.14.154,P16163,brenda
3472,1.14.14.173,A0A1E7NDV7,brenda
3480,1.14.14.94,Q9ZR67,brenda
3481,1.14.14.16,P05314,brenda
3490,1.14.14.124,F8QQF4,brenda
3493,1.14.14.29,Q99MD6,brenda
3494,1.14.14.91,A0A827K4E3,brenda
3500,1.14.14.58,P09623,brenda
3502,1.14.14.106,A0A655A8B5,brenda
3503,1.14.15.7,A0A1V2SYY0,brenda
3504,1.14.14.82,Q60154,brenda
3505,1.14.14.25,A0A1L5F878,brenda
3514,1.14.14.58,P11959,brenda
3523,1.14.14.58,A0A2G4PMH8,brenda
3524,1.14.14.86,A0A3N3SI44,brenda
3527,1.14.14.17,Q9XLX6,brenda
3528,1.14.14.9,A0A099NZA9,brenda
3549,1.14.14.32,P00390,brenda
3550,1.14.14.21,Q9TWE1,brenda
3551,1.14.14.1,Q962Y6,brenda
3552,1.14.14.114,A0A6D0EJQ9,brenda
3553,1.14.14.45,A0A8H4F9R5,brenda
3557,1.14.14.1,P70619,brenda
3558,1.14.14.B9,E1BKZ1,brenda
3560,1.14.14.1,A0A836D393,brenda
3564,1.14.14.73,A0A3E1L8T6,brenda
3570,1.14.14.103,I1JF43,brenda
3573,1.14.15.18,A0A0A0K8Q7,brenda
3578,1.14.14.176,A0A1S3BRV7,brenda
3579,1.14.14.21,A0A0N7I716,brenda
3590,1.14.14.1,B7Z2S5,brenda
3593,1.14.14.78,A0A0G2K0G3,brenda
3594,1.14.14.9,W8VNN5,brenda
3596,1.14.14.154,A7AW73,brenda
3599,1.14.14.29,A0A060N1W6,brenda
3601,1.14.14.80,Q8MZM6,brenda
3606,1.14.14.81,A0A8D1L6S2,brenda
