rhea_id,equation,ec_number,reaction_existence
40155,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + reduced [NADPH--hemoprotein reductase] + O2 = 22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.14; 1.14.14.79; 1.14.14.80,Inferred
39791,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + reduced [NADPH--hemoprotein reductase] + O2 = 20-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.14; 1.14.14.79; 1.14.14.80,Inferred
38195,"androst-4-ene-3,17-dione + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = estrone + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+)",1.14.14.14; 1.14.14.79; 1.14.14.80,Inferred
38947,dodecanoate + reduced [NADPH--hemoprotein reductase] + O2 = 12-hydroxydodecanoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.14; 1.14.14.79; 1.14.14.80,Inferred
40199,hexadecanoate + reduced [NADPH--hemoprotein reductase] + O2 = 16-hydroxyhexadecanoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.14; 1.14.14.79; 1.14.14.80,Inferred
38191,testosterone + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = 17beta-estradiol + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+),1.14.14.14; 1.14.14.79; 1.14.14.80,Inferred
40203,tetradecanoate + reduced [NADPH--hemoprotein reductase] + O2 = 14-hydroxytetradecanoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.14; 1.14.14.79; 1.14.14.80,Inferred
35739,6 reduced [adrenodoxin] + cholesterol + 3 O2 + 6 H(+) = 4-methylpentanal + pregnenolone + 6 oxidized [adrenodoxin] + 4 H2O,1.14.15.6,Inferred
64384,N-acetyl-beta-D-6-sulfogalactosaminyl-(1->4)-alpha-L-iduronyl-(1->3)-N-acetyl-D-6-sulfogalactosamine + H2O = alpha-L-iduronyl-(1->3)-N-acetyl-D-6-sulfogalactosamine + N-acetyl-D-6-sulfogalactosamine,1.14.15.6,Inferred
48276,N-acetyl-beta-D-galactosaminyl-(1->4)-beta-D-3-sulfogalactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + H2O = a beta-D-3-sulfogalactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + N-acetyl-beta-D-ga,1.14.15.6,Inferred
47940,a ganglioside GM2 (d18:1(4E)) + H2O = a ganglioside GM3 (d18:1(4E)) + N-acetyl-beta-D-galactosamine,1.14.15.6,Inferred
47968,a ganglioside GM2 + H2O = a ganglioside GM3 + N-acetyl-beta-D-galactosamine,1.14.15.6,Inferred
64372,beta-D-GalNAc-(1->4)-alpha-L-IdoA-(1->3)-beta-D-GalNAc-4-sulfate-(1->4)-alpha-L-IdoA-(1->3)-D-GalNAc-4-sulfate + H2O = alpha-L-IdoA-(1->3)-beta-D-GalNAc-4-sulfate-(1->4)-alpha-L-IdoA-(1->3)-D-GalNAc-4,1.14.15.6,Inferred
31495,a beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine + UDP-alpha-D-galactose = a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + UDP + H(+),2.4.1.274; 2.7.7.49; 3.1.26.4; 4.2.1.152; 5.3.99.4,Inferred
42708,guanosine(46) in tRNA + S-adenosyl-L-methionine = N(7)-methylguanosine(46) in tRNA + S-adenosyl-L-homocysteine,2.1.1.33,Inferred
24040,2 oxidized [cytochrome P450] + NADPH = 2 reduced [cytochrome P450] + NADP(+) + H(+),1.6.2.4,Inferred
15057,(9Z)-octadecenoyl-[ACP] + H2O = (9Z)-octadecenoate + holo-[ACP] + H(+),1.14.14.118; 1.3.1.9; 2.3.1.38; 2.3.1.39; 2.3.1.86; 3.1.2.14; 4.2.1.59,Inferred
10240,"a 2,3-saturated acyl-[ACP] + NAD(+) = a (2E)-enoyl-[ACP] + NADH + H(+)",1.14.14.118; 1.3.1.9; 2.3.1.38; 2.3.1.39; 2.3.1.86; 3.1.2.14; 4.2.1.59,Inferred
41792,holo-[ACP] + malonyl-CoA = malonyl-[ACP] + CoA,1.14.14.118; 1.3.1.9; 2.3.1.38; 2.3.1.39; 2.3.1.86; 3.1.2.14; 4.2.1.59,Inferred
35955,tryprostatin B + reduced [NADPH--hemoprotein reductase] + O2 = 6-hydroxytryprostatin B + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.118; 1.3.1.9; 2.3.1.38; 2.3.1.39; 2.3.1.86; 3.1.2.14; 4.2.1.59,Inferred
13065,ATP + H2O = ADP + phosphate + H(+),2.3.1.48; 5.4.99.7,Inferred
21992,L-lysyl-[histone] + acetyl-CoA = N(6)-acetyl-L-lysyl-[histone] + CoA + H(+),2.3.1.48; 5.4.99.7,Inferred
14621,"(S)-2,3-epoxysqualene = lanosterol",2.3.1.48; 5.4.99.7,Inferred
46584,"1alpha-hydroxyvitamin D2 + reduced [NADPH--hemoprotein reductase] + O2 = 1alpha,25-dihydroxyvitamin D2 + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.24,Inferred
49272,alfacalcidol + reduced [NADPH--hemoprotein reductase] + O2 = calcitriol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.24,Inferred
32903,calciol + reduced [NADPH--hemoprotein reductase] + O2 = calcidiol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.24,Inferred
46580,vitamin D2 + reduced [NADPH--hemoprotein reductase] + O2 = 25-hydroxyvitamin D2 + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.24,Inferred
25395,"(9Z,12Z)-octadecadienoate + O2 = (8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate",1.13.11.60; 5.4.4.5,Inferred
31579,"(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate = (5S,8R,9Z,12Z)-5,8-dihydroxyoctadeca-9,12-dienoate",1.13.11.60; 5.4.4.5,Inferred
12897,2-cis-(+)-abscisate + reduced [NADPH--hemoprotein reductase] + O2 = (+)-8'-hydroxyabscisate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.137,Inferred
26205,4-nitrophenol + NADPH + O2 + H(+) = 4-nitrocatechol + NADP(+) + H2O,1.14.13.n7; 1.14.14.1,Inferred
20573,calcidiol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = calcitriol + 2 oxidized [adrenodoxin] + H2O,1.14.15.18,Inferred
49064,secalciferol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = calcitetrol + 2 oxidized [adrenodoxin] + H2O,1.14.15.18,Inferred
21812,cholesterol + reduced [NADPH--hemoprotein reductase] + O2 = 7alpha-hydroxycholesterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.23; 1.14.14.26,Inferred
46120,"4beta-hydroxycholesterol + reduced [NADPH--hemoprotein reductase] + O2 = 4beta,7alpha-dihydroxycholesterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.23; 1.14.14.26,Inferred
53256,"lathosterol + reduced [NADPH--hemoprotein reductase] + O2 = 7alpha,8alpha-epoxy-5alpha-cholestan-3beta-ol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.23; 1.14.14.26,Inferred
53252,lathosterol + reduced [NADPH--hemoprotein reductase] + O2 = 5alpha-cholestan-7-oxo-3beta-ol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.23; 1.14.14.26,Inferred
53248,7-dehydrocholesterol + reduced [NADPH--hemoprotein reductase] + O2 = 7-oxocholesterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.23; 1.14.14.26,Inferred
46124,(24S)-hydroxycholesterol + reduced [NADPH--hemoprotein reductase] + O2 = (24S)-7alpha-dihydroxycholesterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.23; 1.14.14.26,Inferred
16093,(24R)-hydroxycholesterol + reduced [NADPH--hemoprotein reductase] + O2 = (24R)-7alpha-dihydroxycholesterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.23; 1.14.14.26,Inferred
38199,"androst-4-ene-3,17-dione + reduced [NADPH--hemoprotein reductase] + O2 = 19-hydroxyandrost-4-ene-3,17-dione + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.14,Inferred
38203,"19-hydroxyandrost-4-ene-3,17-dione + reduced [NADPH--hemoprotein reductase] + O2 = 19-oxo-androst-4-ene-3,17-dione + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)",1.14.14.14,Inferred
38207,"19-oxo-androst-4-ene-3,17-dione + reduced [NADPH--hemoprotein reductase] + O2 = estrone + formate + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+)",1.14.14.14,Inferred
53200,"17beta-hydroxy-5alpha-androstan-3-one + reduced [NADPH--hemoprotein reductase] + O2 = 17beta,19-dihydroxy-3-oxo-5alpha-androstanone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.14,Inferred
53204,"17beta,19-dihydroxy-3-oxo-5alpha-androstanone + reduced [NADPH--hemoprotein reductase] + O2 = 17beta-hydroxy-3,19-dioxo-5alpha-androstanone + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)",1.14.14.14,Inferred
53276,"17beta-hydroxy-3,19-dioxo-5alpha-androstanone + reduced [NADPH--hemoprotein reductase] + O2 = 17beta-hydroxy-3-oxo-19-nor-5alpha-androst-1-ene + formate + oxidized [NADPH--hemoprotein reductase] + H2O",1.14.14.14,Inferred
52292,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + reduced [NADPH--hemoprotein reductase] + O2 = 13-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 4.2.1.152,Inferred
52284,"(9Z,12Z)-octadecadienoate + reduced [NADPH--hemoprotein reductase] + O2 = 11-hydroxy-(9Z,12Z)-octadecadienoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 4.2.1.152,Inferred
46752,"7alpha-hydroxycholest-4-en-3-one + reduced [NADPH--hemoprotein reductase] + O2 = 7alpha,12alpha-dihydroxycholest-4-en-3-one + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.139,Inferred
15261,"5beta-cholestane-3alpha,7alpha-diol + reduced [NADPH--hemoprotein reductase] + O2 = 5beta-cholestane-3alpha,7alpha,12alpha-triol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.139,Inferred
65700,chenodeoxycholate + reduced [NADPH--hemoprotein reductase] + O2 = cholate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.139,Inferred
47308,estrone + reduced [NADPH--hemoprotein reductase] + O2 = 6alpha-hydroxyestrone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.1; 4.2.1.152,Inferred
47312,estrone + reduced [NADPH--hemoprotein reductase] + O2 = 15alpha-hydroxyestrone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.1; 4.2.1.152,Inferred
47204,estrone + reduced [NADPH--hemoprotein reductase] + O2 = 16alpha-hydroxyestrone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.1; 4.2.1.152,Inferred
47284,17beta-estradiol + reduced [NADPH--hemoprotein reductase] + O2 = 6alpha-hydroxy-17beta-estradiol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.1; 4.2.1.152,Inferred
47288,17beta-estradiol + reduced [NADPH--hemoprotein reductase] + O2 = 7alpha-hydroxy-17beta-estradiol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.1; 4.2.1.152,Inferred
47276,17beta-estradiol + reduced [NADPH--hemoprotein reductase] + O2 = 15alpha-hydroxy-17beta-estradiol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.1; 4.2.1.152,Inferred
49972,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + reduced [NADPH--hemoprotein reductase] + O2 = 16-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 4.2.1.152,Inferred
49968,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + reduced [NADPH--hemoprotein reductase] + O2 = 17-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 4.2.1.152,Inferred
39811,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + reduced [NADPH--hemoprotein reductase] + O2 = 18-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.1; 4.2.1.152,Inferred
17945,"(4S)-limonene + reduced [NADPH--hemoprotein reductase] + O2 = (1S,5R)-carveol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.-; 1.14.14.51,Inferred
67404,gamma-terpinene + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = carvacrol + 2 oxidized [NADPH--hemoprotein reductase] + 3 H2O + 2 H(+),1.14.14.-; 1.14.14.51,Inferred
67408,gamma-terpinene + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = thymol + 2 oxidized [NADPH--hemoprotein reductase] + 3 H2O + 2 H(+),1.14.14.-; 1.14.14.51,Inferred
67416,"(4R)-limonene + reduced [NADPH--hemoprotein reductase] + O2 = (1R,6S)-isopiperitenol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.-; 1.14.14.51,Inferred
18957,"(4R)-limonene + reduced [NADPH--hemoprotein reductase] + O2 = (1R,5S)-carveol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.-; 1.14.14.51; 1.14.14.53,Inferred
67412,alpha-terpinene + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = carvacrol + 2 oxidized [NADPH--hemoprotein reductase] + 3 H2O + 2 H(+),1.14.14.-; 1.14.14.51; 1.14.14.53,Inferred
34335,2 reduced [adrenodoxin] + cholesterol + O2 + 2 H(+) = (22R)-hydroxycholesterol + 2 oxidized [adrenodoxin] + H2O,1.14.15.6,Inferred
34339,"(22R)-hydroxycholesterol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (20R,22R)-20,22-dihydroxycholesterol + 2 oxidized [adrenodoxin] + H2O",1.14.15.6,Inferred
34343,"(20R,22R)-20,22-dihydroxycholesterol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 4-methylpentanal + pregnenolone + 2 oxidized [adrenodoxin] + 2 H2O",1.14.15.6,Inferred
15629,a steroid + 2 reduced [adrenodoxin] + O2 + 2 H(+) = an 11beta-hydroxysteroid + 2 oxidized [adrenodoxin] + H2O,1.14.15.4; 1.14.15.5,Inferred
46104,21-hydroxyprogesterone + 2 reduced [adrenodoxin] + O2 + 2 H(+) = corticosterone + 2 oxidized [adrenodoxin] + H2O,1.14.15.4; 1.14.15.5,Inferred
11872,corticosterone + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 18-hydroxycorticosterone + 2 oxidized [adrenodoxin] + H2O,1.14.15.4; 1.14.15.5,Inferred
50792,18-hydroxycorticosterone + 2 reduced [adrenodoxin] + O2 + 2 H(+) = aldosterone + 2 oxidized [adrenodoxin] + 2 H2O,1.14.15.4; 1.14.15.5,Inferred
46100,11-deoxycortisol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = cortisol + 2 oxidized [adrenodoxin] + H2O,1.14.15.4; 1.14.15.5,Inferred
76151,21-hydroxyprogesterone + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 18-hydroxy-11-deoxycorticosterone + 2 oxidized [adrenodoxin] + H2O,1.14.15.4; 1.14.15.5,Inferred
76019,cortisol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 18-hydroxycortisol + 2 oxidized [adrenodoxin] + H2O,1.14.15.4; 1.14.15.5,Inferred
76023,18-hydroxycortisol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 18-oxocortisol + 2 oxidized [adrenodoxin] + 2 H2O,1.14.15.4; 1.14.15.5,Inferred
76155,21-hydroxyprogesterone + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 19-hydroxy-11-deoxycorticosterone + 2 oxidized [adrenodoxin] + H2O,1.14.15.4; 1.14.15.5,Inferred
76439,19-hydroxy-11-deoxycorticosterone + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 19-oxo-11-deoxycorticosterone + 2 oxidized [adrenodoxin] + 2 H2O,1.14.15.4; 1.14.15.5,Inferred
10608,(E)-cinnamate + reduced [NADPH--hemoprotein reductase] + O2 = (E)-4-coumarate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.91,Inferred
56136,2 a phenolic donor + H2O2 = 2 a phenolic radical donor + 2 H2O,1.11.1.7; 1.14.-.-,Inferred
33219,ent-kaur-16-en-19-oate + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = gibberellin A12 + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+),1.14.14.107,Inferred
19241,ent-kaur-16-en-19-oate + reduced [NADPH--hemoprotein reductase] + O2 = ent-7alpha-hydroxykaur-16-en-19-oate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.107,Inferred
22904,ent-7alpha-hydroxykaur-16-en-19-oate + reduced [NADPH--hemoprotein reductase] + O2 = gibberellin A12 aldehyde + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),1.14.14.107,Inferred
22700,gibberellin A12 aldehyde + reduced [NADPH--hemoprotein reductase] + O2 = gibberellin A12 + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+),1.14.14.107,Inferred
76163,11-deoxycortisol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 18-hydroxy-11-deoxycortisol + 2 oxidized [adrenodoxin] + H2O,1.14.15.4,Inferred
24964,calcitriol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = calcitetrol + 2 oxidized [adrenodoxin] + H2O,1.14.15.16,Inferred
24972,"calcitetrol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (1S)-1,25-dihydroxy-24-oxocalciol + 2 oxidized [adrenodoxin] + 2 H2O",1.14.15.16,Inferred
24976,"(1S)-1,25-dihydroxy-24-oxocalciol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (1S)-1,23,25-trihydroxy-24-oxocalciol + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
24984,"(1S)-1,23-dihydroxy-24,25,26,27-tetranorcalciol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol + 2 oxidized [adrenodoxin] + 2 H2O",1.14.15.16,Inferred
24988,"(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol + 2 reduced [adrenodoxin] + O2 + H(+) = calcitroate + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
24968,calcidiol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = secalciferol + 2 oxidized [adrenodoxin] + H2O,1.14.15.16,Inferred
49196,secalciferol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 25-hydroxy-24-oxocalciol + 2 oxidized [adrenodoxin] + 2 H2O,1.14.15.16,Inferred
49268,"25-hydroxy-24-oxocalciol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 23S,25-dihydroxy-24-oxocholecalciferol + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
49396,"20S,23-dihydroxycholecalciferol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 20S,23,25-trihydroxycholecalciferol + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
49392,"20S,23-dihydroxycholecalciferol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 20S,23,24-trihydroxycholecalciferol + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
49212,"20S-hydroxycholecalciferol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 20S,25-dihydroxycholecalciferol + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
49208,"20S-hydroxycholecalciferol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 20S,24S-dihydroxycholecalciferol + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
49204,"20S-hydroxycholecalciferol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = 20S,24R-dihydroxycholecalciferol + 2 oxidized [adrenodoxin] + H2O",1.14.15.16,Inferred
30399,alpha-carotene + reduced [NADPH--hemoprotein reductase] + O2 = alpha-cryptoxanthin + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.158,Inferred
57352,zeinoxanthin + reduced [NADPH--hemoprotein reductase] + O2 = lutein + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.158,Inferred
34631,"5beta-cholestane-3alpha,7alpha,12alpha-triol + 6 reduced [adrenodoxin] + 3 O2 + 5 H(+) = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 6 oxidized [adrenodoxin] + 4 H2O",1.14.15.15,Inferred
53812,cholestanol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-26-hydroxycholestanol + 2 oxidized [adrenodoxin] + H2O,1.14.15.15,Inferred
47380,(25R)-3beta-hydroxycholest-5-en-7-one-26-al + 2 reduced [adrenodoxin] + O2 + H(+) = (25R)-3beta-hydroxycholest-5-en-7-one-26-oate + 2 oxidized [adrenodoxin] + H2O,1.14.15.15,Inferred
47376,"(25R)-3beta,26-dihydroxycholest-5-en-7-one + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-3beta-hydroxycholest-5-en-7-one-26-al + 2 oxidized [adrenodoxin] + 2 H2O",1.14.15.15,Inferred
47344,"7-oxocholesterol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-3beta,26-dihydroxycholest-5-en-7-one + 2 oxidized [adrenodoxin] + H2O",1.14.15.15,Inferred
46588,calciol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = calcidiol + 2 oxidized [adrenodoxin] + H2O,1.14.15.15,Inferred
40231,"(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al + 2 oxidized [adrenodoxin] + 2 H2O",1.14.15.15,Inferred
46400,"2 reduced [adrenodoxin] + cholesterol + O2 + 2 H(+) = (25R)-cholest-5-ene-3beta,26-diol + 2 oxidized [adrenodoxin] + H2O",1.14.15.15,Inferred
46436,"(25R)-3beta,4beta-dihydroxycholest-5-en-26-al + 2 reduced [adrenodoxin] + O2 + H(+) = (25R)-3beta,4beta-dihydroxycholest-5-en-26-oate + 2 oxidized [adrenodoxin] + H2O",1.14.15.15,Inferred
46432,"(25R)-4beta,26-dihydroxycholesterol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-3beta,4beta-dihydroxycholest-5-en-26-al + 2 oxidized [adrenodoxin] + 2 H2O",1.14.15.15,Inferred
46428,"4beta-hydroxycholesterol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-4beta,26-dihydroxycholesterol + 2 oxidized [adrenodoxin] + H2O",1.14.15.15,Inferred
45236,(25R)-3beta-hydroxy-5-cholesten-26-al + 2 reduced [adrenodoxin] + O2 + H(+) = (25R)-3beta-hydroxy-5-cholestenoate + 2 oxidized [adrenodoxin] + H2O,1.14.15.15,Inferred
46092,"(25R)-cholest-5-ene-3beta,26-diol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-3beta-hydroxy-5-cholesten-26-al + 2 oxidized [adrenodoxin] + 2 H2O",1.14.15.15,Inferred
34627,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al + 2 reduced [adrenodoxin] + O2 + H(+) = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 2 oxidized [adrenodoxin] + H2O",1.14.15.15,Inferred
14373,"5beta-cholestane-3alpha,7alpha,12alpha-triol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = (25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol + 2 oxidized [adrenodoxin] + H2O",1.14.15.15,Inferred
55860,"all-trans-retinoate + reduced [NADPH--hemoprotein reductase] + O2 = all-trans-5,6-epoxyretinoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.-; 4.2.1.152; 5.3.99.5,Inferred
33295,L-hexahomomethionine + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = (E)-9-(methylsulfanyl)nonanal oxime + 2 oxidized [NADPH--hemoprotein reductase] + CO2 + 3 H2O + 2 H(+),1.14.14.42,Inferred
33291,L-pentahomomethionine + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = (E)-8-(methylsulfanyl)octanal oxime + 2 oxidized [NADPH--hemoprotein reductase] + CO2 + 3 H2O + 2 H(+),1.14.14.42,Inferred
51972,an L-polyhomomethionine + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = an (E)-omega-(methylsulfanyl)-alkanal oxime + 2 oxidized [NADPH--hemoprotein reductase] + CO2 + 3 H2O + 2 H(+),1.14.14.42,Inferred
43616,[molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-Gly + ATP + H(+) = [molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-Gly-AMP + diphosphate,2.7.7.80; 2.8.1.11,Inferred
48612,[molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-Gly-AMP + S-sulfanyl-L-cysteinyl-[cysteine desulfurase] + AH2 = [molybdopterin-synthase sulfur-carrier protein]-C-terminal-Gly-aminoethan,2.7.7.80; 2.8.1.11,Inferred
66132,"a 1,2-diacyl-sn-glycero-3-phosphoethanolamine(out) + ATP + H2O = a 1,2-diacyl-sn-glycero-3-phosphoethanolamine(in) + ADP + phosphate + H(+)",7.6.2.1,Inferred
18033,benzoate + reduced [NADPH--hemoprotein reductase] + O2 = 4-hydroxybenzoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.92,Inferred
27325,"(22S,24R)-22-hydroxy-5alpha-ergostan-3-one + reduced [NADPH--hemoprotein reductase] + O2 = 3-dehydro-6-deoxoteasterone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",1.14.14.147,Inferred
27321,3-epi-6-deoxocathasterone + reduced [NADPH--hemoprotein reductase] + O2 = 6-deoxotyphasterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.147,Inferred
50308,17alpha-hydroxyprogesterone + reduced [NADPH--hemoprotein reductase] + O2 = 11-deoxycortisol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.16,Inferred
50304,progesterone + reduced [NADPH--hemoprotein reductase] + O2 = 21-hydroxyprogesterone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.16,Inferred
50320,"1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + reduced [NADPH--hemoprotein reductase] + O2 = 1-[(9R,10S)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine + oxidized [NADPH--hemoprotein reductase] + ",,Inferred
