uniprot_id,reviewed,protein_name,gene_names,gene_id,organism,taxid,pmid,length,protein_existence,ec_number,subcellular_location
A0A8C8E2Y7,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.14) (EC 1.14.14.79) (EC 1.14.14.80) (Cytochrome P-450AROM) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Estrogen synthase) (Long-chain fatty acid omega-monooxygenase),,,Oryzias sinensis (Chinese medaka),183150,,513,Inferred from homology,1.14.14.14; 1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C8F4S4,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC112264688,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,444,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C8F4X8,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC112264688,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,455,Inferred from homology,1.14.14.154,
A0A8C8F542,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC112264688,112264688;,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,502,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C8F5Z4,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC112264688,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,454,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C8HJB4,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,561,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JGU8,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,556,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JGW0,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,576,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JM55,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,535,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JMQ2,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,526,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JQA5,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,567,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JQD4,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,527,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JRU2,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,542,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JRY0,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,493,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8JS63,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,561,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8MFR0,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC112229702,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,400,Inferred from homology,1.14.14.154,
A0A8C8MIV7,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha),74940,,596,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8TF97,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",,,Peromyscus maniculatus bairdii (Prairie deer mouse),230844,,526,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A8C8TUP0,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),,,Peromyscus maniculatus bairdii (Prairie deer mouse),230844,,502,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C8TXB1,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",LOC102915584,,Peromyscus maniculatus bairdii (Prairie deer mouse),230844,,507,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C8U2Q4,unreviewed,Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase),,102923268;,Peromyscus maniculatus bairdii (Prairie deer mouse),230844,,501,Inferred from homology,5.3.99.4,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C8VGF0,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),,,Pelusios castaneus (West African mud turtle),367368,,510,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8VHP5,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Pelusios castaneus (West African mud turtle),367368,,420,Inferred from homology,1.14.14.154,
A0A8C8VNI6,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Pelusios castaneus (West African mud turtle),367368,,498,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C8VXG7,unreviewed,Cytochrome P450 2E1 (EC 1.14.13.n7) (EC 1.14.14.1),LOC102924223,,Peromyscus maniculatus bairdii (Prairie deer mouse),230844,,434,Inferred from homology,1.14.13.n7; 1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368050}; Peripheral mem
A0A8C8WH04,unreviewed,Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase),PTGIS,122215438;,Panthera leo (Lion),9689,,500,Inferred from homology,5.3.99.4,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C8WI35,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",CYP11A1,,Panthera leo (Lion),9689,,520,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A8C8WS41,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Panthera leo (Lion),9689,,537,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8X2I0,unreviewed,Cytochrome P450 26B1,CYP26B1,,Panthera leo (Lion),9689,,512,Inferred from homology,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C8X871,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,,Panthera leo (Lion),9689,,501,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C8Y0K9,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),CYP4V2,,Panthera leo (Lion),9689,,525,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C8YSH7,unreviewed,unspecific monooxygenase (EC 1.14.14.1),,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,168,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C8YTB1,unreviewed,unspecific monooxygenase (EC 1.14.14.1),,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,267,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C8YVY1,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,496,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8YZH6,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",CYP11A1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,521,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A8C8Z0U8,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,413,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0A8C8Z139,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,502,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8Z1Y9,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,488,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C8Z482,unreviewed,unspecific monooxygenase (EC 1.14.14.1),,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,166,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C8ZD20,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",CYP17A1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,407,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C8ZD46,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",CYP17A1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,479,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C8ZFK8,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),CYP4V2,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,531,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C8ZHW9,unreviewed,Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase),PTGIS,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,500,Inferred from homology,5.3.99.4,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9A302,unreviewed,Cytochrome P450 26B1,CYP26B1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,512,Inferred from homology,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9ACH9,unreviewed,Cytochrome P450 2W1,CYP2W1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,490,Inferred from homology,,SUBCELLULAR LOCATION: Microsome membrane {ECO:0000256|ARBA:ARBA00004524}.
A0A8C9AMK1,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,501,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9BJ40,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,,Phocoena sinus (Vaquita),42100,,501,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9BQV2,unreviewed,Cytochrome P450 26B1,CYP26B1,,Phocoena sinus (Vaquita),42100,,512,Inferred from homology,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9D203,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Panthera leo (Lion),9689,,465,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9DC67,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),CYP21A2,,Panthera leo (Lion),9689,,464,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9DCB0,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),CYP21A2,,Panthera leo (Lion),9689,,494,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9DL31,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",CYP17A1,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,356,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C9DRC6,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),CYP21A2,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,464,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9DRU4,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),CYP21A2,,Prolemur simus (Greater bamboo lemur) (Hapalemur simus),1328070,,494,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9DX95,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",CYP11A1,,Phocoena sinus (Vaquita),42100,,518,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A8C9E753,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Phocoena sinus (Vaquita),42100,,580,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9E803,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Phocoena sinus (Vaquita),42100,,534,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9EC49,unreviewed,Prostacyclin synthase (EC 4.2.1.152) (EC 5.3.99.4) (Hydroperoxy icosatetraenoate dehydratase) (Prostaglandin I2 synthase),PTGIS,,Phocoena sinus (Vaquita),42100,,608,Inferred from homology,4.2.1.152; 5.3.99.4,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9ECL5,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),CYP4V2,,Phocoena sinus (Vaquita),42100,,525,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C9G547,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Pavo cristatus (Indian peafowl) (Blue peafowl),9049,,496,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9GET3,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",LOC111538851,,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,479,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C9GII6,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",LOC111538851,111538851;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,508,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C9GL86,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",LOC111538851,,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,356,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C9GNA3,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",LOC111538851,,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,407,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C9H088,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),LOC111548494,111548494;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,525,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C9H9S2,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC111530151,,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,167,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C9HAN3,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),LOC111530151,111530151;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,420,Inferred from homology,1.14.14.-,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368049}. Microsome memb
A0A8C9HSM7,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",LOC111529691,111529691;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,521,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A8C9IMB4,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,111521449;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,534,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9IWZ6,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),LOC111526288,111526288;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,495,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9J8I9,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),LOC111526288,111526288;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,465,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9JPY2,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,,Panthera tigris altaica (Siberian tiger),74533,,501,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
