reaction,enzyme,label,structure_index,positive_reactions
881,57,0,6029,
564,305,0,6702,
95,48,0,7048,
259,137,0,5744,
170,49,0,2497,
336,230,0,6010,
208,212,0,5526,
31,29,0,2301,
228,229,0,5859,
862,150,0,5701,
707,86,0,4279,
931,137,0,6692,
329,86,0,523,
241,95,0,2734,
893,54,0,2856,
914,137,0,6165,
577,87,0,3489,
450,48,0,2444,
271,310,0,6810,
296,81,0,2842,
944,308,1,2015,944
884,228,1,1585,884
83,86,0,6465,
257,48,0,2755,
223,49,1,185,"221,223"
409,81,0,3340,
462,65,0,3647,
274,221,0,1534,
329,306,0,2011,
429,119,1,814,429
891,229,1,1677,891
136,291,1,1952,136
608,144,0,4337,
443,219,0,5647,
906,229,1,1686,906
842,211,0,1409,
150,67,0,5411,
212,113,0,6264,
162,230,0,1728,
318,96,0,7116,
965,369,1,2128,965
254,198,1,1095,254
931,295,1,1966,"922,931"
12,0,1,8,"74,12"
471,95,1,603,471
136,95,0,3721,
560,70,0,2977,
765,359,0,7099,
938,318,1,2042,"785,938"
786,173,1,920,786
260,49,1,103,"95,262,260"
943,200,0,4847,
577,48,0,4054,
90,228,0,5742,
490,70,0,2969,
277,49,1,224,277
559,91,0,3564,
89,65,0,2917,
281,134,0,4225,
517,106,1,651,"518,517"
165,201,0,4867,
252,196,1,1067,252
262,207,1,1275,262
704,122,0,6489,
96,228,0,5782,
912,70,0,3061,
911,349,1,2093,"409,911"
148,80,1,492,148
160,92,0,3600,
507,95,0,3834,
408,362,0,7115,
302,96,0,3290,
85,110,0,2447,
83,48,1,91,83
95,137,0,6328,
261,229,1,1694,261
200,110,0,3042,
200,137,0,2659,
830,204,0,1228,
249,213,1,1429,249
575,114,1,809,575
697,48,0,4263,
249,55,0,5157,
403,113,0,4089,
819,221,0,1543,
554,144,0,868,
818,204,0,1237,
129,49,1,121,"121,123,129"
822,208,0,1328,
483,230,0,6043,
448,349,0,7079,
245,195,0,4686,
500,65,0,3814,
318,95,0,3800,
774,145,0,7097,
369,49,0,2765,
96,55,0,2487,
789,166,1,911,789
891,107,0,4028,
440,196,0,4698,
944,70,0,6848,
790,327,0,6963,
679,305,0,6691,
801,94,0,936,
256,203,1,1205,256
777,150,0,4463,
423,92,1,582,423
81,22,0,2430,
443,91,1,559,443
680,49,0,2481,
943,305,1,1986,"929,943"
432,228,0,5743,
575,55,0,4142,
575,49,0,4143,
944,314,1,2027,944
245,291,0,6558,
747,160,0,4350,
267,201,0,1153,
428,198,0,4750,
254,200,1,1117,254
804,212,0,1423,
325,70,0,3097,
849,145,0,4345,
693,91,0,4247,
271,137,0,2762,
33,11,0,2197,
235,228,0,1629,
205,230,0,6111,
31,34,0,2352,
340,196,0,4715,
305,67,1,262,305
401,207,0,5219,
44,0,1,1,"20,49,44"
255,122,0,5288,
564,298,0,6659,
276,53,0,5321,
820,200,0,1134,
788,182,0,4491,
488,70,0,3750,
623,113,1,797,"624,623"
567,229,0,5903,
208,91,0,2671,
939,305,1,1995,"930,939"
262,70,0,3048,
255,90,0,5289,
303,110,0,2907,
926,207,0,5226,
290,122,0,2807,
424,65,0,3635,
202,106,0,702,
297,70,0,2927,
747,147,1,871,747
193,90,0,5900,
769,156,1,888,769
245,49,0,207,
354,107,0,3965,
489,107,0,4016,
177,49,0,145,
91,344,0,7059,
256,113,0,5276,
189,228,0,5722,
352,87,1,541,352
377,106,0,689,
730,70,0,2996,
212,137,0,6081,
91,106,0,3936,
747,375,0,7182,
417,91,0,3351,
161,50,0,2817,
254,70,0,5533,
19,263,1,1923,19
279,201,1,1161,279
439,106,0,3961,
913,70,0,2957,
734,137,0,4327,
498,228,0,5711,
220,55,0,6280,
254,81,0,5625,
309,70,1,287,309
210,228,0,1603,
33,249,0,6390,
801,211,0,1389,
628,113,1,798,628
209,57,0,5945,
438,67,0,5418,
302,137,0,3503,
212,95,0,6265,
198,306,0,6754,
271,48,0,2763,
730,91,0,4322,
942,315,1,2028,942
973,204,0,5059,
216,122,0,6273,
444,87,0,3484,
254,219,1,1503,254
19,46,1,89,19
530,308,0,6795,
233,48,0,5809,
311,49,0,2756,
525,106,1,658,525
208,48,0,2670,
351,338,0,7034,
763,163,0,4468,
418,113,0,3355,
790,322,0,6923,
83,213,0,5538,
166,65,0,2921,
320,49,0,3122,
410,80,0,497,
774,156,0,4417,
202,228,0,1597,
915,91,0,6193,
968,228,0,5774,
394,95,0,3955,
890,208,0,5263,
60,22,0,2351,
177,211,0,5478,
926,48,0,6713,
552,208,0,5346,
911,86,0,7081,
93,106,0,3900,
354,228,0,5810,
548,106,0,3889,
523,91,0,3899,
939,95,0,6633,
313,230,0,1760,
786,318,0,6894,
906,310,0,6807,
342,208,0,1308,
885,137,0,6204,
419,81,1,506,419
239,106,0,735,
434,49,0,2769,
508,94,0,4567,
87,91,0,2450,
693,340,0,7043,
183,228,0,1579,
272,208,1,1315,272
300,60,1,249,300
342,204,0,1222,
786,168,1,915,786
81,24,0,2277,
80,293,0,6590,
789,183,0,4499,
160,94,0,4575,
277,55,0,5693,
301,113,0,4132,
823,201,0,1168,
693,187,0,4602,
134,208,0,5314,
375,70,0,3259,
254,209,1,1372,254
429,57,0,4210,
309,228,0,5791,
554,107,0,764,
311,333,0,7015,
786,166,1,905,786
779,149,0,4365,
362,122,0,3603,
730,49,0,2749,
659,230,0,6075,
782,163,1,900,782
349,91,0,3590,
258,110,0,4724,
583,53,0,4062,
565,70,0,3088,
439,305,0,6730,
790,167,0,4503,
801,196,0,1068,
751,371,0,7167,
70,34,0,2344,
134,106,0,3897,
921,285,0,6523,
744,375,0,7183,
510,49,0,2752,
704,286,1,1946,704
249,201,1,1140,249
159,95,0,6121,
596,228,0,5814,
889,201,0,4870,
354,86,0,3163,
360,122,0,3207,
227,106,0,724,
449,315,0,6846,
345,106,0,3932,
646,49,0,2473,
596,137,0,4074,
236,229,0,1710,
819,70,0,3004,
894,230,1,1762,894
949,184,0,6892,
893,228,1,1599,893
685,281,0,6506,
965,160,0,7173,
615,53,0,4090,
279,70,0,5232,
434,65,0,3507,
633,229,0,5879,
95,96,0,7089,
470,95,1,605,470
619,113,1,796,"618,621,619"
279,200,1,1130,279
934,96,0,6697,
323,219,0,5630,
596,87,0,3452,
484,67,0,5423,
100,122,0,2499,
448,91,1,567,448
894,122,0,6061,
238,106,1,733,238
791,183,0,6857,
787,166,1,910,787
918,249,1,1909,918
277,91,0,5508,
973,134,0,4224,
362,49,0,3427,
885,53,0,6205,
195,56,0,2864,
65,34,1,71,65
284,65,0,5205,
32,17,1,35,32
401,67,0,5447,
489,95,1,624,489
136,55,0,6549,
231,106,0,727,
189,110,0,2614,
249,90,0,5264,
362,362,0,7119,
132,53,0,6569,
351,49,0,2512,
60,252,0,6399,
901,230,1,1766,901
349,96,0,3591,
249,95,0,5661,
894,86,0,5768,
199,90,0,5920,
295,67,0,5371,
231,70,0,334,
277,211,1,1406,277
258,95,0,5165,
753,370,0,7163,
816,202,1,1190,816
762,155,1,881,762
254,48,0,5561,
887,70,0,5760,
552,107,0,761,
231,230,0,1790,
322,362,0,7122,
352,97,0,3174,
522,106,1,655,522
280,201,1,1158,"276,280"
305,91,0,2935,
215,228,0,1609,
164,201,0,4871,
679,202,0,4974,
208,107,0,4013,
193,207,0,5198,
288,122,0,5441,
786,182,0,4552,
277,57,0,5692,
805,209,0,1370,
362,297,0,6654,
619,81,0,4098,
794,167,1,912,794
847,113,0,4096,
381,345,0,7063,
220,313,0,6830,
719,65,0,4302,
238,96,0,5992,
749,380,0,7203,
426,55,0,3470,
196,65,0,6229,
669,49,0,4150,
493,95,1,627,493
95,233,1,1891,"409,911,95"
707,187,0,4599,
161,198,0,4743,
893,122,0,6253,
271,91,0,4977,
267,207,0,1279,
911,53,0,7060,
730,208,0,5302,
93,49,1,100,"83,93"
53,248,0,6386,
672,57,0,2872,
532,87,0,3428,
533,96,0,3975,
552,211,0,5486,
409,96,0,7044,
128,208,1,1312,128
928,57,0,6644,
317,230,0,1801,
804,189,0,993,
130,95,0,3709,
934,65,0,6696,
284,110,0,5204,
353,106,0,3904,
697,55,0,3668,
931,110,0,6741,
678,130,1,826,678
205,70,0,312,
972,70,0,3053,
709,57,0,4282,
968,70,0,2965,
803,228,0,5751,
816,208,1,1318,816
615,95,0,3761,
744,146,1,870,744
940,229,0,5894,
572,107,0,3972,
366,211,0,5499,
183,70,0,291,
944,57,0,6801,
944,65,0,7009,
760,150,0,4375,
902,97,0,5880,
381,213,0,5547,
288,55,0,4936,
322,92,0,3601,
219,70,1,324,219
228,70,0,2711,
238,86,0,5993,
183,113,0,4108,
352,92,1,585,352
736,206,0,5131,
901,106,0,3884,
238,53,0,3106,
934,95,0,3705,
485,97,0,3738,
289,49,1,220,"272,289"
374,228,0,1578,
408,65,0,3295,
906,53,0,6256,
14,4,0,2306,
902,229,1,1668,902
239,49,0,202,
423,82,1,511,423
209,91,0,6261,
549,49,0,4027,
234,70,1,339,234
164,114,0,4144,
465,206,0,5138,
212,49,1,178,212
322,122,0,3135,
628,362,0,7111,
816,211,1,1405,816
241,207,0,5238,
448,201,0,4886,
279,95,0,5333,
916,263,0,6434,
226,229,0,1700,
890,97,0,6241,
899,229,1,1649,899
933,305,1,1990,"923,933"
389,106,0,3869,
229,91,0,5800,
770,156,1,889,770
566,82,0,3372,
701,49,0,2648,
832,137,0,5193,
746,150,0,4372,
139,301,0,6671,
904,86,0,6300,
207,49,1,174,207
139,92,0,3613,
87,49,0,2784,
279,122,0,5233,
352,53,0,3466,
166,228,0,1565,
447,106,0,3933,
486,86,0,3727,
515,137,0,3867,
942,113,0,6797,
295,86,0,2839,
423,107,0,3993,
206,70,0,313,
235,229,0,5963,
193,96,0,5901,
774,224,0,4455,
215,48,0,2457,
345,229,0,5986,
748,161,0,4460,
886,48,0,6044,
530,110,0,3962,
369,201,0,4859,
353,86,0,3419,
547,107,1,758,547
641,57,0,4119,
418,55,0,3379,
702,139,0,843,
206,211,0,5483,
877,229,1,1667,877
434,87,0,3416,
694,208,0,5322,
911,350,1,2094,"409,911"
154,53,0,6129,
433,201,0,4887,
462,55,1,594,"461,462"
187,95,0,3708,
138,97,0,2531,
377,286,0,6526,
342,215,0,1460,
822,201,0,4894,
580,113,1,786,580
750,369,0,7158,
266,221,0,1528,
411,86,0,3311,
374,229,0,1662,
33,268,0,6455,
862,156,0,4409,
315,106,0,707,
759,243,0,6367,
171,49,0,2564,
888,131,0,4213,
261,93,0,3645,
256,57,0,5137,
902,48,0,5881,
420,305,0,6698,
362,208,0,5283,
891,97,0,6232,
256,96,0,5109,
331,95,0,3772,
242,228,0,1631,
193,306,0,6751,
271,209,0,5451,
95,90,0,7029,
164,228,0,1559,
185,96,0,2611,
444,86,0,3543,
352,70,0,3037,
803,191,0,1014,
360,57,0,3423,
486,95,1,614,486
19,32,1,65,19
169,67,0,5415,
659,65,0,2905,
196,137,0,2646,
821,221,0,1544,
567,49,0,2537,
199,91,0,2654,
356,87,1,539,356
318,49,0,2596,
230,57,0,3095,
934,49,0,6745,
911,97,0,7020,
447,137,0,3563,
219,65,0,3078,
695,201,0,4890,
532,95,0,3753,
928,81,0,6645,
791,169,0,6885,
537,186,0,4591,
342,106,0,3908,
233,230,1,1792,233
277,221,1,1537,277
93,229,0,5934,
460,92,0,3585,
481,70,0,3129,
719,144,1,855,"720,719"
46,24,0,51,
254,208,1,1307,254
760,151,1,877,760
577,135,1,837,"574,578,579,576,692,577"
548,203,0,5023,
685,207,0,5210,
356,57,0,3459,
562,91,0,3557,
173,228,0,1570,
175,91,0,3572,
170,144,0,4308,
166,132,0,4217,
89,48,1,97,89
229,137,0,6293,
750,149,1,874,750
134,137,0,6993,
185,49,1,155,185
707,96,0,4278,
296,86,0,2843,
839,64,0,2901,
465,90,0,3654,
451,106,0,3916,
895,229,1,1707,895
482,86,0,3722,
19,33,1,66,19
942,57,0,6812,
561,67,0,5386,
803,94,0,937,
377,228,0,1584,
763,224,0,4399,
945,91,0,6785,
258,229,1,1711,258
424,113,0,7113,
690,305,0,6715,
305,362,1,2106,305
318,221,0,5662,
697,95,0,4262,
129,137,0,2555,
937,48,0,6764,
301,201,0,4891,
918,27,0,6385,
546,55,0,4011,
895,65,0,6297,
210,70,0,315,
530,107,1,743,"526,530"
252,198,1,1089,252
633,122,0,4111,
836,86,0,5353,
35,47,0,2432,
786,178,1,925,786
898,83,0,3397,
944,207,0,5171,
493,215,0,5574,
454,86,0,3574,
928,137,0,6729,
192,280,0,6503,
487,112,0,4053,
886,211,0,5487,
562,107,0,774,
189,48,0,2615,
288,95,0,2799,
944,122,0,7008,
508,196,0,4706,
86,53,0,2442,
911,96,0,7061,
531,228,0,5795,
355,87,1,528,355
159,49,1,126,159
815,200,0,1125,
736,144,1,863,736
351,92,1,572,351
590,49,0,2768,
335,230,0,6099,
940,95,0,6781,
442,91,1,563,442
292,65,1,257,292
276,200,1,1127,276
301,90,0,2866,
255,96,0,5144,
886,230,1,1756,886
297,203,0,5034,
85,211,0,5506,
702,202,0,4986,
685,134,1,832,"683,685"
439,229,0,5926,
561,276,0,6486,
353,229,0,5907,
644,65,0,2929,
138,91,0,6544,
942,122,0,6813,
323,67,0,5382,
439,91,1,557,439
259,97,0,5892,
89,204,0,5086,
423,90,0,3455,
302,76,1,401,302
491,95,1,621,491
311,81,0,6148,
877,228,1,1583,877
933,208,0,5298,
247,219,1,1496,247
881,201,0,4875,
777,162,1,899,"778,777"
265,204,0,1225,
297,92,0,3641,
249,48,0,5660,
914,66,0,2933,
9,28,0,2296,
160,70,0,270,
492,86,0,3763,
719,135,0,4245,
210,230,0,1771,
226,297,0,6655,
903,229,1,1675,903
69,31,0,2303,
944,313,1,2025,944
212,91,0,5948,
823,204,0,1241,
520,106,1,652,520
394,81,0,3954,
889,228,1,1589,889
908,91,0,3512,
394,91,0,3533,
292,228,0,5779,
274,202,0,1188,
82,110,0,2438,
284,201,1,1154,284
548,91,0,4015,
823,202,0,1199,
251,186,0,955,
184,113,0,2990,
801,213,0,1432,
228,201,0,4906,
16,14,0,2209,
669,116,1,811,669
212,230,1,1774,212
247,201,1,1141,247
942,137,0,6804,
130,202,0,4967,
823,70,0,3017,
644,49,0,2504,
87,81,0,3337,
804,187,0,971,
892,207,0,5230,
567,107,0,776,
331,362,0,2114,
760,224,0,4374,
25,22,0,2238,
525,86,0,3902,
940,219,0,5650,
220,49,1,184,"219,220"
276,55,0,4828,
128,201,0,4874,
439,49,0,2708,
409,208,0,5351,
256,48,0,5381,
325,116,0,4152,
227,230,0,1787,
484,95,1,616,484
334,107,0,4029,
939,315,0,6847,
881,230,1,1750,881
573,112,1,784,573
381,106,0,691,
254,186,1,963,254
233,70,1,336,233
910,92,0,3629,
297,97,0,2835,
903,53,0,5909,
926,70,0,6761,
714,65,0,4295,
885,122,0,5888,
500,57,0,3807,
403,106,0,732,
935,49,0,6621,
928,91,0,6776,
195,137,0,2643,
483,110,0,3743,
559,108,0,4032,
356,91,0,3183,
238,228,1,1628,238
418,306,0,6774,
249,122,0,5481,
79,47,0,2319,
284,49,1,218,284
249,204,1,1213,249
822,202,0,1200,
433,122,0,7128,
342,195,0,1063,
429,126,1,821,429
249,200,1,1109,249
448,67,0,5394,
254,203,1,1210,254
415,96,0,3319,
223,92,0,3596,
303,53,0,2906,
224,70,0,326,
272,65,0,5213,
517,86,0,3875,
257,90,0,5284,
187,81,0,2995,
254,95,0,5460,
295,295,0,6619,
318,55,0,7117,
300,119,0,4165,
660,113,1,807,"661,660"
311,207,0,5155,
828,110,0,5305,
672,137,0,4146,
933,57,0,6613,
773,152,0,4451,
266,200,0,1120,
302,95,0,3784,
887,48,0,5761,
841,49,0,2773,
193,81,0,2635,
334,201,0,4907,
972,201,0,4943,
80,38,1,76,80
608,230,0,6022,
473,345,0,7062,
185,87,0,3400,
794,318,0,6898,
199,65,0,3038,
762,224,0,4390,
284,228,0,5707,
945,70,0,3068,
911,137,0,7021,
737,207,0,5195,
608,49,0,4087,
352,82,0,3368,
70,35,0,2360,
407,132,0,4216,
243,70,0,346,
139,110,0,2538,
429,88,1,549,429
828,195,0,4683,
714,55,0,3653,
358,201,0,4858,
301,56,1,245,301
257,92,0,3597,
409,97,0,3307,
877,86,0,5732,
446,55,0,3559,
522,67,0,5438,
623,81,0,4103,
506,221,0,5667,
267,211,0,1399,
942,308,1,2014,942
249,91,0,5569,
659,113,1,805,"655,659"
451,113,0,3510,
506,87,0,3421,
205,228,0,1600,
500,137,0,3811,
301,211,0,5515,
227,291,0,6550,
238,110,0,3107,
375,53,0,3931,
803,186,0,959,
788,168,0,4515,
841,93,0,3644,
839,208,1,1303,"127,120,839"
247,211,1,1387,"838,247"
500,55,0,3818,
19,37,1,74,19
507,204,0,5067,
238,65,0,5816,
91,198,0,4754,
70,30,1,60,"61,11,70"
830,219,0,5634,
224,49,0,2621,
252,191,1,1012,252
926,209,0,5458,
429,137,0,4202,
524,106,1,656,524
699,140,1,846,"704,699"
254,91,0,5489,
928,306,1,2010,928
615,295,0,6630,
400,83,0,3396,
282,70,0,4933,
91,49,1,101,91
524,122,0,3895,
302,68,1,263,302
247,96,0,5457,
711,97,0,4290,
254,53,0,5532,
596,342,0,7050,
918,4,0,6396,
282,305,0,6695,
484,204,0,5091,
164,113,0,4084,
258,91,0,5272,
223,65,0,2702,
937,62,0,2893,
762,359,0,7098,
302,78,1,403,302
258,200,1,1111,"252,258"
943,295,1,1974,"929,943"
883,137,0,5864,
938,169,0,4518,
274,211,0,1403,
542,107,1,751,"540,542"
309,113,0,5856,
637,228,0,5786,
228,83,0,3384,
675,86,0,4182,
429,53,0,3494,
300,49,0,2879,
100,91,0,2498,
237,332,0,7011,
261,207,1,1269,"256,261"
342,213,0,1438,
439,97,0,3527,
261,202,1,1174,"256,261"
481,49,0,3731,
245,230,0,1803,
237,106,0,730,
596,49,0,2521,
134,70,0,3116,
199,49,1,166,199
174,229,0,5906,
392,196,0,4714,
358,113,0,3490,
428,87,1,546,428
353,97,0,3418,
884,65,0,6200,
883,87,0,3432,
704,137,0,6525,
938,176,0,4546,
789,167,0,4510,
737,96,0,4338,
547,202,0,4999,
820,211,0,1411,
423,122,0,3382,
267,200,0,1122,
939,191,0,4635,
791,318,1,2043,"950,791"
237,70,0,337,
524,80,0,3321,
171,228,0,1569,
424,122,0,3634,
465,113,0,4121,
944,97,0,6800,
225,229,0,1701,
439,208,0,5334,
801,195,0,1057,
249,49,1,211,249
887,92,0,3616,
813,53,0,5328,
898,81,0,5788,
297,86,0,2926,
100,49,1,107,100
703,144,0,4296,
429,129,1,825,429
496,110,0,3782,
690,82,0,3361,
522,49,0,3890,
99,228,0,6350,
704,281,1,1941,704
184,81,0,3341,
93,111,0,4044,
548,287,0,6531,
500,97,1,634,500
267,67,0,1346,
893,86,0,5781,
167,228,0,1568,
911,344,1,2088,"409,911"
473,87,0,3444,
761,152,0,4434,
185,67,0,2936,
908,49,0,2800,
466,206,0,5143,
200,49,1,167,"198,200"
432,95,0,3740,
839,57,0,5281,
169,228,0,1572,
53,10,0,2192,
235,106,0,734,
775,372,0,7170,
551,204,0,5066,
943,90,0,6684,
394,106,1,718,"221,394"
187,113,0,2994,
633,87,0,3441,
279,91,0,4841,
206,228,0,5746,
255,86,0,5392,
877,53,0,6033,
489,215,0,5567,
209,96,0,3951,
100,230,0,6023,
199,70,1,306,199
302,80,1,490,302
561,305,0,6694,
680,200,0,4815,
224,229,0,1698,
423,87,1,538,423
496,115,0,4149,
280,144,0,4329,
548,230,0,6007,
846,70,0,3069,
247,203,1,1203,247
148,67,0,5370,
311,65,0,5849,
309,67,0,5379,
87,48,1,95,87
431,96,0,3519,
361,87,1,536,361
823,55,0,3657,
209,229,1,1688,209
133,219,0,5646,
279,310,0,6811,
169,113,0,4113,
241,65,0,2735,
774,359,1,2103,774
498,230,0,6059,
131,104,0,3840,
496,303,0,6679,
259,55,0,2627,
254,207,1,1274,254
355,81,0,3415,
169,70,0,284,
243,228,0,1634,
909,239,0,1899,
95,340,1,2084,"409,911,95"
360,221,0,5663,
788,184,0,4490,
429,127,1,822,429
229,95,0,6292,
821,342,0,7051,
353,200,0,4811,
724,144,1,856,"722,723,724"
205,229,0,1684,
294,113,0,4093,
183,91,0,3556,
892,67,0,5395,
898,95,0,5789,
139,87,0,3460,
247,86,0,5485,
397,295,0,6626,
879,87,0,3493,
134,65,0,2546,
885,281,0,6507,
909,381,0,7207,
31,27,0,2150,
761,146,0,4348,
282,67,1,1357,282
823,208,0,1327,
93,91,0,2471,
820,204,0,1238,
911,113,0,7052,
944,137,0,6792,
850,202,0,4995,
89,87,0,3449,
271,55,0,4889,
362,65,0,3210,
40,0,1,9,40
154,200,0,4830,
240,228,0,1632,
541,70,0,4002,
245,228,0,1635,
481,86,0,3730,
149,229,0,5834,
267,221,0,1530,
150,201,0,4911,
513,65,0,3862,
926,57,0,6712,
202,70,0,309,
285,70,0,4941,
271,203,0,5014,
774,356,1,2100,774
821,202,0,1198,
46,34,0,2348,
474,67,0,5375,
918,244,1,1904,918
160,106,0,663,
32,16,1,34,32
346,228,0,5759,
471,81,0,3683,
414,95,0,3744,
401,106,0,3876,
175,55,0,3661,
60,30,0,2407,
317,234,0,6330,
351,82,0,3357,
697,87,0,3488,
429,96,0,4179,
297,95,0,2834,
490,49,0,2616,
803,189,0,992,
354,87,1,527,354
902,137,0,6196,
326,81,0,3344,
240,229,0,1716,
302,64,1,253,302
213,230,0,1775,
386,91,0,3544,
343,211,0,5494,
926,306,1,2006,926
721,229,0,5922,
381,305,0,6707,
271,207,1,1277,271
822,106,0,3944,
483,202,0,4978,
443,95,0,3677,
575,70,0,4046,
279,113,0,4920,
770,159,0,4422,
628,143,0,4284,
911,345,1,2089,"409,911"
309,229,1,1659,309
748,224,0,4358,
816,55,0,4996,
822,67,0,1362,
282,91,0,3548,
16,269,0,6459,
362,90,0,3211,
884,308,0,6794,
532,90,0,3966,
247,110,0,5372,
274,200,0,1126,
911,55,0,7065,
342,212,0,1427,
562,212,0,5535,
260,55,0,2482,
944,67,0,5383,
466,70,0,2997,
601,230,0,6079,
659,55,0,4126,
300,48,0,2875,
193,95,0,3785,
536,208,0,5270,
440,91,1,562,440
220,54,0,2857,
170,230,0,1731,
401,94,0,3673,
300,70,0,3089,
913,67,0,5419,
678,49,0,2709,
488,202,0,4951,
233,228,1,1624,233
342,196,0,1074,
274,201,0,1157,
761,158,1,892,761
231,229,0,1706,
149,90,0,2518,
284,134,0,4233,
965,372,1,2131,965
252,81,0,5616,
239,70,0,342,
255,207,1,1272,255
633,221,0,5691,
883,113,0,6180,
411,70,0,3076,
254,110,0,5149,
769,370,0,7162,
641,97,0,4118,
208,113,0,4125,
537,97,0,3987,
685,91,0,4223,
249,198,1,1087,249
695,207,0,5234,
319,229,0,5902,
384,106,0,3925,
366,95,0,3752,
781,156,0,4471,
707,277,0,6491,
894,113,0,6236,
272,286,0,6527,
590,91,0,3545,
229,57,0,5977,
277,67,1,1353,277
86,230,0,6014,
302,66,1,261,302
794,182,0,4549,
284,96,0,4980,
224,106,0,719,
35,22,0,2269,
84,65,1,256,84
95,81,0,6324,
196,229,1,1676,196
249,195,1,1054,249
633,134,0,4232,
288,49,1,228,288
596,305,0,6686,
859,364,0,2123,
384,228,0,1591,
193,49,1,161,193
442,90,0,3550,
431,70,0,2984,
803,209,0,1368,
885,81,0,5740,
841,137,0,5400,
481,95,1,615,481
427,87,1,545,427
794,322,0,6922,
91,110,0,2475,
285,208,1,1325,285
691,48,0,2468,
512,133,0,4220,
424,87,1,544,424
965,365,1,2124,965
317,106,0,738,
425,83,1,518,425
238,55,0,3959,
213,81,0,3336,
281,201,1,1163,281
888,229,1,1674,888
65,264,0,6439,
138,96,0,6541,
262,137,0,5188,
355,110,0,3598,
790,184,0,4493,
251,191,0,1010,
898,215,0,5575,
320,137,0,7124,
484,55,0,3649,
678,70,0,4206,
904,229,1,1708,"233,904"
890,53,0,5773,
888,137,0,5904,
491,350,0,7083,
914,49,0,2780,
202,144,0,4288,
940,228,0,5747,
229,201,0,4922,
382,230,0,1755,
897,95,0,5793,
389,48,0,2469,
926,305,1,1993,926
859,224,0,1550,
889,291,0,6547,
258,201,1,1142,"252,258"
129,295,0,6614,
523,49,0,2741,
175,207,0,5191,
691,49,0,4238,
909,371,0,7166,
512,219,0,5651,
840,106,0,3873,
933,90,0,6612,
532,57,0,3967,
828,67,1,1345,828
536,207,0,5190,
470,70,0,3691,
285,65,0,5349,
681,133,1,829,681
439,107,0,4025,
185,57,0,2610,
805,212,0,1424,
559,229,0,5991,
559,107,0,769,
916,250,0,1910,
573,91,0,4050,
933,295,1,1968,"923,933"
777,156,0,4462,
369,55,0,6016,
900,230,0,6094,
794,326,0,6955,
433,362,1,2111,433
490,53,0,3758,
765,160,0,4449,
572,295,0,6598,
165,228,0,1564,
466,204,0,5063,
239,228,0,1630,
330,91,0,3553,
660,96,0,4134,
780,147,0,4353,
255,200,1,1115,255
83,295,1,1964,83
548,107,1,756,548
281,200,1,1132,281
803,187,0,970,
366,230,0,1722,
889,137,0,6216,
937,305,1,1994,"353,937"
329,84,0,521,
941,213,0,5539,
271,202,1,1182,271
367,122,0,3443,
255,198,1,1093,255
803,196,0,1069,
427,309,0,6798,
254,92,0,3588,
252,95,0,5641,
695,91,0,4255,
759,159,0,4382,
734,229,0,5874,
748,156,0,4408,
944,309,1,2017,944
481,87,0,3425,
438,81,0,3522,
941,305,1,1996,"925,941"
210,106,0,708,
258,97,0,2726,
886,95,0,3773,
131,229,0,5875,
241,70,0,2980,
229,86,0,6101,
252,57,0,4772,
189,55,0,3002,
167,230,0,1736,
495,57,0,3774,
921,106,0,3945,
284,91,0,5065,
840,97,0,5356,
691,332,0,7007,
782,150,0,4467,
429,122,0,4171,
884,113,0,5884,
709,49,0,2669,
213,70,0,2973,
776,151,0,4376,
515,311,0,6818,
281,122,0,5241,
705,122,0,4287,
99,137,0,4256,
821,204,0,1240,
249,70,0,5613,
96,230,0,6106,
453,95,0,3760,
247,55,0,4861,
733,144,1,862,"731,732,733"
384,87,0,3404,
266,211,0,1397,
254,206,1,1263,254
897,228,1,1613,897
349,57,0,3159,
466,97,0,3663,
482,206,0,5139,
78,27,0,2293,
210,291,0,6551,
934,306,1,2002,"357,934"
955,172,0,4531,
889,110,0,6049,
939,90,0,6768,
209,70,1,316,209
84,90,0,2911,
279,207,1,1287,279
877,55,0,5876,
534,306,0,6759,
202,230,0,1765,
608,113,1,793,"606,607,609,608"
707,49,0,2668,
623,53,0,4102,
87,95,0,2451,
287,49,1,149,287
935,295,1,1970,"927,935"
149,91,0,2519,
247,209,1,1365,247
775,159,0,4443,
247,70,0,3073,
815,221,0,1533,
391,106,0,703,
254,94,1,941,254
914,95,0,6164,
252,195,1,1056,252
787,321,0,6918,
280,211,0,5514,
892,228,0,1604,
216,65,0,6085,
139,70,0,3096,
228,49,1,190,228
779,160,0,4482,
257,87,0,3401,
789,329,0,6979,
313,70,0,3080,
386,311,0,6815,
510,106,1,644,510
255,55,0,3652,
206,106,0,706,
934,221,0,5683,
216,70,1,322,"217,216"
271,96,0,4888,
306,201,0,4939,
247,122,0,5373,
239,230,0,6015,
363,110,0,3198,
192,49,1,160,192
832,362,0,7135,
364,87,1,533,364
229,230,1,1788,229
429,86,0,4175,
85,97,0,2446,
832,207,1,1276,832
9,37,0,2162,
914,87,0,3424,
903,81,0,6052,
154,70,1,268,154
564,107,0,773,
536,107,1,748,"538,536"
904,97,0,6301,
813,97,0,5329,
906,70,0,3117,
426,208,0,5294,
918,31,0,6400,
485,70,0,3739,
484,144,0,4316,
282,201,1,1164,282
492,135,0,4244,
144,229,0,5867,
236,228,0,1626,
428,208,0,5327,
