structure_index,pdb_name,drive_file_id,found_in_drive_metadata,is_trainable_in_exp003_manifest,trainable_rows,expected_size,exists,actual_size,size_match,looks_like_pdb,atom_lines,hetatm_lines,has_heme,has_fe,has_heme_and_fe,heme_line_count,fe_line_count,heme_resnames,fe_resnames
168189,168189.pdb,1-6mqQ00Zc1XAp2kQUYsqljR5FE6t0Ite,True,True,1,664917,True,664917,True,True,8296,31,False,False,False,0,0,,
168232,168232.pdb,176Smw5wzpJEknJmkxKlK-0hdPmNJIkAJ,True,True,1,641262,True,641262,True,True,8055,0,False,False,False,0,0,,
168238,168238.pdb,1Yv_3SjAND0bt8tEHP3ZwXSMjRHYuMg9w,True,True,1,660149,True,660149,True,True,8179,55,False,False,False,0,0,,
168283,168283.pdb,1LmGQQDd7J1YyDwBpNIkZgJwF0ZAW9s9F,True,True,1,673229,True,673229,True,True,8456,0,False,False,False,0,0,,
168308,168308.pdb,1I49gMAAFel4Z3lq1uBP5wXZra2t_axV5,True,True,1,616172,True,616172,True,True,7680,31,False,False,False,0,0,,
168341,168341.pdb,1J0nzumYzUigRuBIqyzFjF5wgrh9_pHS1,True,True,1,660782,True,660782,True,True,8279,14,False,False,False,0,0,,
168343,168343.pdb,1aH63rqWv1DRmybs4wwp3Jzs40TRaY65f,True,False,0,646080,True,646080,True,True,7933,94,False,False,False,0,0,,
168414,168414.pdb,1uXykPJd_z8kqc3kh77vo4khcseY1xZfQ,True,True,1,654773,True,654773,True,True,8139,45,False,False,False,0,0,,
168443,168443.pdb,13-YRgwZfDjiBwpb38Cm_Hb-tDaeewxvn,True,True,1,656525,True,656525,True,True,8143,51,False,False,False,0,0,,
168445,168445.pdb,1KXyykMl79sv4ihYs4MmRC_XagMbenTim,True,True,1,648615,True,648615,True,True,8089,31,False,False,False,0,0,,
168448,168448.pdb,1uOC_BJCWTjvu5mR_KPIG70-p2G-tyTnv,True,True,1,526450,True,526450,True,True,6601,8,False,False,False,0,0,,
168467,168467.pdb,1AMy56ObFu6OC_39auwTvUJPvn5LsQbA7,True,True,1,645252,True,645252,True,True,7926,84,False,False,False,0,0,,
168507,168507.pdb,1XS6insr3jEpBWjaDIN017zM1r_5b11iF,True,True,1,638366,True,638366,True,True,7979,21,False,False,False,0,0,,
168567,168567.pdb,1V6svUjC2WGMrxLj1QmuQf-IGdcR4hUkz,True,True,1,673629,True,673629,True,True,8440,14,False,False,False,0,0,,
168578,168578.pdb,1PmC8DRbQQd6TGDkLtKADQLmkNeT73SqZ,True,True,1,643909,True,643909,True,True,8086,0,False,False,False,0,0,,
168699,168699.pdb,1TvM0SYNuneP44SIlao_xFEQ1dkgh2qOQ,True,True,1,617337,True,617337,True,True,7723,15,False,False,False,0,0,,
168704,168704.pdb,1O0uVEvcWhrAEq_2nD04nfbXdx9wpOUAc,True,True,1,643955,True,643955,True,True,8028,32,False,False,False,0,0,,
168734,168734.pdb,1815hhVCwI_IRnXmmcgfE6KF6gQaK2hil,True,True,1,676825,True,676825,True,True,8442,29,False,False,False,0,0,,
168745,168745.pdb,1aCuFUZO_0KBJ4fBbXp_qn_95FqNS2wSl,True,True,1,515413,True,515413,True,True,6409,28,False,False,False,0,0,,
168903,168903.pdb,13V_3PLmbwf2hAMnHutKf_p1JlNB2Vq2R,True,True,1,514787,True,514787,True,True,6409,25,False,False,False,0,0,,
168960,168960.pdb,1Mp14rxlvSwsVk7I0bF1ZJ0di2hxmfvAo,True,True,1,708677,True,708677,True,True,8869,20,False,False,False,0,0,,
168987,168987.pdb,1Id2Q6u9J5v0BnX9iWelr6qyIUsaN4D5u,True,True,1,672561,True,672561,True,True,8434,12,False,False,False,0,0,,
169003,169003.pdb,1ByqDgTLRuUDghpAegP-UXjvtR1uwrzRG,True,True,1,630562,True,630562,True,True,7862,31,False,False,False,0,0,,
169084,169084.pdb,131_jdh5fl4oUHmRb3ZdmAZSHZ3dymf5b,True,True,1,682900,True,682900,True,True,8539,23,False,False,False,0,0,,
169092,169092.pdb,14Pp06TXzR9SmPZJopjV68UJXggWedRg9,True,True,1,644763,True,644763,True,True,8050,27,False,False,False,0,0,,
169124,169124.pdb,1OrVdAUIClNB5HXSRuHT2UEf6GKOYY-Wj,True,True,1,663839,True,663839,True,True,8277,33,False,False,False,0,0,,
169146,169146.pdb,1jTyknXKT3xw8CaXzXYgnZmTSiZL6SDMP,True,True,1,657977,True,657977,True,True,8194,38,False,False,False,0,0,,
169148,169148.pdb,1DOrPrIoCRVttKZ8EWt_AA4gOx4bkR3Ee,True,True,1,649279,True,649279,True,True,8118,24,False,False,False,0,0,,
169152,169152.pdb,18ALAGduIr-lDw6X8aOoX79GAHP09ICY0,True,True,1,647453,True,647453,True,True,8118,12,False,False,False,0,0,,
169156,169156.pdb,18UeTCSTX-yUoVY_Ce3S1G156nRlQ3Rln,True,True,1,643276,True,643276,True,True,8045,22,False,False,False,0,0,,
169172,169172.pdb,1BmrzdN8FM0Jj7M6BMeSRx51PBJJQWGIO,True,True,1,632132,True,632132,True,True,7856,44,False,False,False,0,0,,
169189,169189.pdb,1HBG9-EEpp2yrjhRbCNlTgGl2bbw0gJbi,True,True,1,679031,True,679031,True,True,8445,41,False,False,False,0,0,,
169312,169312.pdb,1xtJv64rDYOD-BgdrPdayo2KseZEsgCqu,True,True,1,672945,True,672945,True,True,8450,7,False,False,False,0,0,,
169343,169343.pdb,1EJqlaZelFNFpERP51J6-AsCfezprtSDR,True,True,1,508145,True,508145,True,True,6344,20,False,False,False,0,0,,
169397,169397.pdb,1DtcJJAjluvrUu30YLSJl5bsbF3_TUFWb,True,True,1,675499,True,675499,True,True,8452,21,False,False,False,0,0,,
169421,169421.pdb,1cWrnEdBPT7yHvcVwC8jYYkIlMkuJve9s,True,True,1,643461,True,643461,True,True,8074,8,False,False,False,0,0,,
169522,169522.pdb,1v2oRovf523qJyPEBZ2tvNc-f_FSI4VXN,True,True,1,681331,True,681331,True,True,8539,13,False,False,False,0,0,,
169544,169544.pdb,1XkHsg6F4gzBpNXAc0ds2ft6o3lQeWebr,True,True,1,673430,True,673430,True,True,8453,8,False,False,False,0,0,,
169590,169590.pdb,1Oi3YfjrpOXZ1-SQyIWpEkEftNVJr171C,True,True,1,650484,True,650484,True,True,8163,8,False,False,False,0,0,,
169649,169649.pdb,1X6LHvubGhGkQZU00RhVud_Ioi7PtBOx6,True,True,1,703904,True,703904,True,True,8827,13,False,False,False,0,0,,
169668,169668.pdb,1ykwE2PfnsWYp_kBVcwS-n35HdYTtwR7d,True,True,1,636252,True,636252,True,True,7979,11,False,False,False,0,0,,
169670,169670.pdb,1A98XKP6JX4wbV4jcpgB-tebOsohmKVMW,True,True,1,654627,True,654627,True,True,8165,31,False,False,False,0,0,,
169744,169744.pdb,1eAoUXpj5kDapi6R6MXVqtT8pZukHVrAN,True,True,1,646686,True,646686,True,True,8102,15,False,False,False,0,0,,
169770,169770.pdb,1i3TTnuLN70mD8GeRa1KnLczu9pSOBZSn,True,True,1,623816,True,623816,True,True,7752,46,False,False,False,0,0,,
169794,169794.pdb,1PINO7IEOYve83c0OJiPuB4IibuWXVRYN,True,True,1,596459,True,596459,True,True,7419,38,False,False,False,0,0,,
169830,169830.pdb,1MsBRG51btR3WYZiovMw3kkIEIEpShmnz,True,True,1,644613,True,644613,True,True,8102,2,False,False,False,0,0,,
169939,169939.pdb,11FEmQGxND-eYycuzHPFLHNiLqFY8LdVx,True,True,1,644423,True,644423,True,True,8075,14,False,False,False,0,0,,
170048,170048.pdb,,False,False,0,0,False,0,False,False,0,0,False,False,False,0,0,,
170097,170097.pdb,1TIiQ4OpzOjzaVoRBugnPo06SqIo4JanH,True,True,1,681884,True,681884,True,True,8453,56,False,False,False,0,0,,
170156,170156.pdb,1nWTRH8GetA6Ty5B2gMkFe5jEJuEBw11u,True,True,1,614763,True,614763,True,True,7717,0,False,False,False,0,0,,
170173,170173.pdb,1Z5GI-gwMbJanGLohvEDWuHiESRHz_YOi,True,True,1,659970,True,659970,True,True,8236,29,False,False,False,0,0,,
170221,170221.pdb,1PGjAb03KQXMiRyCfO1Y9ab6FnFv-q3Ex,True,True,1,676143,True,676143,True,True,8501,0,False,False,False,0,0,,
170268,170268.pdb,1n6B8-BX6LCY73FyZuaKNaehRECGUQj4s,True,True,1,642509,True,642509,True,True,8000,37,False,False,False,0,0,,
170291,170291.pdb,1LWGuhXr08aK4g35zxQRChGrBdEISNeRk,True,True,1,617786,True,617786,True,True,7718,21,False,False,False,0,0,,
170306,170306.pdb,18rAm84YAWIYCjSXMmYVmRA7Hy2Ru6bAm,True,True,1,683314,True,683314,True,True,8575,9,False,False,False,0,0,,
170316,170316.pdb,1q3kS-4hnYtKH0cK60ie3a1H_WlaaI0tA,True,True,1,683781,True,683781,True,True,8539,29,False,False,False,0,0,,
170395,170395.pdb,1uEsMoAMQJqasYOAHjSWMananR_bPla0a,True,True,1,643517,True,643517,True,True,8074,9,False,False,False,0,0,,
170412,170412.pdb,1_Xe3LDVFnX9fbZLAR0wJSC4iUnIPT21F,True,True,1,680499,True,680499,True,True,8445,51,False,False,False,0,0,,
170421,170421.pdb,1ynlYwAz8DoSZf7xxa_n6UvcoOBv3FkB_,True,True,1,673577,True,673577,True,True,8447,11,False,False,False,0,0,,
170646,170646.pdb,1Kx7lec6nsJMVU2DQVYg2DZ-qe_l6lhpE,True,True,1,666356,True,666356,True,True,8334,21,False,False,False,0,0,,
170735,170735.pdb,1LLRLmu0SnyFaLw28wm7wasjI3WWqUdxr,True,True,1,677535,True,677535,True,True,8465,9,False,False,False,0,0,,
170764,170764.pdb,14y0tSDolE9jwVbk71NzvritojJWZ1zsK,True,True,1,654629,True,654629,True,True,8179,25,False,False,False,0,0,,
170770,170770.pdb,,False,False,0,0,False,0,False,False,0,0,False,False,False,0,0,,
170796,170796.pdb,1yDHQhBNXzKHsm99_JyePZ_E6sjrImMol,True,True,1,635115,True,635115,True,True,7935,24,False,False,False,0,0,,
170859,170859.pdb,1VkP0G_0Dwv0qRtpSmpMcWK9-i55zv279,True,True,1,647426,True,647426,True,True,8074,31,False,False,False,0,0,,
171013,171013.pdb,16YepAaO3EU56hAr7lEcAjucRaA2z0NjH,True,True,1,670863,True,670863,True,True,8375,30,False,False,False,0,0,,
171072,171072.pdb,1H_GnJtO8bXUH_hWcQyj7fYMC24_pxvbI,True,True,1,631898,True,631898,True,True,7908,18,False,False,False,0,0,,
171096,171096.pdb,1wzm9iD0gCsnpHwDZvd-A7C7r_xP-AIYH,True,True,1,647656,True,647656,True,True,8127,8,False,False,False,0,0,,
171174,171174.pdb,1zCUrzDtuaGcBaBFHZ1iWDGREDJJn4fjg,True,True,1,663150,True,663150,True,True,8279,26,False,False,False,0,0,,
171182,171182.pdb,1kYebg6n8tV288SfNDLUe-iaCxSdWrYUq,True,True,1,650238,True,650238,True,True,8158,0,False,False,False,0,0,,
171216,171216.pdb,1Mzv6kgU3JzZdBCaS1Ge7eR3Ljmkd6x6R,True,True,1,645216,True,645216,True,True,8075,20,False,False,False,0,0,,
171335,171335.pdb,1mWoFHpQkgJw5bn13VVIZLXRJoJXk3Yhy,True,True,1,654514,True,654514,True,True,8139,40,False,False,False,0,0,,
171358,171358.pdb,14SwLN1quKa82T2QHZcMeIIEdHVeOGxgd,True,False,0,690210,True,690210,True,True,8559,0,False,False,False,0,0,,
171372,171372.pdb,1hIcIvLuJSXHroBgIEkVvAJdaWMVStlAe,True,True,1,647387,True,647387,True,True,8133,0,False,False,False,0,0,,
171421,171421.pdb,1A3H5x4O0KpvCg52LmCXD-AMzJlI5fTOm,True,True,1,635629,True,635629,True,True,7962,15,False,False,False,0,0,,
171460,171460.pdb,1h1iaiqiqkQwHrpepuOlYkBYK_63xvErz,True,True,1,664282,True,664282,True,True,8334,8,False,False,False,0,0,,
171472,171472.pdb,16K4H3w055vLKyfKZkSdEGSfwjG5CsOQ1,True,True,1,664584,True,664584,True,True,8334,10,False,False,False,0,0,,
171489,171489.pdb,1ORbxY33b2_zNzfybgiizRyAMiozGP9Fm,True,True,1,649468,True,649468,True,True,8139,14,False,False,False,0,0,,
171551,171551.pdb,1lYpa4nFYG8JFeHYGR3ACUDHIOTVo04Rj,True,True,1,674872,True,674872,True,True,8407,38,False,False,False,0,0,,
171591,171591.pdb,1agJgDvIj-MnrJSqEr94bVQnYtTikzDTB,True,True,1,635658,True,635658,True,True,7977,7,False,False,False,0,0,,
171618,171618.pdb,1W2rHyXcUgeTztnWIXsnUS_NfdK0jhaFs,True,True,1,617707,True,617707,True,True,7718,24,False,False,False,0,0,,
171647,171647.pdb,1KwJytIj2bz3iGdzY4u4JhE0veNqtzxUk,True,True,1,501828,True,501828,True,True,6263,22,False,False,False,0,0,,
171649,171649.pdb,1-uKc2HZLkDLKlzjAjJUZmCPWqIkCkO-N,True,True,1,612615,True,612615,True,True,7680,11,False,False,False,0,0,,
171774,171774.pdb,1ZUJON5dpnFhQnpfjAn_um0_bErXGS8KY,True,True,1,681899,True,681899,True,True,8543,16,False,False,False,0,0,,
171818,171818.pdb,1oO26JprSkBRjgpTSrf_990oSZY1EDQb4,True,True,1,644006,True,644006,True,True,8077,10,False,False,False,0,0,,
171869,171869.pdb,1w5RLQrED3BppTX3ZmeycXgRGAaxDW5RT,True,True,1,661852,True,661852,True,True,8279,23,False,False,False,0,0,,
171962,171962.pdb,1e2Cc7mTgec7CjTGht-UJNxrdXiYptsfK,True,True,1,635598,True,635598,True,True,7990,0,False,False,False,0,0,,
172062,172062.pdb,1Pr6LBhvr1D8hVi_I5S-wWd3cSLvAUjwR,True,True,1,674087,True,674087,True,True,8452,13,False,False,False,0,0,,
172082,172082.pdb,1Ev536lPC_uYpmELxvTeKQ7cr4KjixFx1,True,True,1,674513,True,674513,True,True,8450,17,False,False,False,0,0,,
172248,172248.pdb,1xeUSzi74wYptoOcknWNzcC_oIkZLWnbq,True,True,1,641854,True,641854,True,True,8065,3,False,False,False,0,0,,
172346,172346.pdb,1_TSbgfPjh-NUiNfEF9SNPnN2sIvlkRtk,True,True,1,641757,True,641757,True,True,8061,0,False,False,False,0,0,,
172399,172399.pdb,1tQ-oHtFXdyJTXrbKQxkFz7rAzzK9HWEc,True,True,1,664988,True,664988,True,True,8296,31,False,False,False,0,0,,
172411,172411.pdb,1jwMz7Y-tGcpLeWBRF7w7qyqA8eSLvoBg,True,True,1,664209,True,664209,True,True,8346,3,False,False,False,0,0,,
172497,172497.pdb,1GhpkO57qBqOQWy4eB68SR9iy8CTnbbOu,True,True,1,672574,True,672574,True,True,8453,3,False,False,False,0,0,,
172504,172504.pdb,18MYa7X9tfTThTlRXcoNOGcHVjvwTTixs,True,True,1,628437,True,628437,True,True,7899,0,False,False,False,0,0,,
172506,172506.pdb,1ze3wvhbwbIYITggIt-fkzUwUpfIxxcD6,True,True,1,646598,True,646598,True,True,8113,9,False,False,False,0,0,,
172521,172521.pdb,1CaUC3pM0t8J_XbJ_0X5w6UQwVW0pSFnr,True,True,1,625704,True,625704,True,True,7827,21,False,False,False,0,0,,
172572,172572.pdb,1II-0jYb0k442xzSofjo763oY2Y3RBoZD,True,True,1,658932,True,658932,True,True,8139,71,False,False,False,0,0,,
172684,172684.pdb,1Wn2oBSUX4OXu0508rOX-enwM862JQa0h,True,True,1,649633,True,649633,True,True,8102,31,False,False,False,0,0,,
172737,172737.pdb,1GECe5WfslGspOHCvx9rx29So287VXdZZ,True,True,1,682147,True,682147,True,True,8553,12,False,False,False,0,0,,
172752,172752.pdb,11a9i5i-UmYQEs8sIfohBmuma-RG6vsFH,True,True,1,534191,True,534191,True,True,6601,51,False,False,False,0,0,,
172787,172787.pdb,16rg-WhfsgbESgebX1XssGW3SyfwKPOOM,True,True,1,645125,True,645125,True,True,8093,0,False,False,False,0,0,,
172870,172870.pdb,1_8w6YySIAxhHC_6GVfXv-ldjPajHRVQH,True,True,1,650631,True,650631,True,True,8089,44,False,False,False,0,0,,
172908,172908.pdb,1dy856c9btCyLm38rod2UmLUiHXSgxayn,True,True,1,627020,True,627020,True,True,7862,10,False,False,False,0,0,,
172973,172973.pdb,1tDsnYyRTUweR3qULD9958hPbK-_rHst_,True,True,1,651264,True,651264,True,True,8179,5,False,False,False,0,0,,
172991,172991.pdb,1uabJJWmpE8TiP3m9hjFoQ-K_rVwSdQkm,True,True,1,624605,True,624605,True,True,7838,8,False,False,False,0,0,,
173044,173044.pdb,1af-CRKG64g5jV1kKZbXgqcDzM_iMreu8,True,True,1,653568,True,653568,True,True,8203,8,False,False,False,0,0,,
173135,173135.pdb,1y8Ow9zza3qyQkPu6BAioFOr6DIMoJs5H,True,True,1,612585,True,612585,True,True,7635,31,False,False,False,0,0,,
173163,173163.pdb,1QQ0_XkQDRcYnxqL13Q_0k3krCDwuv6tO,True,True,1,652498,True,652498,True,True,8139,31,False,False,False,0,0,,
173313,173313.pdb,1nBdZWOUqRG9gbtiFARx0GRZD4SkV3wBq,True,True,1,658081,True,658081,True,True,8163,51,False,False,False,0,0,,
173355,173355.pdb,12BXr29De6uAD5I9kROqS2p2Tu4vmW-S4,True,True,1,672450,True,672450,True,True,8432,11,False,False,False,0,0,,
173454,173454.pdb,1LX51YlLgOwtyq9pZYkUMgwml3PQJjc79,True,True,1,593540,True,593540,True,True,7419,22,False,False,False,0,0,,
173477,173477.pdb,1EPfshOAh-Ogr0nA0fWKgEEwlFfTJp9dn,True,True,1,628834,True,628834,True,True,7874,16,False,False,False,0,0,,
173485,173485.pdb,1y6NXlPEOFJehfXcMK0gHA63yMRsRETji,True,True,1,658830,True,658830,True,True,8139,66,False,False,False,0,0,,
173517,173517.pdb,1DvK8Gy8IMBQnGbfP4OILsN0EKHt2PTZy,True,True,1,657013,True,657013,True,True,8201,28,False,False,False,0,0,,
173660,173660.pdb,1vqRO2qPCYvWDsjRewLpzeYAzLflX4nkU,True,True,1,546305,True,546305,True,True,6836,14,False,False,False,0,0,,
173762,173762.pdb,1v1sVMnUHbyaCb9J8V_U2G8sqkJxkKkE1,True,True,1,553125,True,553125,True,True,6836,53,False,False,False,0,0,,
173764,173764.pdb,1w2_Jqg-p95D6-hFLH_85XWV3k2zFuJ0L,True,True,1,612243,True,612243,True,True,7692,3,False,False,False,0,0,,
173775,173775.pdb,1kRt5wZct_OUe5QWs4-1p1oGmCtLgkBMs,True,True,1,693782,True,693782,True,True,8657,32,False,False,False,0,0,,
173831,173831.pdb,1vXuCkOlQYf84XcdFL3PzWHVnq6P5Pkmt,True,True,1,628398,True,628398,True,True,7834,31,False,False,False,0,0,,
173898,173898.pdb,1yk8lEDb6xi0lj7Pn7MY3H2TDxJ9UY8_F,True,True,1,653944,True,653944,True,True,8195,14,False,False,False,0,0,,
173946,173946.pdb,1Nx_VAAlPxwrEt0CBn6xVI4nJYXJ896aF,True,True,1,680820,True,680820,True,True,8543,10,False,False,False,0,0,,
173996,173996.pdb,1yEQuhrVapK_P9s7SlaCJfQIalpGaDQQA,True,True,1,662346,True,662346,True,True,8296,17,False,False,False,0,0,,
174067,174067.pdb,1w_UTwdf4NRW7uNLT8x-nO6oHBuqSqY9d,True,True,1,624841,True,624841,True,True,7834,11,False,False,False,0,0,,
174083,174083.pdb,1Jygkm8wwGTKdr5jAjV2iV6DxbL1cKgG5,True,True,1,652990,True,652990,True,True,8165,23,False,False,False,0,0,,
174093,174093.pdb,1RwNT9LtWlCLypZFS6-PoIJSYlhqcQJx0,True,True,1,653202,True,653202,True,True,8201,6,False,False,False,0,0,,
174119,174119.pdb,1-t1loMWyzdkzTP5TMQ6FnJHl74bVsE-4,True,True,1,640365,True,640365,True,True,7979,35,False,False,False,0,0,,
174134,174134.pdb,1OLEgTLU38yCHMY5kZBwLOC7bvdDCvu7e,True,True,1,675672,True,675672,True,True,8453,20,False,False,False,0,0,,
174139,174139.pdb,1tOJBoVoExsoOa8Gs1Tp1AN0xOx0CoSX5,True,True,1,539093,True,539093,True,True,6641,38,False,False,False,0,0,,
174160,174160.pdb,1b2v-iaVIhghD8XrO-F4PbB5J3ATm_g2x,True,True,1,626719,True,626719,True,True,7877,0,False,False,False,0,0,,
174206,174206.pdb,1MdplPjhbHbs9XV2f8-bh2YwhBCtjEbcA,True,True,1,683557,True,683557,True,True,8553,20,False,False,False,0,0,,
174230,174230.pdb,17vkot-trguhjpUA4i6NWa6jCPqBIS0Ma,True,True,1,667664,True,667664,True,True,8343,24,False,False,False,0,0,,
174317,174317.pdb,1kvsJteUnV3f--dgTuHmhBSdpe4sbTEJg,True,True,1,631389,True,631389,True,True,7874,31,False,False,False,0,0,,
174375,174375.pdb,1DqulqX7Zb5qgUltWAuE6j9zPTMdwNXqA,True,True,1,665493,True,665493,True,True,8205,71,False,False,False,0,0,,
174393,174393.pdb,1TvRGgDJIPXvE378PaKccc7oIG1g3bmF_,True,True,1,647406,True,647406,True,True,8074,33,False,False,False,0,0,,
174409,174409.pdb,15ybXjM4TWIGYR5p-u2yzMS7XJ888944Z,True,True,1,673449,True,673449,True,True,8450,10,False,False,False,0,0,,
174435,174435.pdb,1odraeLQFTNdWYfoybYDXftbd_s3SCFuG,True,True,1,593232,True,593232,True,True,7419,19,False,False,False,0,0,,
174508,174508.pdb,17KyCRVRffwJqHTZVNQUFKK2Lp20BT6sB,True,True,1,669968,True,669968,True,True,8407,9,False,False,False,0,0,,
174517,174517.pdb,1TErWetw6w-Y15bmcU-ZNWFPwsf4k3BcW,True,True,1,678738,True,678738,True,True,8509,13,False,False,False,0,0,,
174581,174581.pdb,1rjuXjXjFiyPG-eKvB_V7qDIY0lRYsyYZ,True,True,1,657332,True,657332,True,True,8242,11,False,False,False,0,0,,
174589,174589.pdb,1FPwTzh-tLyXLODydKq1BOzsOt0BpJ4ae,True,True,1,668244,True,668244,True,True,8334,31,False,False,False,0,0,,
174628,174628.pdb,10lgSNn_mAQPE_gfgrg0TwR9pMbOH4XAr,True,True,1,673283,True,673283,True,True,8407,30,False,False,False,0,0,,
174786,174786.pdb,1809Fcj70pxitVmJOoearuTLr2RTq3Xrk,True,True,1,648761,True,648761,True,True,8148,0,False,False,False,0,0,,
174848,174848.pdb,1v2RYkjSUYvQ5lnIlVRuitqwhjmGup-G-,True,True,1,652033,True,652033,True,True,8178,10,False,False,False,0,0,,
174893,174893.pdb,1vTJB1rspy7AILoEt_z2eUhqDTM7PxBkD,True,True,1,652100,True,652100,True,True,8179,10,False,False,False,0,0,,
175010,175010.pdb,1NruGQYZocr0qRC0SP3QGksAL38AERG7f,True,True,1,645746,True,645746,True,True,8065,24,False,False,False,0,0,,
175019,175019.pdb,181j6e6BPAj7jrZszS9RhuY3BlTHo8Kl8,True,True,1,642793,True,642793,True,True,8050,16,False,False,False,0,0,,
175086,175086.pdb,1rE05IIJ6anAm7ZVqAbslv6jjm4WcTO1P,True,True,1,641985,True,641985,True,True,8050,11,False,False,False,0,0,,
175097,175097.pdb,1BGk2-JyOG3spfkUmZLrfNb7YpV3EQtNc,True,True,1,635236,True,635236,True,True,7979,4,False,False,False,0,0,,
175103,175103.pdb,106azpXcfxWRM5RN4nve41T9dlmh4-8__,True,True,1,670884,True,670884,True,True,8377,0,False,False,False,0,0,,
175133,175133.pdb,1zyID5GDdAMD8H39GDWq8aJBAJgBhX9O4,True,True,1,682859,True,682859,True,True,8581,0,False,False,False,0,0,,
175151,175151.pdb,1M9Ga3wwHuAccmXowzLZdFIa2FHOCnlXL,True,True,1,641573,True,641573,True,True,8010,23,False,False,False,0,0,,
175237,175237.pdb,1g2nNn9F0QdSW4SlZBFEECzZoA85bcAI8,True,True,1,616939,True,616939,True,True,7718,19,False,False,False,0,0,,
175261,175261.pdb,19QSH5qzKatMmDVEO9TLFcQbnvV0PnTQ_,True,True,1,643744,True,643744,True,True,8075,10,False,False,False,0,0,,
175263,175263.pdb,1GCRI3YxuN4P4pfa_FmSTo3GeiAFQmO_d,True,True,1,670190,True,670190,True,True,8334,42,False,False,False,0,0,,
175265,175265.pdb,1UN9-4NJwHwwlhBqDzwQAlugfjVlND69q,True,True,1,633144,True,633144,True,True,7923,19,False,False,False,0,0,,
175271,175271.pdb,1GLEl0Zx2Ly-DGZ71m-i-NcVbXXrKIBAV,True,True,1,530559,True,530559,True,True,6601,31,False,False,False,0,0,,
175308,175308.pdb,1eANJfipNXOano14B35POVuXeCjLb-TVo,True,True,1,592595,True,592595,True,True,7419,15,False,False,False,0,0,,
175322,175322.pdb,1twAfd1NZrU_QsyPyXxyQURuU7-MweA7-,True,True,1,652188,True,652188,True,True,8050,66,False,False,False,0,0,,
175329,175329.pdb,1vRWzi6CPl8Msxnx7ATkBBvuXON3MSt9X,True,True,1,632119,True,632119,True,True,7944,2,False,False,False,0,0,,
175345,175345.pdb,1C80H0Mho8__c95Et4qF30BhLGaH9cTCb,True,True,1,671320,True,671320,True,True,8334,48,False,False,False,0,0,,
175374,175374.pdb,1g6oz2lIXfvQb_4OOlP3YlVsUk7vADF1u,True,True,1,653242,True,653242,True,True,8165,22,False,False,False,0,0,,
175408,175408.pdb,14-ZpEkgUKZuHBkSMmTbpQu3gh9E_gTwK,True,True,1,677941,True,677941,True,True,8442,39,False,False,False,0,0,,
175410,175410.pdb,,False,False,0,0,False,0,False,False,0,0,False,False,False,0,0,,
175470,175470.pdb,1qiyC5MrWkQET5cB_-2e7WbAVSRC6AUH1,True,True,1,653470,True,653470,True,True,8205,6,False,False,False,0,0,,
175480,175480.pdb,1NdRtAzK_uPj9a_GYgLWobq0Xk4XDYGf-,True,True,1,645542,True,645542,True,True,8050,31,False,False,False,0,0,,
175494,175494.pdb,1KB_LC6WyM3G7sdRX_bf1TESMiH_6YQOJ,True,True,1,627975,True,627975,True,True,7876,10,False,False,False,0,0,,
175511,175511.pdb,116EJHBk2v--Utvw8BLwa7XgawvMHVdoR,True,True,1,660571,True,660571,True,True,8284,11,False,False,False,0,0,,
175538,175538.pdb,1LVfsTc_3K3xEFrDGjyRHybug7SJk4wvq,True,True,1,648383,True,648383,True,True,8128,12,False,False,False,0,0,,
175617,175617.pdb,1ydcfO5JRfldH1fuCIUhrghlXPkRVFkH5,True,True,1,647583,True,647583,True,True,8128,8,False,False,False,0,0,,
175627,175627.pdb,1YLIkbUAgSI6MV_4sIR0RjEB1Kq_Yd1j4,True,True,1,619230,True,619230,True,True,7752,16,False,False,False,0,0,,
175656,175656.pdb,14P22xA-xa24tYwpLFR0OlEClKfF8X314,True,True,1,667868,True,667868,True,True,8335,29,False,False,False,0,0,,
175675,175675.pdb,1vuFoL-9LaSAfg04SrQ8h08tp3zjLUaxf,True,True,1,632118,True,632118,True,True,7933,7,False,False,False,0,0,,
175717,175717.pdb,172O0fVAVqKty-vSFikdKwY4qPAdRujXh,True,True,1,651720,True,651720,True,True,8179,8,False,False,False,0,0,,
175740,175740.pdb,1EkVORhXTzC7qI7VCoEWDJWpvOLmbE926,True,True,1,683636,True,683636,True,True,8539,27,False,False,False,0,0,,
175764,175764.pdb,1uDHmGtLuTTDTK8eTHPlSvtknJHLsBMVu,True,True,1,640521,True,640521,True,True,8050,2,False,False,False,0,0,,
175848,175848.pdb,1nZyAOnZcgs7PIv-kmnulHM6jFNG3at0Z,True,True,1,684100,True,684100,True,True,8491,54,False,False,False,0,0,,
175865,175865.pdb,1LLmQsKrmpPlAvikok199NGUjwkeTstnS,True,True,1,686333,True,686333,True,True,8539,40,False,False,False,0,0,,
175885,175885.pdb,1zutOlmS_zEtd1-f7yE47kIky6XEV2BRQ,True,True,1,703649,True,703649,True,True,8837,0,False,False,False,0,0,,
175899,175899.pdb,1Uy_zL7JuUw1-wPyD-7qU0sqdqpmmzZGd,True,True,1,656453,True,656453,True,True,8163,44,False,False,False,0,0,,
