structure_index,pdb_name,drive_file_id,stable_id,file_size,found_in_drivefs_metadata,found_in_drive_metadata,drive_path,p450_data_rows,p450_positive_rows,p450_unique_enzyme_count,p450_uniprots,is_trainable_in_exp003_manifest,trainable_rows,trainable_positive_rows,trainable_splits
84605,84605.pdb,,,,False,False,ESIBank/brenda/structure/complex/84605.pdb,1,1,1,P05093,True,1,1,test
84675,84675.pdb,,,,False,False,ESIBank/brenda/structure/complex/84675.pdb,1,1,1,P0DPA7,True,1,1,train
84676,84676.pdb,,,,False,False,ESIBank/brenda/structure/complex/84676.pdb,1,1,1,Q9EP75,True,1,1,test
84693,84693.pdb,,,,False,False,ESIBank/brenda/structure/complex/84693.pdb,1,1,1,A0A2H4DGV8,True,1,1,test
84841,84841.pdb,,,,False,False,ESIBank/brenda/structure/complex/84841.pdb,1,1,1,P05093,True,1,1,train
84868,84868.pdb,,,,False,False,ESIBank/brenda/structure/complex/84868.pdb,1,1,1,Q9FH76,True,1,1,train
84933,84933.pdb,,,,False,False,ESIBank/brenda/structure/complex/84933.pdb,1,1,1,O46658,True,1,1,train
85017,85017.pdb,,,,False,False,ESIBank/brenda/structure/complex/85017.pdb,1,1,1,P17549,True,1,1,train
85024,85024.pdb,,,,False,False,ESIBank/brenda/structure/complex/85024.pdb,1,1,1,L7T720,True,1,1,train
85106,85106.pdb,,,,False,False,ESIBank/brenda/structure/complex/85106.pdb,1,1,1,Q94FM7,True,1,1,train
85134,85134.pdb,,,,False,False,ESIBank/brenda/structure/complex/85134.pdb,1,1,1,Q6R7M4,True,1,1,train
85164,85164.pdb,,,,False,False,ESIBank/brenda/structure/complex/85164.pdb,1,1,1,Q9SD85,True,1,1,train
85266,85266.pdb,,,,False,False,ESIBank/brenda/structure/complex/85266.pdb,1,1,1,P51589,False,0,0,
85318,85318.pdb,,,,False,False,ESIBank/brenda/structure/complex/85318.pdb,1,1,1,K7NBR2,True,1,1,train
85393,85393.pdb,,,,False,False,ESIBank/brenda/structure/complex/85393.pdb,1,1,1,Q04552,True,1,1,val
85450,85450.pdb,,,,False,False,ESIBank/brenda/structure/complex/85450.pdb,1,1,1,Q94IA6,True,1,1,train
85562,85562.pdb,,,,False,False,ESIBank/brenda/structure/complex/85562.pdb,1,1,1,Q07973,True,1,1,test
85575,85575.pdb,,,,False,False,ESIBank/brenda/structure/complex/85575.pdb,1,1,1,Q9ZUX1,True,1,1,train
85746,85746.pdb,,,,False,False,ESIBank/brenda/structure/complex/85746.pdb,1,1,1,Q50LH4,True,1,1,test
85813,85813.pdb,,,,False,False,ESIBank/brenda/structure/complex/85813.pdb,1,1,1,Q07973,True,1,1,test
85863,85863.pdb,,,,False,False,ESIBank/brenda/structure/complex/85863.pdb,1,1,1,Q50EK6,True,1,1,train
85883,85883.pdb,,,,False,False,ESIBank/brenda/structure/complex/85883.pdb,1,1,1,O23051,True,1,1,test
86001,86001.pdb,,,,False,False,ESIBank/brenda/structure/complex/86001.pdb,1,1,1,Q50EK6,True,1,1,train
86014,86014.pdb,,,,False,False,ESIBank/brenda/structure/complex/86014.pdb,1,1,1,P51869,True,1,1,test
86062,86062.pdb,,,,False,False,ESIBank/brenda/structure/complex/86062.pdb,1,1,1,Q6ZWL3,True,1,1,train
86162,86162.pdb,,,,False,False,ESIBank/brenda/structure/complex/86162.pdb,1,1,1,Q9XHE8,True,1,1,train
86223,86223.pdb,,,,False,False,ESIBank/brenda/structure/complex/86223.pdb,1,1,1,Q04468,True,1,1,test
86331,86331.pdb,,,,False,False,ESIBank/brenda/structure/complex/86331.pdb,1,1,1,P17549,True,1,1,train
86527,86527.pdb,,,,False,False,ESIBank/brenda/structure/complex/86527.pdb,1,1,1,Q9SD85,True,1,1,train
86552,86552.pdb,,,,False,False,ESIBank/brenda/structure/complex/86552.pdb,1,1,1,Q9JKJ9,True,1,1,train
86631,86631.pdb,,,,False,False,ESIBank/brenda/structure/complex/86631.pdb,1,1,1,P08684,True,1,1,val
86705,86705.pdb,,,,False,False,ESIBank/brenda/structure/complex/86705.pdb,1,1,1,P05093,True,1,1,train
86717,86717.pdb,,,,False,False,ESIBank/brenda/structure/complex/86717.pdb,1,1,1,Q9FH76,True,1,1,val
86726,86726.pdb,,,,False,False,ESIBank/brenda/structure/complex/86726.pdb,1,1,1,O75881,True,1,1,train
86745,86745.pdb,,,,False,False,ESIBank/brenda/structure/complex/86745.pdb,1,1,1,Q9GJX5,True,1,1,train
86772,86772.pdb,,,,False,False,ESIBank/brenda/structure/complex/86772.pdb,1,1,1,Q6VVW9,True,1,1,train
86931,86931.pdb,,,,False,False,ESIBank/brenda/structure/complex/86931.pdb,1,1,1,O65782,True,1,1,train
87015,87015.pdb,,,,False,False,ESIBank/brenda/structure/complex/87015.pdb,1,1,1,Q9FMV7,True,1,1,train
87025,87025.pdb,,,,False,False,ESIBank/brenda/structure/complex/87025.pdb,1,1,1,P15150,True,1,1,train
87102,87102.pdb,,,,False,False,ESIBank/brenda/structure/complex/87102.pdb,1,1,1,Q6WNQ9,True,1,1,train
87113,87113.pdb,,,,False,False,ESIBank/brenda/structure/complex/87113.pdb,1,1,1,P05093,True,1,1,train
87175,87175.pdb,,,,False,False,ESIBank/brenda/structure/complex/87175.pdb,1,1,1,H2DH16,True,1,1,train
87254,87254.pdb,,,,False,False,ESIBank/brenda/structure/complex/87254.pdb,1,1,1,P78329,True,1,1,train
87282,87282.pdb,,,,False,False,ESIBank/brenda/structure/complex/87282.pdb,1,1,1,P22680,True,1,1,train
87351,87351.pdb,,,,False,False,ESIBank/brenda/structure/complex/87351.pdb,1,1,1,Q9AXH9,True,1,1,train
87403,87403.pdb,,,,False,False,ESIBank/brenda/structure/complex/87403.pdb,1,1,1,Q9LSF8,True,1,1,train
87516,87516.pdb,,,,False,False,ESIBank/brenda/structure/complex/87516.pdb,1,1,1,Q8VWZ7,True,1,1,train
87551,87551.pdb,,,,False,False,ESIBank/brenda/structure/complex/87551.pdb,1,1,1,O65782,True,1,1,train
87597,87597.pdb,,,,False,False,ESIBank/brenda/structure/complex/87597.pdb,1,1,1,Q07973,True,1,1,train
87636,87636.pdb,,,,False,False,ESIBank/brenda/structure/complex/87636.pdb,1,1,1,B8QHP5,True,1,1,train
87668,87668.pdb,,,,False,False,ESIBank/brenda/structure/complex/87668.pdb,1,1,1,Q6ZWL3,True,1,1,train
87688,87688.pdb,,,,False,False,ESIBank/brenda/structure/complex/87688.pdb,1,1,1,I3PLR0,True,1,1,train
87720,87720.pdb,,,,False,False,ESIBank/brenda/structure/complex/87720.pdb,1,1,1,S4UX02,True,1,1,train
87834,87834.pdb,,,,False,False,ESIBank/brenda/structure/complex/87834.pdb,1,1,1,P00191,True,1,1,train
87848,87848.pdb,,,,False,False,ESIBank/brenda/structure/complex/87848.pdb,1,1,1,Q93ZB2,True,1,1,train
87867,87867.pdb,,,,False,False,ESIBank/brenda/structure/complex/87867.pdb,1,1,1,A0A0N7F297,True,1,1,test
88013,88013.pdb,,,,False,False,ESIBank/brenda/structure/complex/88013.pdb,1,0,1,Q50LH4,True,1,0,test
88049,88049.pdb,,,,False,False,ESIBank/brenda/structure/complex/88049.pdb,1,0,1,O35132,True,1,0,train
88073,88073.pdb,,,,False,False,ESIBank/brenda/structure/complex/88073.pdb,1,0,1,Q9AR74,True,1,0,train
88179,88179.pdb,,,,False,False,ESIBank/brenda/structure/complex/88179.pdb,1,0,1,Q6TBX7,True,1,0,test
88199,88199.pdb,,,,False,False,ESIBank/brenda/structure/complex/88199.pdb,1,0,1,H1A988,True,1,0,train
88274,88274.pdb,,,,False,False,ESIBank/brenda/structure/complex/88274.pdb,1,0,1,O64698,True,1,0,train
88291,88291.pdb,,,,False,False,ESIBank/brenda/structure/complex/88291.pdb,1,0,1,Q07973,True,1,0,train
88322,88322.pdb,,,,False,False,ESIBank/brenda/structure/complex/88322.pdb,1,0,1,U5NE19,True,1,0,train
88350,88350.pdb,,,,False,False,ESIBank/brenda/structure/complex/88350.pdb,1,0,1,Q07973,True,1,0,train
88356,88356.pdb,,,,False,False,ESIBank/brenda/structure/complex/88356.pdb,1,0,1,Q04552,True,1,0,val
88603,88603.pdb,,,,False,False,ESIBank/brenda/structure/complex/88603.pdb,1,0,1,Q64654,True,1,0,train
88696,88696.pdb,,,,False,False,ESIBank/brenda/structure/complex/88696.pdb,1,0,1,P51589,True,1,0,train
88720,88720.pdb,,,,False,False,ESIBank/brenda/structure/complex/88720.pdb,1,0,1,Q16850,True,1,0,train
88765,88765.pdb,,,,False,False,ESIBank/brenda/structure/complex/88765.pdb,1,0,1,Q9LSF8,True,1,0,val
88843,88843.pdb,,,,False,False,ESIBank/brenda/structure/complex/88843.pdb,1,0,1,Q8VWZ7,True,1,0,train
88848,88848.pdb,,,,False,False,ESIBank/brenda/structure/complex/88848.pdb,1,0,1,P78329,True,1,0,train
88854,88854.pdb,,,,False,False,ESIBank/brenda/structure/complex/88854.pdb,1,0,1,Q50LH4,True,1,0,train
88874,88874.pdb,,,,False,False,ESIBank/brenda/structure/complex/88874.pdb,1,0,1,P17549,True,1,0,train
88883,88883.pdb,,,,False,False,ESIBank/brenda/structure/complex/88883.pdb,1,0,1,Q94IA6,True,1,0,train
88912,88912.pdb,,,,False,False,ESIBank/brenda/structure/complex/88912.pdb,1,0,1,P48421,True,1,0,train
88950,88950.pdb,,,,False,False,ESIBank/brenda/structure/complex/88950.pdb,1,0,1,O65782,True,1,0,train
88952,88952.pdb,,,,False,False,ESIBank/brenda/structure/complex/88952.pdb,1,0,1,A0A068Q609,True,1,0,test
88965,88965.pdb,,,,False,False,ESIBank/brenda/structure/complex/88965.pdb,1,0,1,B8QHP5,True,1,0,train
89128,89128.pdb,,,,False,False,ESIBank/brenda/structure/complex/89128.pdb,1,0,1,Q94FM7,True,1,0,train
89197,89197.pdb,,,,False,False,ESIBank/brenda/structure/complex/89197.pdb,1,0,1,Q64562,True,1,0,test
89239,89239.pdb,,,,False,False,ESIBank/brenda/structure/complex/89239.pdb,1,0,1,Q04552,True,1,0,test
89255,89255.pdb,,,,False,False,ESIBank/brenda/structure/complex/89255.pdb,1,0,1,Q64441,True,1,0,train
89313,89313.pdb,,,,False,False,ESIBank/brenda/structure/complex/89313.pdb,1,0,1,Q84KI1,True,1,0,train
89332,89332.pdb,,,,False,False,ESIBank/brenda/structure/complex/89332.pdb,1,0,1,Q94FM7,True,1,0,test
89423,89423.pdb,,,,False,False,ESIBank/brenda/structure/complex/89423.pdb,1,0,1,A0A3Q7HBJ5,True,1,0,test
89470,89470.pdb,,,,False,False,ESIBank/brenda/structure/complex/89470.pdb,1,0,1,Q9FH76,True,1,0,test
89502,89502.pdb,,,,False,False,ESIBank/brenda/structure/complex/89502.pdb,1,0,1,Q9XHC6,True,1,0,train
89514,89514.pdb,,,,False,False,ESIBank/brenda/structure/complex/89514.pdb,1,0,1,Q9LSF8,True,1,0,train
89518,89518.pdb,,,,False,False,ESIBank/brenda/structure/complex/89518.pdb,1,0,1,A8CDR5,True,1,0,train
89544,89544.pdb,,,,False,False,ESIBank/brenda/structure/complex/89544.pdb,1,0,1,O64698,True,1,0,train
89632,89632.pdb,,,,False,False,ESIBank/brenda/structure/complex/89632.pdb,1,0,1,O75881,True,1,0,train
89660,89660.pdb,,,,False,False,ESIBank/brenda/structure/complex/89660.pdb,1,0,1,A0A068Q609,True,1,0,train
89680,89680.pdb,,,,False,False,ESIBank/brenda/structure/complex/89680.pdb,1,0,1,P93149,True,1,0,train
89682,89682.pdb,,,,False,False,ESIBank/brenda/structure/complex/89682.pdb,1,0,1,D1MI46,True,1,0,train
89691,89691.pdb,,,,False,False,ESIBank/brenda/structure/complex/89691.pdb,1,0,1,Q6XQ14,True,1,0,train
89717,89717.pdb,,,,False,False,ESIBank/brenda/structure/complex/89717.pdb,1,0,1,Q08477,True,1,0,train
89761,89761.pdb,,,,False,False,ESIBank/brenda/structure/complex/89761.pdb,1,0,1,Q6ZWL3,True,1,0,train
89909,89909.pdb,,,,False,False,ESIBank/brenda/structure/complex/89909.pdb,1,0,1,P98187,True,1,0,train
89913,89913.pdb,,,,False,False,ESIBank/brenda/structure/complex/89913.pdb,1,0,1,P24557,True,1,0,train
89930,89930.pdb,,,,False,False,ESIBank/brenda/structure/complex/89930.pdb,1,0,1,P51663,True,1,0,train
90030,90030.pdb,,,,False,False,ESIBank/brenda/structure/complex/90030.pdb,1,0,1,P18125,True,1,0,train
90088,90088.pdb,,,,False,False,ESIBank/brenda/structure/complex/90088.pdb,1,0,1,O35084,True,1,0,test
90177,90177.pdb,,,,False,False,ESIBank/brenda/structure/complex/90177.pdb,1,0,1,A0A068Q609,True,1,0,train
90322,90322.pdb,,,,False,False,ESIBank/brenda/structure/complex/90322.pdb,1,0,1,F8S1H3,True,1,0,test
90371,90371.pdb,,,,False,False,ESIBank/brenda/structure/complex/90371.pdb,1,0,1,Q9Y7C8,True,1,0,train
90373,90373.pdb,,,,False,False,ESIBank/brenda/structure/complex/90373.pdb,1,0,1,B1NF18,True,1,0,train
90502,90502.pdb,,,,False,False,ESIBank/brenda/structure/complex/90502.pdb,1,0,1,P08684,True,1,0,train
90541,90541.pdb,,,,False,False,ESIBank/brenda/structure/complex/90541.pdb,1,0,1,Q02928,True,1,0,train
90600,90600.pdb,,,,False,False,ESIBank/brenda/structure/complex/90600.pdb,1,0,1,Q1T7C2,True,1,0,test
90604,90604.pdb,,,,False,False,ESIBank/brenda/structure/complex/90604.pdb,1,0,1,P98187,True,1,0,train
90616,90616.pdb,,,,False,False,ESIBank/brenda/structure/complex/90616.pdb,1,0,1,P93149,True,1,0,train
90692,90692.pdb,,,,False,False,ESIBank/brenda/structure/complex/90692.pdb,1,0,1,I1TEM1,True,1,0,test
90777,90777.pdb,,,,False,False,ESIBank/brenda/structure/complex/90777.pdb,1,0,1,Q8W4T9,True,1,0,train
90870,90870.pdb,,,,False,False,ESIBank/brenda/structure/complex/90870.pdb,1,0,1,Q07973,True,1,0,test
90898,90898.pdb,,,,False,False,ESIBank/brenda/structure/complex/90898.pdb,1,0,1,Q9EP75,True,1,0,test
90942,90942.pdb,,,,False,False,ESIBank/brenda/structure/complex/90942.pdb,1,0,1,A0A140IL92,True,1,0,train
90955,90955.pdb,,,,False,False,ESIBank/brenda/structure/complex/90955.pdb,1,0,1,Q64429,True,1,0,train
91095,91095.pdb,,,,False,False,ESIBank/brenda/structure/complex/91095.pdb,1,0,1,Q09128,True,1,0,train
91107,91107.pdb,,,,False,False,ESIBank/brenda/structure/complex/91107.pdb,1,0,1,Q9AR74,True,1,0,train
91134,91134.pdb,,,,False,False,ESIBank/brenda/structure/complex/91134.pdb,1,0,1,P51589,True,1,0,train
91159,91159.pdb,,,,False,False,ESIBank/brenda/structure/complex/91159.pdb,1,0,1,Q9FH76,True,1,0,train
91358,91358.pdb,,,,False,False,ESIBank/brenda/structure/complex/91358.pdb,1,0,1,P0DKI7,True,1,0,train
91534,91534.pdb,,,,False,False,ESIBank/brenda/structure/complex/91534.pdb,1,0,1,B1NF18,True,1,0,train
91588,91588.pdb,,,,False,False,ESIBank/brenda/structure/complex/91588.pdb,1,0,1,P23295,True,1,0,train
91688,91688.pdb,,,,False,False,ESIBank/brenda/structure/complex/91688.pdb,1,0,1,A0A1D6F9Y9,True,1,0,train
91712,91712.pdb,,,,False,False,ESIBank/brenda/structure/complex/91712.pdb,1,0,1,Q8W4T9,True,1,0,train
92082,92082.pdb,,,,False,False,ESIBank/brenda/structure/complex/92082.pdb,1,0,1,P70687,True,1,0,train
92125,92125.pdb,,,,False,False,ESIBank/brenda/structure/complex/92125.pdb,1,0,1,P0CT93,True,1,0,train
92133,92133.pdb,,,,False,False,ESIBank/brenda/structure/complex/92133.pdb,1,0,1,Q9FH76,True,1,0,train
92192,92192.pdb,,,,False,False,ESIBank/brenda/structure/complex/92192.pdb,1,0,1,Q93ZB2,True,1,0,train
92232,92232.pdb,,,,False,False,ESIBank/brenda/structure/complex/92232.pdb,1,0,1,Q9SWR5,True,1,0,train
92290,92290.pdb,,,,False,False,ESIBank/brenda/structure/complex/92290.pdb,1,0,1,Q08477,True,1,0,train
92310,92310.pdb,,,,False,False,ESIBank/brenda/structure/complex/92310.pdb,1,0,1,Q9FPM6,True,1,0,train
92311,92311.pdb,,,,False,False,ESIBank/brenda/structure/complex/92311.pdb,1,0,1,Q6XQ14,True,1,0,test
92362,92362.pdb,,,,False,False,ESIBank/brenda/structure/complex/92362.pdb,1,0,1,Q8W2N5,True,1,0,train
92409,92409.pdb,,,,False,False,ESIBank/brenda/structure/complex/92409.pdb,1,0,1,Q6WNR0,True,1,0,train
92466,92466.pdb,,,,False,False,ESIBank/brenda/structure/complex/92466.pdb,1,0,1,P00191,True,1,0,val
92549,92549.pdb,,,,False,False,ESIBank/brenda/structure/complex/92549.pdb,1,0,1,I3QBP4,True,1,0,train
92564,92564.pdb,,,,False,False,ESIBank/brenda/structure/complex/92564.pdb,1,0,1,P15150,False,0,0,
92572,92572.pdb,,,,False,False,ESIBank/brenda/structure/complex/92572.pdb,1,0,1,A8CDR5,True,1,0,val
92596,92596.pdb,,,,False,False,ESIBank/brenda/structure/complex/92596.pdb,1,0,1,Q9LSF8,True,1,0,train
92755,92755.pdb,,,,False,False,ESIBank/brenda/structure/complex/92755.pdb,1,0,1,P24557,True,1,0,train
92824,92824.pdb,,,,False,False,ESIBank/brenda/structure/complex/92824.pdb,1,0,1,Q64441,True,1,0,train
92937,92937.pdb,,,,False,False,ESIBank/brenda/structure/complex/92937.pdb,1,0,1,O65782,True,1,0,train
92954,92954.pdb,,,,False,False,ESIBank/brenda/structure/complex/92954.pdb,1,0,1,Q9LSF8,True,1,0,train
92997,92997.pdb,,,,False,False,ESIBank/brenda/structure/complex/92997.pdb,1,0,1,Q9XHC6,True,1,0,train
93046,93046.pdb,,,,False,False,ESIBank/brenda/structure/complex/93046.pdb,1,0,1,P24557,True,1,0,train
93131,93131.pdb,,,,False,False,ESIBank/brenda/structure/complex/93131.pdb,1,0,1,Q09128,True,1,0,train
93154,93154.pdb,,,,False,False,ESIBank/brenda/structure/complex/93154.pdb,1,0,1,A2RRT9,True,1,0,train
93227,93227.pdb,,,,False,False,ESIBank/brenda/structure/complex/93227.pdb,1,0,1,Q6TBX7,True,1,0,train
93320,93320.pdb,,,,False,False,ESIBank/brenda/structure/complex/93320.pdb,1,0,1,P00191,True,1,0,test
93462,93462.pdb,,,,False,False,ESIBank/brenda/structure/complex/93462.pdb,1,0,1,Q50EK6,True,1,0,test
93529,93529.pdb,,,,False,False,ESIBank/brenda/structure/complex/93529.pdb,1,0,1,A0A0N9HTU1,True,1,0,train
93760,93760.pdb,,,,False,False,ESIBank/brenda/structure/complex/93760.pdb,1,0,1,Q9AXH9,True,1,0,test
93769,93769.pdb,,,,False,False,ESIBank/brenda/structure/complex/93769.pdb,1,0,1,P37120,True,1,0,train
93830,93830.pdb,,,,False,False,ESIBank/brenda/structure/complex/93830.pdb,1,0,1,P15150,True,1,0,train
93852,93852.pdb,,,,False,False,ESIBank/brenda/structure/complex/93852.pdb,1,0,1,Q9XHE8,True,1,0,train
93862,93862.pdb,,,,False,False,ESIBank/brenda/structure/complex/93862.pdb,1,0,1,A2RRT9,True,1,0,val
93888,93888.pdb,,,,False,False,ESIBank/brenda/structure/complex/93888.pdb,1,0,1,Q9FMV7,True,1,0,val
93902,93902.pdb,,,,False,False,ESIBank/brenda/structure/complex/93902.pdb,1,0,1,P05093,True,1,0,train
93948,93948.pdb,,,,False,False,ESIBank/brenda/structure/complex/93948.pdb,1,0,1,Q43033,True,1,0,train
93973,93973.pdb,,,,False,False,ESIBank/brenda/structure/complex/93973.pdb,1,0,1,A0A0N9HTU1,True,1,0,train
93981,93981.pdb,,,,False,False,ESIBank/brenda/structure/complex/93981.pdb,1,0,1,O23066,True,1,0,train
94036,94036.pdb,,,,False,False,ESIBank/brenda/structure/complex/94036.pdb,1,0,1,Q9XHE8,True,1,0,train
94054,94054.pdb,,,,False,False,ESIBank/brenda/structure/complex/94054.pdb,1,0,1,Q8VQF6,True,1,0,train
94070,94070.pdb,,,,False,False,ESIBank/brenda/structure/complex/94070.pdb,1,0,1,Q8W3Y5,True,1,0,test
94099,94099.pdb,,,,False,False,ESIBank/brenda/structure/complex/94099.pdb,1,0,1,O64698,True,1,0,train
94126,94126.pdb,,,,False,False,ESIBank/brenda/structure/complex/94126.pdb,1,0,1,B8QHP5,True,1,0,train
94184,94184.pdb,,,,False,False,ESIBank/brenda/structure/complex/94184.pdb,1,0,1,P15150,True,1,0,train
94214,94214.pdb,,,,False,False,ESIBank/brenda/structure/complex/94214.pdb,1,0,1,C0SJS2,True,1,0,val
94252,94252.pdb,,,,False,False,ESIBank/brenda/structure/complex/94252.pdb,1,0,1,P15150,True,1,0,test
94315,94315.pdb,,,,False,False,ESIBank/brenda/structure/complex/94315.pdb,1,0,1,P05185,True,1,0,train
94353,94353.pdb,,,,False,False,ESIBank/brenda/structure/complex/94353.pdb,1,0,1,Q9FPM6,True,1,0,train
94374,94374.pdb,,,,False,False,ESIBank/brenda/structure/complex/94374.pdb,1,0,1,F8S1H3,True,1,0,train
94408,94408.pdb,,,,False,False,ESIBank/brenda/structure/complex/94408.pdb,1,0,1,Q94IA6,True,1,0,train
94410,94410.pdb,,,,False,False,ESIBank/brenda/structure/complex/94410.pdb,1,0,1,Q8VWZ7,True,1,0,train
94447,94447.pdb,,,,False,False,ESIBank/brenda/structure/complex/94447.pdb,1,0,1,Q9N0U7,True,1,0,val
94449,94449.pdb,,,,False,False,ESIBank/brenda/structure/complex/94449.pdb,1,0,1,O64698,True,1,0,test
94455,94455.pdb,,,,False,False,ESIBank/brenda/structure/complex/94455.pdb,1,0,1,Q9Y6A2,True,1,0,val
94462,94462.pdb,,,,False,False,ESIBank/brenda/structure/complex/94462.pdb,1,0,1,P05093,True,1,0,test
94498,94498.pdb,,,,False,False,ESIBank/brenda/structure/complex/94498.pdb,1,0,1,Q9ZAU3,True,1,0,train
94506,94506.pdb,,,,False,False,ESIBank/brenda/structure/complex/94506.pdb,1,0,1,P70687,True,1,0,test
94604,94604.pdb,,,,False,False,ESIBank/brenda/structure/complex/94604.pdb,1,0,1,O65782,True,1,0,train
94741,94741.pdb,,,,False,False,ESIBank/brenda/structure/complex/94741.pdb,1,0,1,B8QHP5,True,1,0,test
94755,94755.pdb,,,,False,False,ESIBank/brenda/structure/complex/94755.pdb,1,0,1,Q06069,True,1,0,test
94789,94789.pdb,,,,False,False,ESIBank/brenda/structure/complex/94789.pdb,1,0,1,Q9SZ46,True,1,0,train
94837,94837.pdb,,,,False,False,ESIBank/brenda/structure/complex/94837.pdb,1,0,1,P47195,True,1,0,test
94915,94915.pdb,,,,False,False,ESIBank/brenda/structure/complex/94915.pdb,1,0,1,P11371,True,1,0,train
94949,94949.pdb,,,,False,False,ESIBank/brenda/structure/complex/94949.pdb,1,0,1,P17549,False,0,0,
94996,94996.pdb,,,,False,False,ESIBank/brenda/structure/complex/94996.pdb,1,0,1,P15150,True,1,0,train
94997,94997.pdb,,,,False,False,ESIBank/brenda/structure/complex/94997.pdb,1,0,1,P23295,True,1,0,train
95167,95167.pdb,,,,False,False,ESIBank/brenda/structure/complex/95167.pdb,1,0,1,P37114,True,1,0,test
95231,95231.pdb,,,,False,False,ESIBank/brenda/structure/complex/95231.pdb,1,0,1,Q9XHE8,True,1,0,train
95243,95243.pdb,,,,False,False,ESIBank/brenda/structure/complex/95243.pdb,1,0,1,Q94IA6,True,1,0,train
95244,95244.pdb,,,,False,False,ESIBank/brenda/structure/complex/95244.pdb,1,0,1,Q59723,True,1,0,test
95260,95260.pdb,,,,False,False,ESIBank/brenda/structure/complex/95260.pdb,1,0,1,Q9LSF8,True,1,0,train
95309,95309.pdb,,,,False,False,ESIBank/brenda/structure/complex/95309.pdb,1,0,1,Q6TBX7,True,1,0,train
95424,95424.pdb,,,,False,False,ESIBank/brenda/structure/complex/95424.pdb,1,0,1,Q60991,True,1,0,train
95491,95491.pdb,,,,False,False,ESIBank/brenda/structure/complex/95491.pdb,1,0,1,Q6VVX0,True,1,0,val
95551,95551.pdb,,,,False,False,ESIBank/brenda/structure/complex/95551.pdb,1,0,1,Q64654,True,1,0,train
95584,95584.pdb,,,,False,False,ESIBank/brenda/structure/complex/95584.pdb,1,0,1,I3QBP4,True,1,0,test
95622,95622.pdb,,,,False,False,ESIBank/brenda/structure/complex/95622.pdb,1,0,1,A0A140IL92,True,1,0,test
95625,95625.pdb,,,,False,False,ESIBank/brenda/structure/complex/95625.pdb,1,0,1,O88962,True,1,0,train
95654,95654.pdb,,,,False,False,ESIBank/brenda/structure/complex/95654.pdb,1,0,1,Q59723,True,1,0,train
95718,95718.pdb,,,,False,False,ESIBank/brenda/structure/complex/95718.pdb,1,0,1,Q93ZB2,False,0,0,
95827,95827.pdb,,,,False,False,ESIBank/brenda/structure/complex/95827.pdb,1,0,1,Q9SWR5,True,1,0,train
95941,95941.pdb,,,,False,False,ESIBank/brenda/structure/complex/95941.pdb,1,0,1,Q8HYN1,True,1,0,train
96358,96358.pdb,,,,False,False,ESIBank/brenda/structure/complex/96358.pdb,1,0,1,A6YIH8,True,1,0,train
96371,96371.pdb,,,,False,False,ESIBank/brenda/structure/complex/96371.pdb,1,0,1,B1NF19,True,1,0,train
96403,96403.pdb,,,,False,False,ESIBank/brenda/structure/complex/96403.pdb,1,0,1,Q93ZB2,True,1,0,train
96441,96441.pdb,,,,False,False,ESIBank/brenda/structure/complex/96441.pdb,1,0,1,Q94IA6,True,1,0,train
96665,96665.pdb,,,,False,False,ESIBank/brenda/structure/complex/96665.pdb,1,0,1,O75881,True,1,0,train
96732,96732.pdb,,,,False,False,ESIBank/brenda/structure/complex/96732.pdb,1,0,1,Q9FMV7,True,1,0,train
96751,96751.pdb,,,,False,False,ESIBank/brenda/structure/complex/96751.pdb,1,0,1,Q02928,True,1,0,train
96808,96808.pdb,,,,False,False,ESIBank/brenda/structure/complex/96808.pdb,1,0,1,Q02928,True,1,0,train
96945,96945.pdb,,,,False,False,ESIBank/brenda/structure/complex/96945.pdb,1,0,1,Q6VVX0,True,1,0,train
96994,96994.pdb,,,,False,False,ESIBank/brenda/structure/complex/96994.pdb,1,0,1,Q64429,True,1,0,train
97003,97003.pdb,,,,False,False,ESIBank/brenda/structure/complex/97003.pdb,1,0,1,Q63688,True,1,0,train
97013,97013.pdb,,,,False,False,ESIBank/brenda/structure/complex/97013.pdb,1,0,1,Q2LAL0,True,1,0,train
97072,97072.pdb,,,,False,False,ESIBank/brenda/structure/complex/97072.pdb,1,0,1,Q64441,True,1,0,train
97130,97130.pdb,,,,False,False,ESIBank/brenda/structure/complex/97130.pdb,1,0,1,B4FVP3,True,1,0,test
97187,97187.pdb,,,,False,False,ESIBank/brenda/structure/complex/97187.pdb,1,0,1,A8CDR5,True,1,0,train
97272,97272.pdb,,,,False,False,ESIBank/brenda/structure/complex/97272.pdb,1,0,1,Q8VQF6,False,0,0,
97414,97414.pdb,,,,False,False,ESIBank/brenda/structure/complex/97414.pdb,1,0,1,O65782,True,1,0,train
97446,97446.pdb,,,,False,False,ESIBank/brenda/structure/complex/97446.pdb,1,0,1,P00191,True,1,0,train
97480,97480.pdb,,,,False,False,ESIBank/brenda/structure/complex/97480.pdb,1,0,1,Q9LSF8,True,1,0,train
97498,97498.pdb,,,,False,False,ESIBank/brenda/structure/complex/97498.pdb,1,0,1,Q59723,True,1,0,train
97541,97541.pdb,,,,False,False,ESIBank/brenda/structure/complex/97541.pdb,1,0,1,B5BSX1,True,1,0,val
97571,97571.pdb,,,,False,False,ESIBank/brenda/structure/complex/97571.pdb,1,0,1,O35084,True,1,0,train
